update,reward,throughput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate,retx_overflow_drop,mean_sinr_db,direction_corr,jain,n_arrivals,n_active,mean_speed_kmh,mu_depth,first_ack_rate,attempts_per_acked,pinned_fraction,goodput_mbps,acks_m1,units_m1,first_ack_m1,acks_m2,units_m2,first_ack_m2,acks_m3,units_m3,first_ack_m3,acks_m4,units_m4,first_ack_m4
146,9008.061620209714,85.38450046196171,0.8136845486668808,0.1840668165756505,0.00032123353678124,0,8.940909901265,0.8418119631673991,0.7096295336758786,6226,29,23.363495200685485,3.9991144809038475,0.4022087462406942,1.5990432590916106,0.3658391695847924,79.580392,1,1,1.0,1,1,1.0,2,7,0.2857142857142857,8154,20274,0.40218999704054453
147,8052.612387326075,76.12701346271155,0.8173960021609941,0.18026292094363408,0.0,0,7.944052688151353,0.8608097928412904,0.70777121293274,5553,26,22.081227699393914,3.999144650708992,0.4125164626115799,1.580720446473871,0.3590232616308154,71.968712,1,1,1.0,4,5,0.8,1,2,0.5,8451,20493,0.41238471673254284
148,7582.69764418598,76.66240593914642,0.7779298545765612,0.2195038494439692,0.0,0,6.75136277029886,0.8448154746301758,0.6667228712200416,5845,29,23.12492282956017,3.9990422482855132,0.3905022376926902,1.611901681759379,0.3712874382542362,72.030496,0,0,nan,4,4,1.0,3,6,0.5,7846,20100,0.39034825870646767
149,6276.149586076512,61.97359803454979,0.7954048140043763,0.20087527352297593,0.001312910284463895,0,10.256321431108093,0.8580335526468219,0.6613651518150802,4570,21,21.39227589899327,3.9977502002887384,0.42956563474922005,1.5587642374760609,0.3482545045045045,57.167004,0,0,nan,2,4,0.5,15,29,0.5172413793103449,8933,20802,0.4294298625132199
150,8108.701189614692,74.76697795881198,0.8336112655178803,0.16397998888271262,0.00037057624606262737,0,7.847794949323168,0.8481259006248559,0.7031224819502456,5397,24,24.336526559100935,3.997187282096976,0.41333463681689314,1.5812560288368787,0.3596870109546166,71.801558,3,3,1.0,3,6,0.5,11,29,0.3793103448275862,8439,20420,0.4132713026444662
151,7915.899439770251,77.23909687158631,0.7969872131721842,0.20108600455421263,0.00017516202487300754,0,7.474136118344741,0.8599213587657016,0.7100960677842183,5709,28,22.119471435157863,3.998287763172232,0.38872109719265235,1.6050151897430616,0.36837002752064046,71.675326,1,1,1.0,0,2,0.0,10,22,0.45454545454545453,7840,20172,0.3886575451120365
152,10391.192971105887,93.13105409532167,0.8487930772734174,0.1487778958554729,0.0001518141794443601,0,12.18850258428219,0.8530182585623348,0.7407223894994899,6587,29,22.492375771531847,3.9986467484922286,0.4088539104771274,1.593052362707535,0.3642106579934951,88.41971,1,1,1.0,3,6,0.5,10,16,0.625,8298,20307,0.40862756684886986
153,6531.937351599365,62.59124569613655,0.8094097146591157,0.18819429318231323,0.0,0,8.61955806923209,0.8488912229333526,0.6919068382815635,4591,21,21.60612499623261,3.9979315512063467,0.4090487125616847,1.587179487179487,0.35964582942243917,58.72023,1,1,1.0,5,10,0.5,11,30,0.36666666666666664,8355,20426,0.4090375012239303
154,4350.491967822721,45.14044250857194,0.7687287173666288,0.2278660612939841,0.0005675368898978433,0,2.794795752521118,0.8526227734600536,0.6199724968525154,3524,17,22.862696813897223,3.9906410633918976,0.39893852277753206,1.59298590965603,0.36137961335676627,43.207966,3,3,1.0,11,21,0.5238095238095238,55,145,0.3793103448275862,8049,20180,0.39886025768087213
155,6907.899983322674,57.88831868111936,0.893230462916874,0.10403185664509706,0.0007466401194624191,0,4.053064317792173,0.8426733121209898,0.801212581236043,4018,17,25.346115186221525,3.9573399399435414,0.41531158468841534,1.5933575505967825,0.36659949461024216,56.754522,9,14,0.6428571428571429,84,164,0.5121951219512195,428,866,0.4942263279445728,7703,18758,0.4106514553790383
156,6846.351080708629,63.461156784811756,0.829150154117129,0.16798767062967856,0.00022016732716864817,0,6.584710115985035,0.8520967969854958,0.7364348240468305,4542,21,24.26861818356432,3.997652297906117,0.39881809604211155,1.6084574028122416,0.3698917328994305,59.477212,2,2,1.0,2,3,0.6666666666666666,19,43,0.4418604651162791,8008,20089,0.3986261137936184
157,5978.4804164404995,59.24900190408023,0.7920769406915502,0.2054041676207923,0.0,0,6.085064299738047,0.8509085128111631,0.6884361015547444,4367,21,20.75568107615791,3.998242354495093,0.42425706692437787,1.5721694036300777,0.35265413369201415,54.843274,0,0,nan,4,6,0.6666666666666666,9,20,0.45,8767,20669,0.4241617881852049
158,7447.192960830128,60.5183247285846,0.9270780214176441,0.06960734319224886,0.0015298317185109638,0,6.957371492525977,0.8539835106174718,0.8938024552455243,3922,16,23.14511454751864,3.9175216448628363,0.39588429224715516,1.615632158830588,0.3761279193205945,58.055518,72,84,0.8571428571428571,221,450,0.4911111111111111,618,1494,0.41365461847389556,6534,16778,0.38943855048277504
159,5759.337808430291,54.1677436684622,0.8243978243978244,0.17404817404817405,0.000259000259000259,0,9.927253351062891,0.8500176912048646,0.6938099068833113,3861,17,21.457139777333243,3.9877853636948846,0.4412032816773017,1.5492382201594188,0.3439201737542888,50.65034,7,8,0.875,23,41,0.5609756097560976,133,279,0.4767025089605735,9033,20515,0.4403119668535218
160,7501.27597124767,66.39778383739831,0.8619625137816979,0.13539140022050716,0.0004410143329658214,0,9.285251653338625,0.8666147185963972,0.7823666738085064,4535,20,24.90637731094089,3.993382757422949,0.4327561957417915,1.5647639679580836,0.35306852409638556,61.859932,7,9,0.7777777777777778,13,20,0.65,42,78,0.5384615384615384,8861,20512,0.43199102964118563
161,6490.752985461486,73.12589772624615,0.729644921552436,0.26738232865400496,0.00033030553261767135,0,4.866857276108599,0.8589137396219965,0.596678801573146,6055,32,23.710318486136465,3.9987627145753586,0.42030397505845674,1.5775438951576177,0.3581590219804271,69.707902,0,0,nan,2,2,1.0,9,13,0.6923076923076923,8617,20513,0.4200750743430995
162,9321.789023685464,87.62488231074717,0.8173150853452252,0.18022451176380133,0.00015377518068583732,0,10.181567676458165,0.8563218010107061,0.6872354492723076,6503,30,20.313009426141722,3.9989659157482036,0.4163596168017686,1.5900428047289035,0.36348853935395103,83.593246,2,2,1.0,0,1,0.0,4,8,0.5,8469,20344,0.41628981517892255
163,5014.094725770667,49.48683577167389,0.7919893190921228,0.2061415220293725,0.0,0,5.642031424075511,0.8599089659314593,0.6689952137230367,3745,18,25.405961480241263,3.998727483722128,0.42070665571076415,1.5677675964152653,0.35310487149021325,46.5746,0,0,nan,1,4,0.25,8,23,0.34782608695652173,8695,20662,0.4208208305101152
164,2707.072376540835,34.71819952687445,0.6877766428328226,0.31086142322097376,0.00034048348655090226,0,0.9480750160544174,0.8642943799196827,0.5378926313825659,2937,16,20.875341500137562,3.9890039417103687,0.429856029081169,1.5510697206141455,0.3438676876726086,32.06983,1,3,0.3333333333333333,3,6,0.5,117,222,0.527027027027027,8866,20676,0.4288063455213774
165,3274.4304395826803,41.211843051604866,0.6911722141823444,0.30564399421128796,0.0005788712011577424,0,2.027709053379109,0.8589211308542388,0.5609146585104616,3455,19,25.587242096954853,3.9898738138017147,0.4065274660942531,1.5797399393534461,0.3560770269845758,37.936662,6,7,0.8571428571428571,16,38,0.42105263157894735,34,84,0.40476190476190477,8277,20369,0.4063527910059404
166,5258.85813353411,52.06148508004019,0.7926642893530311,0.20402445236882322,0.0007641365257259297,0,8.777198353882877,0.8763318679956066,0.6482499049368148,3926,18,22.851326844496647,3.9570067175601205,0.44599117233351115,1.538641924959217,0.3396008840770044,49.358712,29,33,0.8787878787878788,83,165,0.503030303030303,186,440,0.42272727272727273,8897,19979,0.4453175834626358
167,9079.008092114373,73.899981721468,0.9222903885480572,0.07627811860940695,0.0006134969325153375,0,7.922047005868745,0.8751888333945675,0.8605890435048092,4890,20,24.142272073662145,3.935033089986267,0.440447400241838,1.5606608156943726,0.3545575753634028,71.589034,44,53,0.8301886792452831,165,292,0.565068493150685,418,896,0.46651785714285715,8115,18607,0.4361261890686301
168,7108.281732953144,58.77106060065787,0.9102009666751463,0.08750953955736454,0.0,0,7.5912103795100885,0.880687148881049,0.8293476996832045,3931,16,22.343357156984958,3.888668347424831,0.421372446306967,1.577105575326216,0.3596538306722125,57.12626,83,93,0.8924731182795699,257,518,0.49613899613899615,654,1561,0.4189622037155669,7050,16918,0.4167159238680695
169,6951.56725081149,72.05461615354974,0.7684397163120568,0.22943262411347518,0.0001773049645390071,0,8.009708506793892,0.8797380295715559,0.6127080847649908,5640,28,24.578402503578978,3.977100224428884,0.43625883948464594,1.5540554207119741,0.34730652503793624,68.568458,11,15,0.7333333333333333,23,38,0.6052631578947368,125,252,0.49603174603174605,8848,20341,0.43498353079986235
170,7112.151977181319,61.63739925087546,0.8733379986004198,0.12502915791929087,0.00023326335432703523,0,10.267635663464606,0.8874954124859034,0.7605702916331815,4287,18,22.95777101714423,3.9267332720604773,0.4115763797133855,1.5801834278746754,0.357683770727249,59.195076,35,41,0.8536585365853658,111,248,0.4475806451612903,446,1084,0.4114391143911439,7507,18305,0.4101065282709642
171,6168.869492871206,62.00131914618123,0.7824742268041237,0.2154639175257732,0.0002061855670103093,0,7.130669838286298,0.8724034389067329,0.625197531825092,4850,23,21.542346203170382,3.968344685033824,0.44395551257253385,1.5437613567534827,0.3432001524487074,60.334652,16,17,0.9411764705882353,61,109,0.5596330275229358,116,261,0.4444444444444444,8988,20293,0.4429113487409452
172,5481.483405926026,55.75100258033971,0.7777252305509577,0.21943721920075668,0.0004729250413809411,0,8.797381667503204,0.8666713931768548,0.6450432843611494,4229,20,24.968854435732034,3.969432855364688,0.40274418834213516,1.5827634807120112,0.3562214031520081,51.910692,12,17,0.7058823529411765,39,94,0.4148936170212766,125,302,0.4139072847682119,7984,19848,0.4022571543732366
173,6731.603271939161,75.25542744201454,0.7352797259827109,0.26227369107812754,0.0,0,7.158297379251115,0.8578410125193667,0.5756432938760253,6131,31,18.730581174550814,3.9817422885945937,0.41605767815979205,1.5770862077776073,0.3569964363429941,72.106624,5,7,0.7142857142857143,20,48,0.4166666666666667,73,162,0.4506172839506173,8385,20172,0.41567519333729924
174,6126.670234299843,53.05623209033135,0.8766741071428571,0.12109375,0.00027901785714285713,0,7.44088100496477,0.8598911187107787,0.8142783950778615,3584,16,24.235123714934815,3.9571896174915517,0.4214299940250946,1.5733621532602542,0.35710627400768247,49.619098,20,22,0.9090909090909091,74,146,0.5068493150684932,260,600,0.43333333333333335,8110,19316,0.41985918409608614
175,6257.13393721293,55.928018453699586,0.8555414012738853,0.1421656050955414,0.0007643312101910828,0,8.196022260182142,0.867192658253397,0.7361731877330007,3925,17,22.13281988807586,3.9493791951691968,0.4449948501643043,1.544579300455779,0.3437510058257427,53.282456,36,39,0.9230769230769231,115,200,0.575,283,623,0.45425361155698235,8639,19527,0.44241306908383266
176,9810.962458819977,84.7744186389983,0.8716514072566972,0.12563580874872837,0.00033909799932180403,0,9.041768569617584,0.8431737674861346,0.788780493488233,5898,26,22.63080246467522,3.9866627126081005,0.40038877535762346,1.6006475152885555,0.3685717882545477,81.44094,4,6,0.6666666666666666,19,50,0.38,52,108,0.48148148148148145,7958,19899,0.3999195939494447
177,6667.9167634693085,69.03318317066504,0.7693441414885778,0.2278924097273397,0.0007369196757553427,0,9.21944767907297,0.8749031224933008,0.6004190990058457,5428,26,23.204973732940484,3.9945743640634745,0.43485397055273955,1.5616943840671282,0.35064731513118713,65.911746,1,1,1.0,13,21,0.6190476190476191,18,39,0.46153846153846156,8976,20654,0.4345889416093735
178,7049.6879234832295,68.67279023404149,0.7988685134607881,0.19859539602028872,0.00019508388607101054,0,7.309817641720593,0.8752671493808915,0.6881086750610934,5126,25,22.4348384940892,3.9954271219521407,0.41639777060721617,1.5787608827697914,0.3593309528284157,64.585312,1,2,0.5,8,16,0.5,8,39,0.20512820512820512,8500,20397,0.41672795018875325
179,10269.768093563442,91.90553266035248,0.8514774494556765,0.14618973561430793,0.00046656298600311044,0,10.942569315268319,0.8600135165122912,0.7488120177137201,6430,28,25.610215600428422,3.996742388214366,0.41316574558614955,1.5842175066312998,0.35999123575810693,86.054474,2,3,0.6666666666666666,6,11,0.5454545454545454,14,31,0.45161290322580644,8426,20402,0.4129987256151358
180,7250.672729891695,61.39758987385088,0.8903318903318903,0.10702260702260702,0.0002405002405002405,0,5.212368168142964,0.846507238208079,0.8333355042215456,4158,18,23.597978628572,3.97096671962772,0.38379976550950706,1.6212752491957174,0.37614883129273335,58.920544,18,18,1.0,51,121,0.4214876033057851,230,576,0.3993055555555556,7230,18902,0.3824992064331817
181,8373.894906700209,78.45085451616534,0.8212900951709552,0.17641875220303138,0.0,0,7.8404862691087915,0.860332360706028,0.7255609087526947,5674,27,24.44205716281776,3.9991206125886842,0.3986650185414091,1.6021367301864502,0.3676723464123808,73.273904,0,0,nan,0,2,0.0,5,7,0.7142857142857143,8058,20216,0.39859517214087853
182,8622.42324965451,85.87654795221063,0.7876459741856177,0.21081745543945912,0.0,0,8.47454628258037,0.8486605095024475,0.6564140243204647,6508,32,19.136526968739396,3.9996465190035706,0.4066823667942302,1.591187270501836,0.362962962962963,80.844372,0,0,nan,0,0,nan,3,7,0.42857142857142855,8286,20375,0.40667484662576686
183,7496.983202931542,71.62334016749566,0.8123569794050344,0.18516399694889396,0.0005720823798627002,0,8.592724510455795,0.846669356463555,0.6904886244592381,5244,24,22.286488695972253,3.999183022628433,0.4025673814676372,1.5961459403905447,0.3643071535767884,67.79271,2,2,1.0,0,1,0.0,5,13,0.38461538461538464,8178,20316,0.40253987005316005
184,7212.244365938327,77.65793869344922,0.750487012987013,0.2470779220779221,0.0,0,9.171769404840466,0.8725491953215079,0.5919588741319752,6160,30,22.02370340481267,3.997644736001987,0.42334604063118275,1.567391304347826,0.3517377295335815,73.081004,0,0,nan,4,5,0.8,16,40,0.4,8753,20678,0.4233001257374988
185,8577.083169532138,87.15470272910338,0.7775274147513895,0.21931801111611837,0.0004506534474988734,0,9.61563026632616,0.8517121031660161,0.6404103193217165,6657,32,21.832960763077345,3.9994926769556143,0.42044297969272526,1.5723750758648594,0.3550171928727727,81.567256,0,0,nan,1,3,0.3333333333333333,2,5,0.4,8672,20625,0.42046060606060603
186,10156.861676546516,95.05053291630908,0.8224938163829477,0.17546922741161064,0.0,0,11.547133112719838,0.8574712315580612,0.7099509267795814,6873,32,21.651382125245856,3.9710185750377573,0.4031655965357623,1.595211122554068,0.36549393633148053,89.919196,1,1,1.0,1,1,1.0,254,611,0.4157119476268412,7844,19478,0.40271075059040967
187,6757.745406176259,60.66225655104805,0.8507075471698113,0.14669811320754716,0.0007075471698113207,0,8.081364439515763,0.84974747413943,0.7468307543377232,4240,19,20.95827828937947,3.9952782177794233,0.41187138515831784,1.5847846012832263,0.3609597193509992,56.86315,1,1,1.0,9,12,0.75,47,110,0.42727272727272725,8346,20279,0.4115587553626905
188,10443.197925144734,93.74948379680445,0.8481555181386805,0.14893617021276595,0.0006122761365375785,0,9.559689645455935,0.8476413670638335,0.7846146082607093,6533,30,22.347521200465472,3.9993026018892612,0.40051577068042055,1.6034977946456046,0.36963861448043017,87.592788,1,1,1.0,1,3,0.3333333333333333,1,3,0.3333333333333333,8073,20157,0.4005060276826909
189,8226.865449211185,64.88962798442712,0.9490111984751013,0.0490826781034072,0.0002382654276864427,0,8.95301418238834,0.8476460242637087,0.906204064209102,4197,16,22.381869910963886,3.8752581120182006,0.42142548128920615,1.5760659182657746,0.36089030206677264,63.112428,127,165,0.7696969696969697,369,786,0.46946564885496184,1003,2236,0.44856887298747766,6294,15305,0.41123815746488074
190,9541.483362945764,89.15240046491715,0.8250974279033515,0.1720966484801247,0.0001558846453624318,0,10.651286038121164,0.8663792226282238,0.7090977472317896,6415,29,22.366246360361387,3.999925554580861,0.44750668704623614,1.5460080186110974,0.34572955404856404,83.605856,0,0,nan,0,0,nan,1,3,0.3333333333333333,9368,20933,0.4475230497300912
191,9168.340642734585,84.8149282867439,0.8327537671799967,0.16525914886570625,0.0003311806590495115,0,11.559006047560525,0.8673733040088076,0.7070411789821452,6039,27,24.880365847484605,3.9997536741211897,0.44221902017291065,1.552934750223458,0.3492936617077135,80.61746,0,0,nan,1,2,0.5,0,0,nan,9206,20818,0.44221346911326737
192,7543.5838535582825,63.17633467358238,0.9007241298761971,0.09647278673207195,0.00116795141322121,0,7.928280254933932,0.8495604680397898,0.7970838867627204,4281,17,23.663611706570627,3.9609743456832565,0.4179718875502008,1.5810041407867494,0.3615998461686376,61.950506,17,22,0.7727272727272727,98,202,0.48514851485148514,392,893,0.43896976483762595,7819,18803,0.4158378982077328
193,9822.480792608063,93.4849452993253,0.8135840256522373,0.18437545547296313,0.0002915026963999417,0,12.19988180864732,0.8565489036495257,0.6733765995733159,6861,31,22.637290760017933,3.9995471238093754,0.42467746629158987,1.5717455994351137,0.3555666687503907,88.462154,0,0,nan,0,1,0.0,5,8,0.625,8751,20609,0.4246203115143869
194,6909.591674106113,63.49814954006354,0.8327510917030567,0.16506550218340613,0.0004366812227074236,0,8.23115154615127,0.8477686717246915,0.7325579098846434,4580,21,23.996663643510594,3.9990412151928596,0.4033816425120773,1.5949302396892728,0.36574537268634316,59.85552,1,1,1.0,0,0,nan,11,25,0.44,8171,20260,0.4033070088845015
195,8232.982352564875,64.69092256853193,0.9560999272374484,0.042929905408682995,0.00024254183846713557,0,7.402857953978024,0.863471473760219,0.9285381292527574,4123,16,21.297555608488814,3.8793104383213204,0.4379308502110832,1.5619902120717781,0.3561672114226733,62.739458,139,155,0.896774193548387,356,701,0.5078459343794579,839,1729,0.4852515905147484,6861,16128,0.42540922619047616
196,6937.102083619016,73.34163805421953,0.7615143056524774,0.23586880669923238,0.00052337752965806,0,8.240505328054983,0.8507918829279887,0.608976449455927,5732,28,20.20584381609826,3.999767027657163,0.41298739229908,1.5793799786899385,0.3579911244452778,69.653836,0,0,nan,0,0,nan,0,5,0.0,8484,20538,0.4130879345603272
197,8194.786475483128,72.05061905677496,0.864157778224995,0.13342724894344937,0.0008049909438518816,0,8.868037317523052,0.8451335666607062,0.7813684053461017,4969,22,21.57626627866057,3.998350945059819,0.411029664977616,1.5917295533346931,0.36430447835876906,67.690828,0,0,nan,4,7,0.5714285714285714,9,22,0.4090909090909091,8342,20298,0.4109764508818603
198,9014.252305419284,86.4177062525382,0.8067950524502896,0.19148269923281666,0.0003131360576170346,0,9.416534014279366,0.8404868284691018,0.7074621951941298,6387,31,24.505587015059255,3.999715541991809,0.387040192442618,1.623835060134326,0.3763400531333021,81.247134,0,0,nan,0,0,nan,2,4,0.5,7721,19950,0.38701754385964915
199,7871.748316809571,73.27891900546756,0.824650811627029,0.17232918082295207,0.00037750094375235937,0,6.334705660157556,0.8303958808072925,0.7323265723946182,5298,25,18.918062504469603,3.9998411780994094,0.37932411520990367,1.61698386429458,0.37389048631078886,69.149598,0,0,nan,0,0,nan,0,1,0.0,7599,20032,0.37934305111821087
200,7481.098735067337,62.96076014572736,0.898812351543943,0.09857482185273159,0.0007125890736342043,0,9.224933828343541,0.8390738834163086,0.8122760487957467,4210,17,24.20233702517223,3.85250578130254,0.42697875937863256,1.576659540645727,0.3580707526371129,60.574452,38,44,0.8636363636363636,211,487,0.433264887063655,1507,3308,0.45556227327690446,6325,15087,0.41923510306886724
201,7853.315790319998,64.49819250194777,0.9144798500468604,0.08341143392689784,0.00023430178069353328,0,7.685077016808002,0.8516168028563962,0.8647933423160162,4268,18,21.08751650824925,3.9707953207375266,0.4082074521651561,1.5956129032258064,0.36793863976321567,61.580492,22,25,0.88,75,142,0.528169014084507,239,542,0.44095940959409596,7771,19151,0.4057751553443684
202,8775.645421092571,81.45828195483018,0.8260795935647756,0.17171888230313292,0.00016934801016088062,0,7.867906182411035,0.8464538059258634,0.7310067233364664,5905,28,24.229665358530983,3.9997309032043877,0.39505559968228754,1.6068314698943482,0.37040162525394593,77.181272,1,1,1.0,0,0,nan,0,1,0.0,7957,20142,0.39504517922748483
203,8585.04327282371,85.91623827361443,0.7833206974981046,0.2134950720242608,0.0004548900682335102,0,9.784524033368928,0.8390037340739892,0.6397938084580006,6595,32,23.26502667921546,3.999730049976535,0.39793538140850665,1.6080767445458766,0.37026503312914116,82.075522,0,0,nan,0,0,nan,1,2,0.5,8017,20147,0.39792524941678664
204,8376.064039396277,81.3655835263196,0.8022980736735383,0.19584319026698208,0.0005069280162216965,0,8.901215490809635,0.8402235069850049,0.7089546355099197,5918,29,24.251276029648807,3.9991064401654324,0.3961460345767078,1.6054460287229113,0.36895904970303217,75.090844,0,0,nan,0,0,nan,9,14,0.6428571428571429,7988,20173,0.3959748178258068
205,5703.757683727972,59.79078034597493,0.761060008760403,0.23587385019710908,0.0004380201489268506,0,5.598602598462181,0.8507016024665162,0.67399367215131,4566,23,22.056242220425332,3.9995225710814366,0.40505090054815973,1.5888337849583312,0.3613802587985247,54.603446,0,0,nan,1,2,0.5,1,2,0.5,8274,20428,0.40503230859604467
206,7003.91849497081,73.3344074193209,0.7634795111430626,0.2336448598130841,0.00017972681524083394,0,8.572258667167867,0.8421077519682377,0.6550529225181904,5564,27,20.85924035257255,3.9987586035354314,0.4227724683849792,1.5684535873530605,0.3519549577729121,66.703832,2,3,0.6666666666666666,2,3,0.6666666666666666,7,8,0.875,8748,20704,0.4225270479134467
207,8571.665634868863,73.91343652443884,0.8796333200478278,0.11937026703866083,0.0,0,7.956688156351984,0.8515106094914705,0.8021645082659001,5018,22,20.362402196717916,3.9925556956917334,0.426023907505389,1.5796866284671163,0.35942256394162875,69.98887,1,2,0.5,16,36,0.4444444444444444,57,127,0.44881889763779526,8622,20247,0.4258408653133798
208,7461.059660269358,74.07056292740252,0.7883540652605012,0.2080403821885704,0.000721110510185686,0,8.304139983416931,0.8555709888009314,0.680210466628459,5547,27,24.07512445272516,3.998679197094291,0.4079633822226597,1.5970786401275523,0.36460581042624385,68.406356,1,1,1.0,3,6,0.5,3,9,0.3333333333333333,8282,20302,0.40794010442320955
209,6735.256994602391,55.91027374781039,0.9064533622559653,0.09137744034707158,0.0,0,5.930861265424027,0.8536364741921184,0.8781572104911658,3688,16,25.4344878185553,3.9561033684121196,0.4145811213913747,1.5885291974601852,0.3644075966451364,52.819392,33,39,0.8461538461538461,84,193,0.43523316062176165,307,741,0.4143049932523617,7776,18806,0.41348505796022544
210,9021.456934516451,85.91644333109912,0.8123708061695023,0.18524407695977102,0.0001590077913817777,0,8.822598065606599,0.864421174927633,0.7060868965216331,6289,30,21.11089418692545,3.9988521566035753,0.4245223394428509,1.5729980345713854,0.35677653386703356,80.813738,0,2,0.0,4,5,0.8,2,4,0.5,8726,20558,0.424457632065376
211,8359.906373959433,69.64915294085829,0.9034616211567404,0.09438830359062567,0.0008600301010535369,0,6.978361653983068,0.8547153647572086,0.8442762521718867,4651,20,22.23914712217835,3.9829708556196826,0.4065174951193873,1.5991965389369591,0.36949248832218157,66.626042,6,6,1.0,33,70,0.4714285714285714,130,321,0.40498442367601245,7952,19580,0.40612870275791624
212,6598.421573829939,69.08063498261644,0.7607602012297373,0.23719023663126515,0.0,0,5.674135791813535,0.8602691764034787,0.6678932573019943,5367,28,20.430628736980232,3.9994407136910324,0.3959238057639163,1.599630807096708,0.36657184833234346,64.118474,0,0,nan,2,4,0.5,1,2,0.5,8020,20258,0.39589298055089345
213,6551.587586868037,62.104541715076074,0.8167539267015707,0.1800591850671523,0.00022763487366264513,0,7.300081061149415,0.8446945109145897,0.7408643635120423,4393,21,21.28173170295221,3.9988247127894514,0.3947653785488959,1.5993528837758717,0.3656431742855356,56.7055,0,0,nan,2,5,0.4,5,18,0.2777777777777778,8002,20265,0.39486799901307673
214,5775.652261409364,55.19101222771244,0.8114834894036471,0.1865450961064564,0.0,0,4.8288752201578005,0.8482218081519469,0.6978692081739454,4058,19,20.32312834090767,3.9950738838580517,0.4089796318057188,1.5842748091603054,0.36019046425662554,52.15885,2,3,0.6666666666666666,4,8,0.5,36,91,0.3956043956043956,8311,20322,0.40896565298691073
215,6182.061930725685,55.45202804642693,0.8484613395396948,0.14972847168347556,0.0,0,5.9551449122768405,0.8653147862086283,0.7887551127119571,3867,18,22.309549619740167,3.9929656621623133,0.39522651714384954,1.6027199670307026,0.36798695393106906,51.313838,3,4,0.75,8,20,0.4,41,91,0.45054945054945056,7913,20038,0.39489969058788305
216,7880.286183412265,63.74591286268652,0.925680473372781,0.07195266272189349,0.0009467455621301775,0,6.721826115578397,0.8825493688966347,0.869090675697534,4225,17,22.471525961010325,3.927015259279716,0.4092680139228012,1.5960530538025457,0.3679942213612634,61.7113,38,45,0.8444444444444444,184,409,0.44987775061124696,570,1363,0.4181951577402788,7086,17432,0.4064938044974759
217,8154.415293692454,81.40185441431318,0.7855555555555556,0.21174603174603174,0.0004761904761904762,0,9.598924814525512,0.8595386777393875,0.6221688457271167,6300,30,24.12644371391763,3.999116293971113,0.419142717973697,1.5769328007281185,0.3581366265436924,77.974294,1,1,1.0,1,3,0.3333333333333333,2,8,0.25,8601,20518,0.4191929037917926
218,8458.373271411738,75.84171823955263,0.8472960586617782,0.14958753437213565,0.0009165902841429881,0,6.1839034844678995,0.8501353141190161,0.7452120776353246,5455,25,21.564527761596793,3.979509560143347,0.3917199054278384,1.6122142931016652,0.3743429956252164,73.181342,2,2,1.0,0,0,nan,172,427,0.4028103044496487,7613,19450,0.39141388174807196
219,8790.855138231622,87.29079263383457,0.7897550111358574,0.20831477357089828,0.0002969561989606533,0,10.976200571001824,0.8800876597840769,0.6101737886131352,6735,31,20.0061529167331,3.9984048672300405,0.45017182130584193,1.544881967863519,0.34486101122541507,84.274352,0,0,nan,0,0,nan,19,35,0.5428571428571428,9413,20917,0.4500167328010709
220,11031.80646233864,87.05209103764308,0.9504367980032091,0.04724549830629346,0.0010697093956141914,0,12.960155179295853,0.8651278963410177,0.8867116940720758,5609,20,22.75474455178944,3.9187435354158593,0.4505174476051797,1.5561012063627628,0.3532557513789856,84.904294,65,89,0.7303370786516854,258,560,0.4607142857142857,857,1936,0.44266528925619836,7483,16644,0.4495914443643355
221,7993.231472457869,75.45266129274837,0.8214022140221402,0.17693726937269372,0.0,0,11.663907762515375,0.85778294023261,0.6821210607056514,5420,24,21.430129552105534,4.0,0.42331051769015715,1.5683656957928802,0.3516875,71.189044,0,0,nan,0,0,nan,0,0,nan,8782,20746,0.42331051769015715
222,7187.90142873505,72.6129887729469,0.7802491103202847,0.21779359430604983,0.0,0,7.715759266582304,0.8527482223422755,0.6316780134229192,5620,27,23.617442120510965,3.9993001165921602,0.3997827267789245,1.599702990577632,0.366997999499875,69.2475,0,0,nan,0,0,nan,7,16,0.4375,8089,20235,0.3997529033852236
223,7606.855417557635,65.65895187470008,0.8774607387746074,0.12121212121212122,0.00022119000221190003,0,10.480615439388018,0.8480255279150024,0.7747490160056724,4521,19,21.617311489210294,3.9944388410984235,0.40009864364981507,1.5923147581139008,0.36459932934281863,62.621652,1,1,1.0,7,13,0.5384615384615384,72,152,0.47368421052631576,8032,20109,0.3994231438659307
224,10130.707118621014,92.55117200949951,0.8349675667521497,0.1627696485141047,0.0001508523155830442,0,11.361817218559072,0.8599482832067866,0.7274044935790698,6629,31,23.08776048497682,3.9998570616542954,0.40904166256278934,1.5950484941296579,0.3653978373648353,86.760624,0,0,nan,0,1,0.0,0,0,nan,8306,20305,0.409061807436592
225,6859.914111932253,59.58756153411504,0.8716590416566338,0.12665542980977607,0.0004815795810257645,0,7.311320982945205,0.8568827669647455,0.7729531293698184,4153,18,24.942117928441554,3.9904651855247684,0.4134620119158994,1.5848441637808108,0.36223464388895865,57.30987,4,4,1.0,15,25,0.6,109,241,0.45228215767634855,8269,20039,0.41264534158391136
