update,reward,throughput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate,retx_overflow_drop,mean_sinr_db,direction_corr,jain,n_arrivals,n_active,mean_speed_kmh,mu_depth,first_ack_rate,attempts_per_acked,pinned_fraction,goodput_mbps,acks_m1,units_m1,first_ack_m1,acks_m2,units_m2,first_ack_m2,acks_m3,units_m3,first_ack_m3,acks_m4,units_m4,first_ack_m4
16,5277.730035730906,54.16185594927622,0.7743286523774329,0.22320768662232077,0.0002463661000246366,0,9.907111835640146,0.8861451952641317,0.666774477862199,4059,20,23.8851560229554,3.8910033447158576,0.4242640681597878,1.5626402993051844,0.3502718111906656,49.261936,78,100,0.78,183,351,0.5213675213675214,304,690,0.4405797101449275,7751,18460,0.41988082340195015
17,5313.776761892222,64.36668109860047,0.6997971602434077,0.2968836437396275,0.0,0,7.403801207349581,0.8824800062178035,0.5939554699926519,5423,30,21.513498444357033,3.948362625141132,0.4442285270112709,1.5378722100209408,0.33875164637476307,60.509958,37,45,0.8222222222222222,72,142,0.5070422535211268,172,366,0.46994535519125685,8863,20031,0.4424641805201937
18,4403.732027188587,61.247133075587975,0.6556783536585366,0.3412728658536585,0.0,0,6.731436350697731,0.8736598337272675,0.6088067590140775,5248,31,24.176214545604736,3.950154218402169,0.4202877130751798,1.5626654211427682,0.3486924434461736,54.414858,30,35,0.8571428571428571,61,139,0.43884892086330934,155,330,0.4696969696969697,8285,19794,0.41856118015560273
19,5925.707828642468,63.60563238724939,0.7509135200974422,0.2462444173771823,0.0006090133982947625,0,6.620515103563605,0.8672894475626455,0.6578841157627711,4926,26,24.710069974145625,3.945683010535567,0.42365194856971994,1.5706014292420845,0.35406405923064543,59.079986,31,43,0.7209302325581395,72,150,0.48,174,349,0.498567335243553,8224,19524,0.42122515877893874
20,5311.81125989391,49.21307148655429,0.83015214384509,0.1673582295988935,0.0008298755186721991,0,6.072200873445178,0.8700586789533994,0.6871210771507182,3615,16,22.831589969140886,3.8388363201100963,0.4526859504132231,1.5338089832982,0.3389107051391497,47.579086,101,122,0.8278688524590164,277,550,0.5036363636363637,695,1456,0.47733516483516486,7691,17232,0.4463207985143918
21,4980.2305457547,49.917784505414524,0.7870321560358461,0.21112282551396944,0.0002635740643120717,0,6.968122641705476,0.8641025175057869,0.644352408552098,3794,18,21.822957068752142,3.8851899930345826,0.43877602973372026,1.5551809034467994,0.3465633109321978,47.216892,67,87,0.7701149425287356,184,377,0.4880636604774536,473,979,0.48314606741573035,7894,18198,0.43378393230025275
22,5929.320619071913,56.4219273797821,0.8167976424361493,0.18099214145383105,0.0,0,6.811977079792482,0.8530630559661554,0.7036202630504825,4072,19,22.537375303889288,3.898250965546596,0.4271824891829982,1.5656571033161228,0.35167156199465366,53.206036,77,87,0.8850574712643678,129,305,0.42295081967213116,336,797,0.4215809284818068,7850,18456,0.4253359341135674
23,4959.66129324406,51.80476628416767,0.7641775724916603,0.23274313574544522,0.00025660764690787786,0,5.1386598879716665,0.8543132862943025,0.6934761950283419,3897,20,21.61075438246763,3.9185700021760255,0.395561491831912,1.599471925854079,0.364624473675621,46.658498,43,54,0.7962962962962963,116,247,0.46963562753036436,226,549,0.4116575591985428,7315,18616,0.3929415556510529
24,5706.288475935864,54.93045608563012,0.8080456915818227,0.18971939408989322,0.0,0,8.2783638589979,0.861623206906239,0.6911345056278093,4027,19,19.098647767230172,3.914194986417068,0.4283416277082391,1.5570745044429255,0.3480270057682223,51.468126,61,67,0.9104477611940298,159,314,0.5063694267515924,266,614,0.43322475570032576,8035,18898,0.4251772674357075
25,6467.652991763818,71.45148865315286,0.7353517364203027,0.26108637577916294,0.0005342831700801424,0,7.545876449132778,0.8444417312268729,0.6625299468108133,5615,30,23.103456255172553,3.965010704382048,0.39326575672420716,1.6002841955686542,0.36518858307849134,65.159862,25,28,0.8928571428571429,51,113,0.45132743362831856,101,213,0.47417840375586856,7660,19574,0.3913354449780321
26,6045.7606372691425,68.5152794683951,0.7241775057383321,0.2723794950267789,0.00019127773527161438,0,7.725875247116429,0.8529603278004606,0.727423642311302,5228,29,22.082743627909494,3.964222603468826,0.39030996087872405,1.602249435013402,0.3657993511037598,59.344996,18,19,0.9473684210526315,46,100,0.46,119,271,0.43911439114391143,7599,19548,0.3887354205033763
