update,policy_loss,value_loss,entropy_sum,entropy_mean,approx_KL,clip_fraction,grad_norm,explained_variance
0,-0.00341280648107714,0.9963295377169971,26.54687260561984,1.9946822412472605,0.0012660818470537599,0.004697602370689655,0.17372024757787585,-0.0001107980731160918
1,-0.0007835609749142925,64.58188772096938,28.664229812554147,2.150237687121262,0.00017825991882749928,0.0,6.059370636940002,0.002277420130272878
2,-0.007166662561182712,33.49337080626842,34.331988450083564,2.67246528896744,0.0013266712665991407,0.004546066810344827,6.874965667724609,0.00013535692262733878
3,-0.0031286002439016606,38.1206618245269,35.52664793969196,2.7389730279688154,0.004304378298723444,0.04985519935344827,19.10699623823166,-0.005186730847980492
4,-0.004027092292480167,41.41139455783066,21.525631286314255,1.4891810066390714,0.009535839944748721,0.14308324353448276,50.89258003234863,0.011625709510269533
5,0.008337063706131504,12.939702870634541,24.833173771788253,1.894336304796964,0.015036583461112278,0.19237439385775862,60.68280726671219,-0.07303308533780983
6,0.00662966333384404,6.282883376249616,18.47141513633261,1.3243232340934403,0.0203613895332794,0.22674771012931033,53.529047429561615,-0.6116329452127802
7,0.009215323126707533,0.9393831465342483,27.810692500720474,2.307144849333844,0.01660267894074987,0.22077889278017243,11.307119652628899,-1.126955018750186
8,-0.0013933645561547206,1.7249743986590986,35.23688108155279,2.755631998621915,0.004034610946887526,0.0380859375,23.26818937063217,-1.6714008789406032
9,0.00036361462847941256,23.077956866427265,26.46077440075721,1.865424894269883,0.0019492104379580646,0.008014547413793104,177.32182466983795,-0.15909677138657452
10,0.0008106263772795089,2.609725538375433,27.531091288446675,2.1586804015929246,0.002805324807233209,0.023538523706896554,50.49871015548706,-2.431951135589039
11,-0.0016230633855406243,2.3431919835021384,32.26225955515763,2.5487292851221044,0.001656311801996018,0.008334455818965518,32.455383364111185,-2.9127953072380337
12,0.001736554757727049,1.9398667743434614,29.39748695060402,2.372633541731971,0.0014965453401914444,0.00647393588362069,40.71343196183443,-2.68468659359386
13,0.0005614669906361179,1.3349378552455202,22.068711264871848,1.6975613738157271,0.0036307598809422604,0.03510573814655173,14.805786401033401,-1.2246510050592145
14,-0.0030251524908792285,1.2475743085465107,34.404131538764545,2.6417262057767745,0.004712286643615666,0.045671134159482756,5.22436635941267,-1.3622939473388271
15,0.0006998521267556456,1.033223067690123,32.06920727042899,2.505858530596517,0.0004537216661666552,0.0018352640086206897,14.102438539266586,-1.811199500908237
16,-0.0011246560686019834,1.081398388518629,26.96272153265228,2.135663069029949,0.0014373679672456188,0.01134832974137931,18.890907168388367,-0.8549942742560368
17,1.2190979038583308e-05,2.731489221920285,35.37548023656187,2.8244408099833826,0.00042369990892595906,0.0,59.66030830144882,-1.3908251159944647
18,-0.0007894105343818434,2.9669318674019265,35.9376325243522,2.860569670230375,0.007852875764064234,0.09682280441810345,58.14753979444504,-1.7661579893054733
19,6.644473576255389e-05,1.0423805934537502,31.695258935596314,2.4888638440662083,0.0026112262075285203,0.023361732219827586,23.236643999814987,-0.970751777031472
20,0.00035535890463135383,0.6771510157052988,21.478973826839074,1.6763916697492622,0.004589647953880244,0.05254074622844827,16.686356659978628,-0.4252835630036593
21,0.004102708773848904,0.8327694756854509,24.311688217723837,1.9588205130100411,0.0061055609561474836,0.08236799568965517,18.869812309741974,-0.41893834559854204
22,0.0003801663102100572,0.7798647549846869,24.640434724515593,1.9134521604117192,0.004156511926276866,0.048314587823275856,22.084995537996292,-0.6060994219359719
