update,reward,throughput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate,retx_overflow_drop,mean_sinr_db,direction_corr,jain,n_arrivals
0,6010.64456060754,69.90066156462788,0.696437790397522,0.2631216658062296,0.03751505764928584,0,12.276870496611632,0.8662601528651241,0.6822906394714159,5811
1,5434.192055464928,66.19970650233535,0.6785206258890469,0.2652916073968706,0.05405405405405406,0,9.023036577619076,0.8594872145984287,0.6789557413810837,5624
2,6524.92130032973,72.60265616947417,0.715626066189014,0.2463323097918799,0.03462981917434323,0,11.615681644196336,0.8765520338522605,0.697734557004671,5862
3,5918.761715506254,69.70758816798875,0.6932418162618796,0.26099964801126363,0.04276663146779303,0,9.380344923492597,0.8916226420113262,0.6897961780893114,5682
4,8315.470209178287,81.19490690212446,0.7754936872774361,0.1809647134995144,0.03949498219488508,0,10.475305267991622,0.8707725126970324,0.7568800212810303,6178
5,6879.094197556492,74.58647269214006,0.7276264591439688,0.22686516663847064,0.043985789206564034,0,7.311658896404061,0.8606754541651725,0.7226614077897132,5911
6,6757.873399708787,73.44818374589364,0.7266459841433989,0.2263012754222682,0.04360565322302654,0,7.1923382075720586,0.8698926501335315,0.7268528118554247,5802
7,5594.304011786655,66.84190358396164,0.6875,0.25941051136363635,0.04918323863636364,0,5.886221950661802,0.8645792931537469,0.7015232947143429,5632
8,5619.699162708215,65.9172089882377,0.6951374977235476,0.2553268985612821,0.045164815152067016,0,5.82424232404736,0.8824298495103272,0.7091606378184638,5491
9,8657.379209772418,83.97821945545525,0.7784363985901954,0.1893623838513297,0.029798141621275233,0,10.63647885007136,0.88419469169207,0.767931500586732,6242
10,6217.031185442952,71.16189115775606,0.7092271024855294,0.23459312223357168,0.05328566564521621,0,8.993456629317272,0.884112286422027,0.6652439410327653,5874
11,5101.482729801556,64.36367467254546,0.672007200720072,0.2774077407740774,0.047524752475247525,0,8.920130053329057,0.8771143421187763,0.6584024147348899,5555
12,4790.577661188484,62.51726550365913,0.6633609808871258,0.2738910926794086,0.05860079336458709,0,7.967821973716019,0.8764863675030126,0.6279276757652069,5546
13,5317.2564376827395,66.14101864037528,0.680343678765562,0.25074522181308084,0.06645625109591444,0,7.954715270036866,0.9007065917450435,0.6351578229228176,5703
14,5718.048401946771,68.36513356606291,0.6872292496967597,0.25298908334777337,0.05562294229769537,0,7.12901672454616,0.8673957437603075,0.6745717018196203,5771
15,5395.899590340493,66.11437097479511,0.6807869549805033,0.25487415809996455,0.06150301311591634,0,6.280051541246015,0.8790465837964326,0.6808747731193803,5642
16,5866.6973025555635,69.36490483491184,0.6898580823814469,0.24385600553824852,0.06334371754932502,0,9.221767900192253,0.8920181528537969,0.6658615037632288,5778
17,4826.5205128885855,64.1593722731521,0.6629291012592721,0.2627220976367086,0.07107124374676557,0,6.881614881874859,0.8884661881251955,0.5891963345172576,5797
18,4718.7237081149115,63.15088885588923,0.6524412296564195,0.28083182640144666,0.06419529837251356,0,5.9863780501895905,0.8777970726932143,0.6312742485856647,5530
19,5579.989952807447,67.30995705074123,0.6862469222652128,0.235138937741822,0.07562434048540274,0,6.133989701406514,0.8786952983538833,0.6688005161461488,5686
20,3726.0280359690055,57.54354910889964,0.6247933884297521,0.2852157943067034,0.0866850321395776,0,5.001098765642159,0.8762677454310257,0.5613504171045473,5445
21,6179.2808418858085,70.59858691058031,0.7058226134055517,0.21530128639133378,0.07582938388625593,0,6.252062238400081,0.8750908873085849,0.6770166722309658,5908
22,6350.519938486256,72.20592447261224,0.7072512647554806,0.22934232715008432,0.05952782462057336,0,7.323737158227877,0.8618970873473427,0.6685409713383655,5930
23,6945.873875653902,75.12110552046647,0.7275587943027493,0.2035442199403776,0.06624710168930109,0,8.545510966803048,0.8627661004127003,0.6892757230260382,6038
24,8093.590125245162,82.65401927711912,0.7589340727048676,0.17529266789895256,0.06300061614294516,0,11.00435651236699,0.8686179938473816,0.6665830179603753,6492
25,6010.366595435957,70.66456057806765,0.6969026548672567,0.21885636487406399,0.08134785568413887,0,6.865854537068669,0.8539433734370597,0.653198482694479,5876
26,6947.553569380978,73.92325531121112,0.7301857848985853,0.21697630816430885,0.04976989943753196,0,7.2768266309152185,0.861445116746452,0.7312651913785303,5867
27,8770.334308495665,85.8856803562982,0.7785296831744078,0.17748385112273146,0.04244847739157182,0,12.866683698407682,0.8661147590308633,0.6958085552185059,6502
28,8737.283704742433,85.23209730179494,0.7789849449014434,0.1676237777432873,0.0505975477262145,0,9.960755926112803,0.8647370619519382,0.7195381824622985,6443
29,6650.792994604458,75.22352420944412,0.7144014255629354,0.22485015389599872,0.058642475295642316,0,8.719356601986075,0.8638718772003467,0.6160910585515772,6173
30,8926.67115940344,87.65770084757094,0.7786062081558125,0.17620206938527086,0.0426049908703591,0,12.688965877878193,0.8661020293240032,0.6927691107382669,6572
31,8184.179488207409,82.71332495724302,0.757283065898115,0.18476398192864932,0.05483720205639508,0,10.08255553662815,0.861463516831545,0.6875419595824225,6419
32,9446.584026754705,88.0226719080694,0.801911515338369,0.1507630645907199,0.0450131031293356,0,10.48835379292478,0.8549688236656292,0.7673931790540826,6487
