update,reward,throughput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate,retx_overflow_drop,mean_sinr_db,direction_corr,jain,n_arrivals,n_active,mean_speed_kmh,mu_depth,mean_delay,p95_delay,mean_qlen,buffer_overflow_rate,p_arrival_ep,first_ack_rate,attempts_per_acked,pinned_fraction,goodput_mbps,acks_m1,units_m1,first_ack_m1,acks_m2,units_m2,first_ack_m2,acks_m3,units_m3,first_ack_m3,acks_m4,units_m4,first_ack_m4
0,-3084.7908089307693,46.334811127364326,0.32345716917408657,0.6699416641080749,0.0,0,6.115018194333336,0.8621253235211748,0.6614174297321946,6514,16,21.337671035409926,3.754713378551951,4.300901756051258,10.0,33.767,0.0003069367710251688,0.4088099358394325,0.9838058153499035,1.014022787028922,0.014347716919545178,32.557646,620,644,0.9627329192546584,1317,1355,0.9719557195571956,1980,2010,0.9850746268656716,23117,23470,0.9849595227950575
1,-807.4911422457899,50.66119764664616,0.4298572315332092,0.5668839230291745,0.00031036623215394165,0,16.271908861333724,0.8550152358199057,0.5727068085833446,6444,17,20.60807032468824,3.6895051723623262,2.4985559566787003,7.0,27.338,0.0001551590380139643,0.3800778701407149,0.9818277786155934,1.0177729142296517,0.0181387428740653,44.083442,756,768,0.984375,1614,1637,0.9859499083689677,2470,2508,0.9848484848484849,21202,21611,0.9810744528249502
2,-508.39247144399985,69.83317182224637,0.43293413173652695,0.5598802395209581,0.000718562874251497,0,13.129700842739991,0.8767916841440188,0.6588563512900298,8350,29,25.728036098828678,3.84523367041762,3.90567081604426,9.0,38.719,0.0,0.2885665868181392,0.9825613839285714,1.0150825867861142,0.016499159606215483,56.846218,468,479,0.9770354906054279,830,844,0.9834123222748815,1248,1279,0.9757623143080532,25626,26070,0.9829689298043729
3,-3371.0719785351807,94.83764466306368,0.3966828971393792,0.5986001217285454,0.00015216068167985393,0,10.525975634018781,0.8736417470768086,0.5796431239496804,13144,30,20.31941518665817,3.8463986463815703,4.195435366321442,9.0,64.037,0.000304228780042592,0.43758567714858854,0.9756557577451015,1.0217924462196062,0.02189805957911998,81.4758,423,433,0.976905311778291,820,842,0.9738717339667459,1295,1326,0.9766214177978884,25396,26030,0.9756434882827507
4,3959.1163060309555,75.83020817095317,0.5910258142992296,0.4053250439248547,0.0008109203946479254,0,11.259971453456876,0.8607612082505699,0.7341907178074243,7399,19,22.68785209208797,3.7600203260374,2.983992682369083,8.0,26.71,0.0,0.38440060446674207,0.977230296152579,1.0209251101321586,0.02233277262803765,68.595222,610,624,0.9775641025641025,1255,1278,0.9820031298904538,2036,2070,0.9835748792270531,22794,23345,0.9763975155279503
5,2886.3912603106974,48.325812962176194,0.6198547215496368,0.3779440898084966,0.0,0,9.67164851040092,0.8371831571432478,0.7214120047943842,4543,21,22.821073570581166,3.558891418145381,2.0763494318181817,6.0,13.752,0.0,0.21591015252812057,0.9851026488714746,1.0149119581648078,0.014955976359908335,44.423714,1140,1177,0.9685641461342396,2223,2253,0.9866844207723036,3370,3407,0.9891400058702671,17403,17664,0.9852241847826086
6,1895.239177467354,97.10278930509806,0.4911731207289294,0.5041761579347,9.491268033409264e-05,0,13.840329943636254,0.833965985025609,0.7408788055300811,10536,23,23.219449322257518,3.844182151726522,3.99768115942029,9.0,46.899,0.0001897893338394382,0.46155592961953684,0.9556748302705008,1.0399255867200916,0.038878070445150494,82.13118,376,392,0.9591836734693877,811,858,0.9452214452214452,1191,1233,0.9659367396593674,24508,25650,0.9554775828460039
7,4355.147099138609,58.583569069904506,0.669452736318408,0.32796019900497514,0.0,0,11.124781117812457,0.8714722865753477,0.8003552732839077,5025,21,23.80130213665825,3.6701390757178056,2.7681331747919145,7.0,15.555,0.0,0.23910925913410105,0.9836597564234719,1.0155658392932267,0.015485810937793647,53.065066,826,853,0.9683470105509965,1720,1738,0.9896432681242808,2527,2577,0.9805975941016686,20692,21025,0.9841617122473246
8,-5687.541871029912,87.43378983291089,0.34284603421461896,0.6525660964230171,0.0,0,10.890562148535668,0.8491326796880702,0.6152486690599751,12860,30,22.577137043303335,3.9019820642327505,4.864821955091857,10.0,67.325,0.000388651379712398,0.429061224822866,0.9815781497322601,1.015913775044768,0.015745160434897904,68.275108,281,289,0.972318339100346,630,641,0.982839313572543,772,788,0.9796954314720813,27463,27975,0.981697944593387
9,848.2384564073257,63.29885745589055,0.48002832861189804,0.5155807365439093,0.0,0,13.493801966853908,0.8666155068303897,0.7307481949731769,7060,17,20.00252133254775,3.7756650455929077,3.496016524048392,9.0,30.504,0.0,0.41564520111171976,0.9838454342663884,1.0144974575354322,0.014327257252287397,52.524318,562,587,0.9574105621805792,1250,1273,0.9819324430479183,1897,1917,0.989567031820553,23636,24017,0.9841362368322438
