update,reward,throughput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate,retx_overflow_drop,mean_sinr_db,direction_corr,jain,n_arrivals,n_active,mean_speed_kmh,mu_depth,mean_delay,p95_delay,mean_qlen,buffer_overflow_rate,p_arrival_ep
636,4239.3532365532965,47.457892046703385,0.7222784810126582,0.27367088607594936,0.0012658227848101266,0,14.248067616218485,0.8381314400828209,0.8038324401584362,3950,17,17.77607710449445,2.4141384644132646,2.7763757448300037,6.400000000000091,11.575,0.0,0.23626802696155563
637,7906.768173164988,71.23467652337057,0.8268060836501901,0.16692015209125474,0.0038022813688212928,0,17.10977976742941,0.8368383209080814,0.8993083055075256,5260,31,17.903737568773217,2.9384079159210716,2.810531156587721,6.0,12.5,0.0,0.16774838052755234
638,7201.480610638353,83.54325654959848,0.6942613948380011,0.2984623833058759,0.003844041735310269,0,12.982873060653388,0.8447693199415173,0.8324930259591932,7284,27,16.20708302997392,3.412403627135276,3.4043899545184892,8.0,24.095,0.0,0.2656949865843707
639,7437.106430798433,88.03231143952159,0.6869026091449237,0.30483079307672434,0.004391630069749419,0,14.122087242322818,0.8559312235221692,0.8319659986397856,7742,29,17.781797616682777,3.5391812549943498,3.469725460699511,8.0,25.973,0.0,0.26650059765627954
640,5875.887142413578,74.7768146826644,0.6684854741188615,0.3238460404070196,0.0032443592390502874,0,14.16322445503778,0.8502169843088067,0.7724504449816666,6781,20,18.21088786069234,2.7905145528317608,3.0811824398852856,7.0,22.285,0.0,0.34331228550548865
641,3414.4464277941584,75.4990418703957,0.5652764067127345,0.4288005923000987,0.0022211253701875616,0,14.74779419456137,0.8710177465259007,0.6623453563964423,8104,24,18.168561107825738,2.8851194787201457,3.184239249072255,8.0,30.854,0.0,0.3389844288171303
642,3748.5002566880075,41.26452420951982,0.7290940766550522,0.26742160278745647,0.0005807200929152149,0,9.796505218231234,0.8502121580565152,0.8180444556541562,3444,19,15.536799549815237,2.1887644963652986,2.5949820788530467,7.0,9.49,0.0,0.18329248731000936
643,7644.589286260429,82.39433908100688,0.7287180228356699,0.26651250180661945,0.0010117068940598353,0,14.441851495383208,0.851735617331162,0.8249669341294872,6919,23,17.07884118477002,2.9018101079023926,2.8627528758429195,7.0,20.036,0.0,0.3020135460228952
644,6418.628613754537,86.47095226596903,0.6452215032354405,0.34930313588850176,0.0012444001991040318,0,13.410043281912563,0.8628502039188901,0.7942461636232273,8036,22,17.1903176337655,3.2664648673673584,3.284860173577628,9.0,27.667,0.0,0.36691767724229873
645,5957.70958327998,82.03440119248859,0.651050502414198,0.34464309017356126,0.000782983165861934,0,15.590567456006879,0.8608269733150965,0.7347919405591562,7663,21,17.79987281006087,2.820574312207758,2.7682902385247545,7.0,24.629,0.00013048016701461377,0.3675457269080596
