world,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth,jain
K48,SUS-RPS,30000,3554.2723,90.2002,89.2857,0.5637,0.4328,2.0379,0.6043
K48,SUS+CQI-Feasible,30000,4617.7523,96.2459,93.8595,0.5903,0.4069,3.577,0.6282
K48,SUS+CQI@m=3,30000,4122.4699,96.5816,91.2359,0.5714,0.4258,2.9992,0.6266
K48,SUS-RPS,30001,-12132.1999,112.4046,111.7185,0.3342,0.6597,2.0092,0.5134
K48,SUS+CQI-Feasible,30001,-1616.1931,162.3476,155.4176,0.4573,0.5386,3.9828,0.5182
K48,SUS+CQI@m=3,30001,-3593.7934,155.0902,148.1582,0.4342,0.5616,3.0,0.4873
K48,SUS-RPS,30002,-9526.3436,109.2525,108.4406,0.355,0.6393,2.186,0.54
K48,SUS+CQI-Feasible,30002,-239.4762,154.6292,148.2997,0.473,0.5233,3.967,0.5303
K48,SUS+CQI@m=3,30002,-1837.5123,148.2975,142.4873,0.4532,0.5429,3.0,0.5011
K48,SUS-RPS,30003,4236.9137,81.276,80.6748,0.5982,0.3984,2.3508,0.668
K48,SUS+CQI-Feasible,30003,5001.3214,87.6636,84.4445,0.6167,0.3803,3.7423,0.6783
K48,SUS+CQI@m=3,30003,4791.8449,88.2996,83.2196,0.6053,0.3917,2.9999,0.6756
K48,SUS-RPS,30004,-10259.6039,101.838,100.8999,0.3416,0.6523,2.118,0.522
K48,SUS+CQI-Feasible,30004,-1918.6693,142.4198,136.9336,0.4518,0.5443,3.9861,0.515
K48,SUS+CQI@m=3,30004,-3372.8191,136.9595,131.1424,0.4324,0.5634,3.0,0.4921
K48,SUS-RPS,30005,755.8492,102.4702,102.0944,0.4883,0.5064,2.373,0.5825
K48,SUS+CQI-Feasible,30005,4424.2315,121.3421,117.9564,0.5578,0.4388,3.789,0.6024
K48,SUS+CQI@m=3,30005,3901.3622,120.1466,115.5,0.5456,0.4509,2.9992,0.5915
K48,SUS-RPS,30006,-7167.1024,102.8626,102.344,0.3747,0.6188,2.3482,0.5347
K48,SUS+CQI-Feasible,30006,-40.9632,137.4718,132.8352,0.4762,0.519,3.9311,0.5299
K48,SUS+CQI@m=3,30006,-1284.0248,132.9325,128.1144,0.4583,0.537,3.0,0.5078
K48,SUS-RPS,30007,-1121.327,91.1939,90.6135,0.4532,0.5408,2.4883,0.5812
K48,SUS+CQI-Feasible,30007,2902.6013,111.7691,108.4072,0.531,0.465,3.8594,0.5846
K48,SUS+CQI@m=3,30007,1947.4815,109.033,104.3025,0.5105,0.4857,2.9863,0.5682
K48,SUS-RPS,30008,-12837.1075,100.9118,99.996,0.32,0.673,1.9876,0.5056
K48,SUS+CQI-Feasible,30008,-3753.4709,145.5384,139.3428,0.4307,0.5644,3.9731,0.496
K48,SUS+CQI@m=3,30008,-5607.9932,138.8467,132.201,0.4077,0.5873,3.0,0.4637
K48,SUS-RPS,30009,3383.4517,89.9414,89.5201,0.5568,0.4388,2.4347,0.6289
K48,SUS+CQI-Feasible,30009,4996.9356,100.1481,96.8334,0.5941,0.4026,3.8338,0.6407
K48,SUS+CQI@m=3,30009,4689.6023,100.1527,95.337,0.5832,0.4138,2.9999,0.6349
K48,SUS-RPS,30010,-1793.1276,99.7566,99.3866,0.4442,0.5514,2.2028,0.5827
K48,SUS+CQI-Feasible,30010,3531.3062,127.5114,122.9617,0.5357,0.462,3.919,0.585
K48,SUS+CQI@m=3,30010,2869.9894,125.2766,120.3522,0.5232,0.4743,3.0,0.5707
K48,SUS-RPS,30011,-13243.3144,109.3348,108.1664,0.3208,0.6728,1.9368,0.5025
K48,SUS+CQI-Feasible,30011,-2719.3896,157.5386,152.6422,0.4457,0.5499,3.9413,0.4954
K48,SUS+CQI@m=3,30011,-4478.4422,150.7766,145.9128,0.4256,0.5699,3.0,0.4688
K48,SUS-RPS,30012,3483.5292,86.9156,86.5001,0.5611,0.4332,2.5307,0.6644
K48,SUS+CQI-Feasible,30012,4957.2658,98.755,93.7948,0.5933,0.403,3.8477,0.6706
K48,SUS+CQI@m=3,30012,4799.6841,98.9736,92.8561,0.5861,0.4101,3.0,0.6653
K48,SUS-RPS,30013,2216.0607,93.3977,92.9935,0.5223,0.4734,2.4252,0.6433
K48,SUS+CQI-Feasible,30013,4781.7133,109.6987,104.9661,0.5757,0.4215,3.9091,0.648
K48,SUS+CQI@m=3,30013,4432.7713,109.1051,103.3503,0.5658,0.4315,3.0,0.6374
K48,SUS-RPS,30014,-13826.7777,122.2012,121.0707,0.3277,0.6667,2.331,0.5031
K48,SUS+CQI-Feasible,30014,-2315.2723,174.4228,169.2463,0.4533,0.5431,3.9038,0.4962
K48,SUS+CQI@m=3,30014,-4827.576,164.5463,159.5185,0.427,0.5693,3.0,0.4661
K48,SUS-RPS,30015,-3461.5937,105.6047,105.0667,0.4204,0.574,2.2589,0.549
K48,SUS+CQI-Feasible,30015,2091.5445,132.9807,129.4256,0.509,0.4872,3.8503,0.553
K48,SUS+CQI@m=3,30015,1444.6523,130.9368,126.7972,0.4977,0.4984,3.0,0.5401
K48,SUS-RPS,30016,-10657.1587,123.2143,122.2095,0.3525,0.6407,2.3795,0.515
K48,SUS+CQI-Feasible,30016,-1553.8132,165.5758,160.5171,0.4595,0.5359,3.854,0.5065
K48,SUS+CQI@m=3,30016,-3495.3104,158.5948,152.7327,0.4367,0.5585,3.0,0.4833
K48,SUS-RPS,30017,-8479.9046,100.5726,99.8447,0.3576,0.637,2.1194,0.5291
K48,SUS+CQI-Feasible,30017,-837.4047,137.8471,132.9333,0.4644,0.5319,3.9331,0.5237
K48,SUS+CQI@m=3,30017,-2033.9808,133.5638,128.1907,0.4471,0.5493,3.0,0.5028
K48,SUS-RPS,30018,3327.5735,111.3994,110.9579,0.5391,0.456,3.015,0.5988
K48,SUS+CQI-Feasible,30018,4608.3073,119.9377,117.0019,0.5624,0.4335,3.7398,0.601
K48,SUS+CQI@m=3,30018,3955.9418,118.9842,113.9204,0.5464,0.4495,2.9981,0.5922
K48,SUS-RPS,30019,2085.4189,100.2031,99.8173,0.5157,0.479,2.4136,0.6157
K48,SUS+CQI-Feasible,30019,5000.4606,116.4436,112.5222,0.5741,0.4225,3.8486,0.6297
K48,SUS+CQI@m=3,30019,4694.5064,116.0204,110.9491,0.5655,0.431,3.0,0.6232
K48,SUS-RPS,30020,936.258,101.4055,100.858,0.4935,0.5022,2.0522,0.562
K48,SUS+CQI-Feasible,30020,3471.4046,114.9051,111.9877,0.5426,0.4541,3.6797,0.5822
K48,SUS+CQI@m=3,30020,3057.6368,114.582,109.9022,0.5313,0.4655,3.0,0.5768
