world,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth,jain
K8,PPO,30000,3540.3241,26.6778,26.5743,0.9928,0.0072,1.7677,0.9977
K8,PPO,30001,5661.3025,49.8987,49.2483,0.8597,0.1384,2.6777,0.8837
K8,PPO,30002,4087.0472,42.4264,40.9563,0.7692,0.2293,2.1833,0.8428
K8,PPO,30003,2474.6233,21.0974,20.1028,0.8852,0.1134,1.5368,0.9664
K8,PPO,30004,4561.9823,42.1623,41.5156,0.8286,0.171,2.4886,0.8708
K8,PPO,30005,3649.2562,31.515,30.3903,0.8779,0.1208,1.9299,0.9627
K8,PPO,30006,2111.6539,31.6302,29.9097,0.6466,0.3486,1.8323,0.723
K8,PPO,30007,2780.3522,27.3442,26.3852,0.7932,0.2049,1.8695,0.8571
K8,PPO,30008,4436.0098,43.429,42.2923,0.7933,0.205,2.3275,0.8617
K8,PPO,30009,2272.567,22.083,20.5966,0.798,0.1972,1.6033,0.9335
K8,PPO,30010,4239.6785,35.3897,34.3981,0.8997,0.0987,2.0884,0.9861
K8,PPO,30011,5615.0622,49.3081,48.5451,0.8625,0.1358,2.7361,0.8933
K8,PPO,30012,1549.0356,19.269,17.9015,0.6972,0.2942,1.4032,0.8003
K8,PPO,30013,4003.9744,29.9924,29.9924,1.0,0.0,1.9644,0.9981
K8,PPO,30014,2682.211,40.5328,38.8989,0.6436,0.353,2.0468,0.701
K8,PPO,30015,1977.9106,29.1687,27.7643,0.6511,0.3443,1.9165,0.7158
K8,PPO,30016,2718.0835,39.526,38.0399,0.6533,0.3443,1.9594,0.7232
K8,PPO,30017,3048.4283,35.5651,35.0023,0.7197,0.2787,2.1953,0.7475
K8,PPO,30018,2464.3254,26.6283,25.1908,0.7513,0.243,1.6823,0.8292
K8,PPO,30019,3104.4232,28.3315,27.4502,0.8394,0.1577,1.7179,0.8946
K8,PPO,30020,3620.5777,31.1701,30.2545,0.885,0.1094,1.9144,0.9339
K8,PPO,30021,953.0284,14.8939,14.7044,0.6415,0.355,1.3987,0.6388
K8,PPO,30022,4692.8935,37.0482,36.4587,0.9442,0.0529,2.1898,0.9904
