seed,sched,n_arrivals,n_buffer_overflow,n_offered,buffer_overflow_rate,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate
20000,PPO,3898,0,3898,0.0,4664.989972653096,48.90102722114889,47.557238,0.7650076962544895,0.23242688558234992,0.0007696254489481786
20000,SUS+CQI,3898,0,3898,0.0,4222.353994367555,48.08423837814636,45.618906,0.7311441765007696,0.2650076962544895,0.0012827090815802976
20001,PPO,3650,0,3650,0.0,1990.2248669971389,35.70659590102166,34.182876,0.6093150684931506,0.3868493150684931,0.0
20001,SUS+CQI,3650,0,3650,0.0,1070.7260233029554,35.2394157076099,30.37421,0.5276712328767124,0.46794520547945206,0.0
20002,PPO,6993,0,6993,0.0,-184.07938067187055,53.69124668665012,52.093166,0.47132847132847133,0.5245245245245245,0.000429000429000429
20002,SUS+CQI,6993,0,6993,0.0,-1034.5947899916198,52.45868627115474,48.426358,0.4342914342914343,0.5617045617045617,0.000143000143000143
20003,PPO,6408,0,6408,0.0,5888.8776973812965,72.12101342861506,70.287224,0.6999063670411985,0.29634831460674155,0.00015605493133583021
20003,SUS+CQI,6408,0,6408,0.0,5340.71851129112,74.03679972148338,67.411082,0.6630774032459426,0.3333333333333333,0.0
20004,PPO,2956,0,2956,0.0,2608.908928721255,33.149529758446775,31.800602,0.6884303112313938,0.30649526387009474,0.0020297699594046007
20004,SUS+CQI,2956,0,2956,0.0,1800.7306441465178,32.23853921930086,28.365528,0.6038565629228687,0.39073071718538566,0.0027063599458728013
20005,PPO,11356,5,11361,0.00044010210368805564,3340.0680076124954,101.80556428788256,98.917354,0.5464071856287425,0.4508629799225079,0.0
20005,SUS+CQI,11356,4,11360,0.00035211267605633805,2740.7249860785546,103.24883673497297,95.604698,0.5252729834448749,0.47182106375484323,0.0
20006,PPO,11532,0,11532,0.0,2920.295051848861,100.63425946838989,98.016426,0.5378078390565383,0.4595907041276448,0.0
20006,SUS+CQI,11532,0,11532,0.0,2747.5299962214403,103.10437565344442,96.88833,0.5282691640652099,0.4691293791189733,0.0
20007,PPO,11783,4,11787,0.00033935691863917875,2916.6722782134734,102.2548753705697,100.029448,0.5366205550369176,0.4593906475430705,0.0
20007,SUS+CQI,11783,4,11787,0.00033935691863917875,2495.401803248134,103.40664767341154,97.847198,0.5228719341424085,0.4733090044980056,0.0
20008,PPO,11115,1,11116,8.99604174163368e-05,4745.917935840416,104.0057236516335,101.731384,0.5806567701304544,0.4156545209176788,0.0
20008,SUS+CQI,11115,1,11116,8.99604174163368e-05,4392.294954942569,106.72307072464247,99.591504,0.5642825011246064,0.4319388214125056,0.0
20009,PPO,5509,0,5509,0.0,5299.862658833474,63.412773434928646,62.22175,0.7104737701942276,0.2869849337447813,0.0003630422944273008
20009,SUS+CQI,5509,0,5509,0.0,4572.063463655416,62.41642086629455,59.009664,0.6699945543655836,0.32764567072063894,0.0001815211472136504
20010,PPO,7535,1,7536,0.0001326963906581741,203.9013208086953,59.8162120377046,57.974724,0.48307896483078966,0.5130723291307233,0.00013271400132714
20010,SUS+CQI,7535,1,7536,0.0001326963906581741,-496.0564953190261,59.20091032479922,54.937954,0.4541473125414731,0.5424021234240213,0.0
20011,PPO,4577,0,4577,0.0,6285.836345099559,60.01831359783767,58.684756,0.8103561284684291,0.18833296919379505,0.0
20011,SUS+CQI,4577,0,4577,0.0,5741.239724720534,59.724917610332625,56.309572,0.7719029932270046,0.22700458815818222,0.0
20012,PPO,5534,0,5534,0.0,4110.933144123587,59.32174593042847,57.978418,0.6559450668594146,0.3417058185760752,0.00018070112034694616
20012,SUS+CQI,5534,0,5534,0.0,3517.7404475998464,58.856907688987846,55.423064,0.6216118539934947,0.37567762920130104,0.0003614022406938923
20013,PPO,11374,6,11380,0.0005272407732864675,3666.3116497885294,102.28828258364594,100.559622,0.5558290838755056,0.44109372252505713,0.0
20013,SUS+CQI,11374,6,11380,0.0005272407732864675,3322.1672149772176,102.91886876955034,98.846038,0.5450149463689116,0.45208369966590467,0.0
20014,PPO,7594,0,7594,0.0,3954.1593995744056,73.81094785920669,72.057186,0.6041611798788518,0.3924150645246247,0.0
20014,SUS+CQI,7594,0,7594,0.0,3174.056193417313,73.58930440404967,68.19311,0.5695285751909402,0.42704766921253623,0.0
20015,PPO,6409,0,6409,0.0,6015.8982756518335,73.32146880781157,71.289458,0.7022936495553128,0.29552192229677016,0.0
20015,SUS+CQI,6409,0,6409,0.0,4961.8769353323805,72.58174351374659,66.271874,0.6493992822593229,0.34810422842877203,0.0
20016,PPO,10481,1,10482,9.540164090822362e-05,4820.229018521316,99.57369622860308,96.601994,0.5867760709855929,0.4095983207709188,0.0
20016,SUS+CQI,10481,1,10482,9.540164090822362e-05,4253.61583889764,100.5249192763775,93.75732,0.5668352256464078,0.4296345768533537,0.0
20017,PPO,8071,0,8071,0.0,5946.004093112666,86.15098851011763,84.576944,0.6544418287696692,0.34246066162805106,0.0
20017,SUS+CQI,8071,0,8071,0.0,5069.110406156078,84.35538212999988,80.391612,0.6217321273695948,0.3746747614917606,0.0
20018,PPO,5475,0,5475,0.0,3700.166864524965,56.94638869723958,55.81617,0.6414611872146119,0.35598173515981735,0.000547945205479452
20018,SUS+CQI,5475,0,5475,0.0,3037.295768555165,55.75294265951066,52.770632,0.6058447488584475,0.39159817351598175,0.000547945205479452
20019,PPO,13038,5,13043,0.00038334738940427816,2620.634434252502,110.78318696978567,108.66859,0.5263077159073477,0.46993403896303115,0.0
20019,SUS+CQI,13038,5,13043,0.00038334738940427816,1809.4416509572916,110.49843979146468,104.616446,0.506366007056297,0.4899524466942783,7.669888019634913e-05
20020,PPO,5054,0,5054,0.0,4561.927554467183,57.04599487674489,55.643274,0.6964780371982588,0.3021369212504947,0.00019786307874950534
20020,SUS+CQI,5054,0,5054,0.0,4098.533804767922,57.00653064339344,53.648082,0.6654135338345865,0.33240997229916897,0.0003957261574990107
20021,PPO,5325,0,5325,0.0,2929.555198379676,52.417252942481184,51.12663,0.6135211267605634,0.3844131455399061,0.0005633802816901409
20021,SUS+CQI,5325,0,5325,0.0,2255.403369624697,51.78451146908608,48.312032,0.5740845070422536,0.424037558685446,0.0003755868544600939
20022,PPO,7111,0,7111,0.0,3093.3837573300166,67.5039247438213,66.116026,0.5836028687948249,0.4140064688510758,0.0
20022,SUS+CQI,7111,0,7111,0.0,2687.1114567437726,67.08577214782527,64.256974,0.5653213331458304,0.43214737730277036,0.0
20023,PPO,10066,1,10067,9.933445912387007e-05,6392.685404061652,102.85536099612301,101.51093,0.6331213987681303,0.364494337373336,9.934432743890324e-05
20023,SUS+CQI,10066,2,10068,0.0001986491855383393,5680.759895419718,101.79538579614764,98.351084,0.6116630240413272,0.3859527121001391,0.0
20024,PPO,7004,0,7004,0.0,5214.2130806066925,74.73388121317329,73.172438,0.6567675613934895,0.33994860079954314,0.0
20024,SUS+CQI,7004,0,7004,0.0,4300.986091078575,73.74025932123654,68.853584,0.6159337521416334,0.3807824100513992,0.0
20025,PPO,11269,6,11275,0.0005321507760532151,5792.971249387477,109.84639679253522,108.048142,0.6017392847635105,0.39506611056881713,8.873901854645488e-05
20025,SUS+CQI,11269,5,11274,0.0004434983147064041,4649.9779406668595,108.13511160225195,102.694368,0.5709468453278906,0.4255035939302511,0.00017747803709290975
20026,PPO,7472,0,7472,0.0,6052.598950877272,81.17537404607226,79.373032,0.6749197002141327,0.3234743040685225,0.0
20026,SUS+CQI,7472,0,7472,0.0,5052.682767768068,80.74463874075946,74.754396,0.630754817987152,0.36737152034261245,0.0
20027,PPO,6911,0,6911,0.0,6999.453077864035,80.46265726000257,77.721462,0.7194327883084937,0.2782520619302561,0.0
20027,SUS+CQI,6911,0,6911,0.0,6449.353865815557,82.55808855902328,74.990524,0.6855737230502098,0.3119664303284619,0.0
20028,PPO,10820,3,10823,0.0002771874711263051,5384.8672279195125,104.30260592053348,102.071668,0.5982439926062847,0.3985212569316081,0.0
20028,SUS+CQI,10820,3,10823,0.0002771874711263051,4743.046326095277,105.36877640274857,98.681638,0.5757855822550831,0.4210720887245841,0.0
20029,PPO,5241,0,5241,0.0,4786.1382410331325,58.9130877363093,56.937304,0.6973859950391147,0.2995611524518222,0.0
20029,SUS+CQI,5241,0,5241,0.0,3676.5412908050125,58.419675050871525,52.082614,0.6277427971761115,0.3684411371875596,0.0
20030,PPO,11790,4,11794,0.0003391555027980329,2957.973125945908,102.19665128677185,99.50875,0.5372349448685326,0.4585241730279898,0.0
20030,SUS+CQI,11790,4,11794,0.0003391555027980329,2228.82121979528,102.61008921745643,96.021342,0.5158608990670059,0.47989821882951655,0.0
20031,PPO,11304,1,11305,8.845643520566122e-05,5532.3878675195865,109.3148210233925,107.103624,0.5953644727530077,0.4012738853503185,0.0
20031,SUS+CQI,11304,1,11305,8.845643520566122e-05,4594.458695380429,108.80997997701914,102.530618,0.5684713375796179,0.4282554847841472,0.0
20032,PPO,3901,0,3901,0.0,3934.293603309725,45.8181671400803,44.592752,0.7203281209946167,0.2768520892078954,0.0007690335811330429
