world,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth,jain
V60max,SUS+CQI-Feasible,30038,1814.5998,107.1014,103.8893,0.5105,0.4856,3.8734,0.5912
V60max,SUS+CQI@m=3,30038,1221.2919,106.2176,100.5689,0.4948,0.501,3.0,0.5763
V60max,SUS-RPS,30039,3390.4894,39.9641,37.8611,0.7172,0.2807,1.7044,0.8003
V60max,SUS+CQI-Feasible,30039,2662.2695,35.8871,35.6009,0.6771,0.3208,2.3924,0.7253
V60max,SUS+CQI@m=3,30039,2764.1669,38.4523,35.1927,0.6642,0.3334,2.9546,0.7794
V60max,SUS-RPS,30040,4455.1942,89.2571,88.701,0.5961,0.4009,2.7948,0.6609
V60max,SUS+CQI-Feasible,30040,4876.6188,91.8306,90.699,0.6046,0.3925,3.6455,0.6697
V60max,SUS+CQI@m=3,30040,4206.4411,91.2967,87.0176,0.5797,0.4172,2.9462,0.6627
V60max,SUS-RPS,30041,4727.7558,84.3654,83.2308,0.6142,0.3833,2.5132,0.6441
V60max,SUS+CQI-Feasible,30041,4651.8692,83.9066,83.1451,0.6129,0.3844,3.3728,0.6386
V60max,SUS+CQI@m=3,30041,4093.1682,84.1236,79.9777,0.5879,0.4093,2.9912,0.6427
V60max,SUS-RPS,30042,5871.5775,77.9284,76.6123,0.6791,0.3187,2.5383,0.7471
V60max,SUS+CQI-Feasible,30042,5638.8973,76.8854,76.1683,0.6729,0.3249,3.3637,0.7417
V60max,SUS+CQI@m=3,30042,4988.3311,77.503,72.1893,0.6362,0.361,2.9921,0.7485
V60max,SUS-RPS,30043,4693.8406,113.5554,113.2141,0.5698,0.427,3.0454,0.6261
V60max,SUS+CQI-Feasible,30043,5309.7204,117.7023,116.301,0.5815,0.4159,3.6971,0.6223
V60max,SUS+CQI@m=3,30043,4338.2354,115.6235,111.6702,0.5577,0.4396,3.0,0.6108
V60max,SUS-RPS,30044,7389.702,110.6351,109.7626,0.6488,0.3486,2.7944,0.6852
V60max,SUS+CQI-Feasible,30044,7397.9625,111.1589,110.0909,0.6479,0.3498,3.5494,0.6908
V60max,SUS+CQI@m=3,30044,6664.9217,110.2992,106.2539,0.6249,0.3726,2.9834,0.6863
V60max,SUS-RPS,30045,4967.7899,49.8655,48.6228,0.7849,0.2131,1.996,0.8264
V60max,SUS+CQI-Feasible,30045,4636.228,47.8531,47.6759,0.7706,0.2271,2.7678,0.7912
V60max,SUS+CQI@m=3,30045,4687.7623,49.4254,47.3491,0.7624,0.2353,2.9099,0.8229
