update,reward,throughput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate,retx_overflow_drop,mean_sinr_db,direction_corr,jain,n_arrivals
0,6753.775569608098,56.91226975868246,0.884625356494685,0.08166969147005444,0.03189007000259269,0,14.538511521286734,0.8821258348351976,0.8287467452798958,3857
1,4002.5428145741566,41.267337852138745,0.7580545229244114,0.17410161090458487,0.06505576208178439,0,4.1855029889603905,0.8782698691486452,0.6777351395693434,3228
2,6562.368842666987,55.187741893555234,0.8842077371489137,0.08081611022787494,0.03285638579756227,0,9.284979717870412,0.8974341447920289,0.8396178154824864,3774
3,4969.684233213093,45.9647531590183,0.8195398864654915,0.1386316103973708,0.0403346280250971,0,4.121967775969299,0.8964722085807321,0.7648612137794191,3347
4,6381.911958725389,53.87167283999392,0.882799782962561,0.08247422680412371,0.03336950623982637,0,7.901449056793939,0.8797447940105185,0.8412761106333844,3686
5,4567.794585110591,44.326793633205305,0.7879150463655399,0.15315584804068202,0.05623691295243793,0,5.5913106608436145,0.8780663469814156,0.7067762650732231,3343
6,4742.545312453477,44.928658512310676,0.8010296789824349,0.14233797698364628,0.054209569957601456,0,4.789514751858191,0.8643645768416106,0.7541348426385764,3302
7,4687.0842489579345,44.87108755343653,0.7944199706314243,0.13303964757709252,0.0698972099853157,0,5.038829921598511,0.8660642959496915,0.722294068151216,3405
8,5571.074922435655,49.72919209835764,0.8440183171150544,0.09702346880366343,0.05752718946765884,0,7.156510304877416,0.8555021726361474,0.7937879567203138,3494
9,6394.680022784712,53.209017380281914,0.8903883227760947,0.07353346185623795,0.033324153125860644,0,7.808194996102308,0.859653032387227,0.8506319116415049,3631
10,6967.001691270156,57.640784669022395,0.9001536098310292,0.0647721454173067,0.033282130056323606,0,16.556631541027592,0.8664909913477674,0.8292144956954773,3906
11,7125.447337667477,57.28014021794991,0.9211927582534611,0.05457933972310969,0.022896698615548456,0,24.910035302249295,0.8394566654208955,0.8909448730318767,3756
12,6429.218741067441,54.49992367074796,0.8797622264252905,0.08430154012429074,0.034044852742502026,0,13.83930605069831,0.8582508468047596,0.8199404794883501,3701
13,5986.616412365349,51.38291575306816,0.8674359696031523,0.08781311567689276,0.042217844075429216,0,13.504904539055396,0.8543291162656003,0.8090643244235541,3553
14,5225.82211563041,48.91749351007551,0.8120362737015664,0.13437757625721353,0.051112943116240726,0,11.10501638382144,0.8739346689085877,0.6905450095160176,3639
15,6205.931702074944,54.54958601415368,0.8527704485488127,0.10237467018469656,0.04327176781002638,0,13.961700603406218,0.8842067578917779,0.7543054307799056,3790
16,4434.148612986381,43.43642792207632,0.7819503331314355,0.14173228346456693,0.07389460932768019,0,6.586129277500755,0.8691866796685147,0.7132022158371224,3302
17,4697.7603003971635,45.497597839482864,0.7912635590735855,0.12958076810319555,0.07651715039577836,0,9.018539849375415,0.8794554963234559,0.7069421428069491,3411
18,5139.883609737148,47.429197071268355,0.821040258595357,0.12488980311489861,0.0526006464883926,0,7.442469411723604,0.8602352183931641,0.7511449216887228,3403
19,6724.069849838832,55.10483738117354,0.9075492341356673,0.06318380743982495,0.02735229759299781,0,4.486941857189766,0.8583368052191849,0.8905073680620349,3656
20,6077.590211161437,52.64687716729799,0.8611570247933884,0.10137741046831956,0.0349862258953168,0,10.616323930257629,0.8685941930088604,0.8142594971913204,3630
21,5908.9042233396485,50.91150462396508,0.8640996602491506,0.0891845979614949,0.044167610419026046,0,9.838544739874571,0.8704122658654652,0.8148849726271863,3532
22,5193.438591636623,47.2329716413387,0.8260869565217391,0.11949127477077788,0.05205560485063591,0,8.048939300031211,0.8523177814757539,0.7829340592495626,3381
23,6244.089849654369,52.55863256125872,0.883017801638881,0.08420457756428369,0.030234529528115287,0,6.828189279338512,0.8773266953737675,0.856804098354782,3539
24,7102.029844947558,57.991012288886466,0.9111516414799374,0.06175091193329859,0.024491922876498175,0,10.766512313072212,0.8524996112906286,0.8640028046741469,3838
25,6236.452871341515,53.38508872970603,0.8725110619469026,0.0849004424778761,0.04092920353982301,0,8.614285578678038,0.8657563145718677,0.8370419692441748,3616
26,6395.896191214219,53.65349788796555,0.8857064169650234,0.07986780501239328,0.03277334067749931,0,9.751331362644963,0.8533448396507061,0.8556279997049826,3631
27,6081.573584503226,51.66210248523404,0.8734612081305468,0.07300314915545376,0.05324935585456628,0,4.728003108029009,0.8434283266194147,0.8922649720733953,3493
28,7294.939807412462,58.34770256657395,0.9268229166666667,0.053385416666666664,0.017708333333333333,0,12.20468391875652,0.8368062200448974,0.8884976797666901,3840
29,5309.285097217699,47.76478891228928,0.8302994715208456,0.11244862008220786,0.055490311215502054,0,6.198228535995433,0.8347385073833795,0.7906279633494893,3406
30,5135.4822328393475,46.99080847471627,0.8217054263565892,0.11985688729874776,0.057245080500894455,0,5.375781018550212,0.8562978280128134,0.7852723533217242,3354
31,5476.845441203755,49.6183533450396,0.8323975294778214,0.11622683885457608,0.04969118472768108,0,9.854273945241957,0.8770426411082295,0.7384691695825065,3562
32,4332.736891890225,43.20121903845312,0.7731897067624177,0.15320167564332735,0.07031717534410532,0,6.58527819295946,0.8784495810733932,0.6733730945409309,3342
33,6117.865488048014,53.4847049946282,0.858095492131235,0.09975993598292879,0.04054414510536143,0,12.259129517785626,0.8782746658979846,0.7585859997176231,3749
34,5540.6022792791555,50.724543278699144,0.8258706467661692,0.12741846323935876,0.04477611940298507,0,12.08674242363098,0.8527029199686277,0.7297197537283227,3618
35,7313.342430945295,60.1088659635854,0.9077231695085256,0.07071213640922769,0.019558676028084254,0,20.432496211545114,0.8724943258486689,0.8217019366775054,3988
36,5575.033727604309,50.43331880978181,0.8290909090909091,0.12111888111888112,0.048111888111888115,0,13.72263919988205,0.8627443920225448,0.7538887682932859,3575
37,5930.318274084267,52.09849795557592,0.848063284233497,0.10747408619749045,0.0425531914893617,0,11.002196008285285,0.8517386158115985,0.7786437269437227,3666
38,6586.299453101907,55.18542435306356,0.8872058425750609,0.07546659453611036,0.035434135785772244,0,10.822635264330614,0.8561413405377644,0.8664461063922466,3697
39,8258.895095540987,63.81032932961967,0.9664262621238497,0.02636160159164387,0.005471275802039294,0,11.301806240599428,0.8441167629342956,0.959415752056846,4021
40,6543.569670031453,54.6029937786508,0.8928474299700843,0.0772368778895839,0.028283927114495514,0,8.740811482962755,0.8577721591915546,0.845702916147927,3677
41,6108.882932218483,53.190606799882644,0.861784140969163,0.10297356828193832,0.034140969162995596,0,10.74278219459195,0.862687757240551,0.8023688429998058,3632
42,5768.239004265949,49.9348231288357,0.8623083598495805,0.09777263523286087,0.03760485970494649,0,5.681279695150435,0.8437165535269467,0.831463969356051,3457
43,6219.030362051248,52.96218854450125,0.8740967204002223,0.07698721511951084,0.04613674263479711,0,7.408011512157917,0.8658784422881596,0.8493226195229933,3598
44,4791.723354108322,45.31458086966551,0.7992799279927992,0.13591359135913592,0.06240624062406241,0,7.340269292595916,0.8530233228567242,0.7467853187634823,3333
45,7603.798574933231,60.78914477577923,0.9346055979643766,0.047073791348600506,0.016793893129770993,0,11.313342383917337,0.8583293324427294,0.9079703756756021,3930
46,4424.294815666385,43.8758503444843,0.7717424473603905,0.1638693927372597,0.06255721696673787,0,4.877849572116814,0.860054171451119,0.7239954900388825,3277
47,6657.697795926076,55.79773768711315,0.8877118644067796,0.07653601694915255,0.03416313559322034,0,10.108464174404745,0.8641572248392805,0.82822325816099,3776
48,4422.02736447965,45.269421684705065,0.7618908666472133,0.18062445287423404,0.05573387802742924,0,8.064258235592284,0.8749349352975331,0.6632102217130559,3427
49,4928.806182247855,45.71738499460085,0.8156390977443609,0.12631578947368421,0.05593984962406015,0,3.7280539331505205,0.8372908628164107,0.7627975679886467,3325
50,5249.679179062203,47.66918524233235,0.825720104742508,0.11608961303462322,0.05557171952283969,0,5.909538188483918,0.8598474057442812,0.782454454388484,3437
51,7135.308337625141,57.92352662444804,0.9138429209351195,0.06015235093249278,0.02442868400315209,0,15.995703968625222,0.8617414801422484,0.8734238749556585,3807
52,8197.75074203798,63.01320304220876,0.9648688767936665,0.026966848095002473,0.006679861454725384,0,10.109092331324776,0.8462489410709059,0.952193597358598,4042
53,8491.289206062767,65.78976835278472,0.9639682920970454,0.028104732164304588,0.007686764352630314,0,14.230371969849696,0.8755872490737686,0.9287601602333957,4163
54,5554.315738082608,50.21310856271821,0.835195530726257,0.11480446927374302,0.04888268156424581,0,9.272917006535241,0.8717588595953261,0.7590434423805196,3580
55,4850.726504993432,46.03864269947373,0.8065735892961023,0.12943571844095406,0.061663757998836534,0,7.70084489635501,0.8698245699024965,0.7075967644348963,3438
56,6655.636997581987,55.35352101198729,0.8930851063829788,0.07234042553191489,0.032446808510638296,0,12.313786342604033,0.8682934080127198,0.8536469837804523,3760
57,5794.210313121586,50.09488634623882,0.8599543639475186,0.09555048488305762,0.04164289788933257,0,7.540138124285733,0.8567737945371531,0.8097665890069035,3506
58,7725.125929313524,61.09235751352413,0.9396074484146956,0.0463009562154001,0.013085052843482638,0,13.069186680498603,0.8633607364740932,0.8965103882551714,3974
59,6792.958482577976,56.24113068768967,0.9003690036900369,0.07327358987875593,0.024512387981022666,0,10.876009129826478,0.8735124969816705,0.8326095171687196,3794
60,8612.957409938323,67.19938130591278,0.961502125649504,0.032829475673122346,0.004487482286254133,0,16.058735018714017,0.8675472421516282,0.9177707156614092,4234
61,6687.086137352228,56.75138386464451,0.8839979285344381,0.09036768513723459,0.024598653547384774,0,14.448954449851916,0.8765209236853594,0.7836862094982306,3862
62,4984.029620103679,47.112045653479534,0.8082552693208431,0.1601288056206089,0.028981264637002343,0,9.64586522103509,0.8651543462853515,0.7278666873974606,3416
63,7087.938490661294,58.07519769061855,0.9052496798975672,0.06837387964148528,0.024583866837387964,0,11.996842286753129,0.8705634257616711,0.8379257350470625,3905
