config,sched,seed,n_active,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
P055,SUS+CQI@0.75,30000,23,3765.5,114.67,111.01,0.5473,0.4491,3.965
P055,SUS+CQI@0.75,30001,19,2344.7,92.12,87.01,0.5269,0.4696,3.973
P055,SUS+CQI@0.75,30002,32,-3467.1,126.86,118.27,0.4235,0.5723,4.0
P055,SUS+CQI@0.75,30003,21,-2972.5,81.92,75.2,0.4082,0.588,3.999
P055,SUS+CQI@0.75,30004,18,2835.2,90.62,84.89,0.5364,0.4599,3.964
P055,SUS+CQI@0.75,30005,24,2157.1,113.86,107.26,0.5085,0.4874,3.992
P055,SUS+CQI@0.75,30006,28,-866.9,119.87,111.15,0.455,0.5404,4.0
P055,SUS+CQI@0.75,30007,19,5077.3,102.49,98.47,0.5912,0.4061,3.881
P055,SUS+CQI@0.75,30008,19,4110.7,101.18,93.26,0.5613,0.4357,3.981
P055,SUS+CQI@0.75,30009,16,7469.2,99.2,93.43,0.6759,0.3215,3.942
P055,SUS+CQI@0.75,30010,18,207.5,80.19,74.35,0.4746,0.5214,3.988
P055,SUS+CQI@0.75,30011,30,-461.8,128.66,122.09,0.4662,0.5303,3.999
P055,SUS+CQI@0.75,30012,17,1598.4,81.25,76.21,0.513,0.4848,3.984
P055,SUS+CQI@0.75,30013,32,-223.5,138.58,131.47,0.4684,0.5272,4.0
P055,SUS+CQI@0.75,30014,16,-4353.4,52.93,48.49,0.3526,0.6418,3.922
P055,SUS+CQI@0.75,30015,30,685.5,131.87,126.03,0.4851,0.5113,3.997
P055,SUS+CQI@0.75,30016,24,3784.6,118.56,112.59,0.5414,0.4542,3.931
P055,SUS+CQI@0.75,30017,26,-1113.7,109.98,103.28,0.4527,0.5432,4.0
P055,SUS+CQI@0.75,30018,24,-184.3,104.36,98.53,0.4685,0.5273,3.991
P055,SUS+CQI@0.75,30019,28,-2468.1,113.44,105.08,0.4308,0.5649,4.0
P055,SUS+CQI@0.75,30020,30,1534.5,136.14,130.07,0.496,0.5004,4.0
P055,SUS+CQI@0.75,30021,21,5741.2,112.83,108.49,0.5946,0.4018,3.959
P055,SUS+CQI@0.75,30022,20,3224.8,99.41,94.21,0.5424,0.4543,3.971
P055,SUS+CQI@0.75,30023,28,2316.9,131.61,123.44,0.5076,0.4889,3.996
P055,SUS+CQI@0.75,30024,19,1476.8,90.87,83.71,0.5028,0.4937,3.994
P055,SUS+CQI@0.75,30025,22,7990.9,129.52,121.04,0.6259,0.3709,3.995
P055,SUS+CQI@0.75,30026,27,1811.4,125.22,117.39,0.4997,0.496,3.999
P055,SUS+CQI@0.75,30027,22,5375.9,117.26,111.95,0.5788,0.4183,3.992
P055,SUS+CQI@0.75,30028,16,9019.8,105.46,98.5,0.7155,0.2815,3.934
P055,SUS+CQI@0.75,30029,18,2514.6,90.25,82.8,0.5277,0.4689,3.979
P055,SUS+CQI@0.75,30030,30,875.2,135.69,128.1,0.4843,0.5121,4.0
P055,SUS+CQI@0.75,30031,21,-1099.3,88.51,81.43,0.4454,0.5507,3.988
