K,phase,sched,seed,reward,goodput_mbps,deadline_miss_rate,mu_depth
48,pilot,SUS+CQI@0.70,40007,5438.7,88.38,0.3791,4.0
48,pilot,SUS+CQI@0.75,40007,5499.9,88.62,0.3777,3.997
48,pilot,SUS+CQI@0.80,40007,5463.2,88.3,0.3794,3.992
48,test,SUS+CQI@0.75,30000,4020.5,90.62,0.4292,3.978
48,test,SUS+PF,30000,-32.8,72.34,0.5386,3.999
48,test,SUS+Random,30000,-762.3,69.18,0.5589,4.0
48,test,SU+CQI,30000,2149.0,84.62,0.4676,1.0
48,test,SU+PF,30000,-3493.6,58.66,0.6206,1.0
48,test,SU+Random,30000,-7690.2,40.26,0.7291,1.0
48,test,PPO,30000,4555.5,93.03,0.4074,2.648
48,test,SUS+CQI@0.75,30001,-1724.2,154.41,0.5425,4.0
48,test,SUS+PF,30001,-22086.8,65.77,0.7917,4.0
48,test,SUS+Random,30001,-20788.5,70.14,0.78,4.0
48,test,SU+CQI,30001,-16254.8,101.33,0.699,1.0
48,test,SU+PF,30001,-25925.6,55.55,0.8235,1.0
48,test,SU+Random,30001,-29556.6,39.44,0.8681,1.0
48,test,PPO,30001,-1164.9,156.41,0.5326,3.833
48,test,SUS+CQI@0.75,30002,-384.3,147.09,0.5278,4.0
48,test,SUS+PF,30002,-18630.9,67.16,0.7715,4.0
48,test,SUS+Random,30002,-16539.9,75.0,0.7473,4.0
48,test,SU+CQI,30002,-13141.4,100.41,0.6768,1.0
48,test,SU+PF,30002,-22693.0,55.49,0.8105,1.0
48,test,SU+Random,30002,-25990.0,40.88,0.8536,1.0
48,test,PPO,30002,176.9,148.99,0.5175,3.835
48,test,SUS+CQI@0.75,30003,4662.9,82.39,0.3969,3.999
48,test,SUS+PF,30003,1366.6,66.72,0.5047,4.0
48,test,SUS+Random,30003,-496.6,58.52,0.5617,4.0
48,test,SU+CQI,30003,2375.2,74.85,0.4534,1.0
48,test,SU+PF,30003,-1816.0,54.29,0.592,1.0
48,test,SU+Random,30003,-5938.9,36.23,0.7162,1.0
48,test,PPO,30003,4984.0,83.68,0.378,2.846
48,test,SUS+CQI@0.75,30004,-2027.0,135.75,0.5484,4.0
48,test,SUS+PF,30004,-19974.9,56.48,0.7971,4.0
48,test,SUS+Random,30004,-19103.5,58.92,0.7891,4.0
48,test,SU+CQI,30004,-13727.3,92.45,0.6912,1.0
48,test,SU+PF,30004,-22513.2,49.94,0.8191,1.0
48,test,SU+Random,30004,-25822.6,35.39,0.864,1.0
48,test,PPO,30004,-1850.4,136.03,0.5435,3.826
48,test,SUS+CQI@0.75,30005,4097.9,115.8,0.4492,3.999
48,test,SUS+PF,30005,-7499.2,65.02,0.6786,3.999
48,test,SUS+Random,30005,-5147.3,74.15,0.6366,4.0
48,test,SU+CQI,30005,-2166.7,92.99,0.5573,1.0
48,test,SU+PF,30005,-10558.6,55.24,0.7254,1.0
48,test,SU+Random,30005,-13913.8,39.7,0.7932,1.0
48,test,PPO,30005,4532.6,118.04,0.4356,3.116
48,test,SUS+CQI@0.75,30006,-63.5,132.25,0.5219,4.0
48,test,SUS+PF,30006,-17941.4,54.96,0.7871,4.0
48,test,SUS+Random,30006,-14312.0,67.94,0.7398,4.0
48,test,SU+CQI,30006,-11058.5,91.35,0.6679,1.0
48,test,SU+PF,30006,-20021.0,50.06,0.8055,1.0
48,test,SU+Random,30006,-22885.2,36.77,0.8498,1.0
48,test,PPO,30006,176.2,132.78,0.5152,3.712
48,test,SUS+CQI@0.75,30007,2679.6,106.8,0.4733,3.995
48,test,SUS+PF,30007,-8973.4,55.55,0.712,4.0
48,test,SUS+Random,30007,-7490.1,59.85,0.6881,4.0
48,test,SU+CQI,30007,-4741.1,79.3,0.608,1.0
48,test,SU+PF,30007,-11169.6,49.29,0.7444,1.0
48,test,SU+Random,30007,-13873.1,35.86,0.8039,1.0
48,test,PPO,30007,2583.1,105.81,0.4706,3.483
48,test,SUS+CQI@0.75,30008,-3926.4,137.83,0.5694,4.0
48,test,SUS+PF,30008,-21017.7,61.43,0.7931,4.0
48,test,SUS+Random,30008,-20770.9,61.54,0.7924,4.0
48,test,SU+CQI,30008,-15724.3,95.05,0.7023,1.0
48,test,SU+PF,30008,-24493.5,52.54,0.822,1.0
48,test,SU+Random,30008,-28167.5,35.47,0.8715,1.0
48,test,PPO,30008,-3724.3,137.45,0.5634,3.89
48,test,SUS+CQI@0.75,30009,4675.2,94.85,0.4162,3.997
48,test,SUS+PF,30009,-1144.2,68.18,0.5717,4.0
48,test,SUS+Random,30009,-2108.6,63.62,0.5981,4.0
48,test,SU+CQI,30009,1139.1,82.41,0.4928,1.0
48,test,SU+PF,30009,-4466.8,55.54,0.6452,1.0
48,test,SU+Random,30009,-8272.4,38.82,0.7428,1.0
48,test,PPO,30009,5040.2,96.47,0.3988,3.064
48,test,SUS+CQI@0.75,30010,3390.6,121.79,0.4674,3.989
48,test,SUS+PF,30010,-8421.7,68.28,0.6888,4.0
48,test,SUS+Random,30010,-8483.0,67.81,0.6898,4.0
48,test,SU+CQI,30010,-4558.6,92.39,0.5947,1.0
48,test,SU+PF,30010,-12502.6,54.91,0.7468,1.0
48,test,SU+Random,30010,-15992.5,39.82,0.8091,1.0
48,test,PPO,30010,3599.6,122.57,0.4586,3.55
48,test,SUS+CQI@0.75,30011,-2814.6,151.58,0.5533,4.0
48,test,SUS+PF,30011,-24204.0,57.58,0.8165,4.0
48,test,SUS+Random,30011,-22925.4,62.1,0.8028,4.0
48,test,SU+CQI,30011,-16975.4,98.07,0.707,1.0
48,test,SU+PF,30011,-26815.1,52.14,0.8333,1.0
48,test,SU+Random,30011,-30877.8,34.55,0.8822,1.0
48,test,PPO,30011,-2646.6,151.53,0.5497,3.925
48,test,SUS+CQI@0.75,30012,4729.9,92.09,0.414,3.997
48,test,SUS+PF,30012,2.6,69.52,0.5452,4.0
48,test,SUS+Random,30012,-2011.0,60.36,0.6002,4.0
48,test,SU+CQI,30012,982.8,79.28,0.4966,1.0
48,test,SU+PF,30012,-3973.6,54.84,0.6361,1.0
48,test,SU+Random,30012,-7827.1,37.33,0.7401,1.0
48,test,PPO,30012,5152.9,93.79,0.3936,3.147
48,test,SUS+CQI@0.75,30013,4575.6,103.45,0.4307,3.999
48,test,SUS+PF,30013,-2818.5,68.83,0.6084,4.0
48,test,SUS+Random,30013,-3535.6,66.02,0.6246,4.0
48,test,SU+CQI,30013,-422.2,85.67,0.5286,1.0
48,test,SU+PF,30013,-6663.2,54.99,0.6818,1.0
48,test,SU+Random,30013,-10255.7,39.51,0.765,1.0
48,test,PPO,30013,4892.3,104.68,0.4148,3.247
48,test,SUS+CQI@0.75,30014,-2439.9,167.99,0.5467,4.0
48,test,SUS+PF,30014,-27090.0,62.33,0.8196,4.0
48,test,SUS+Random,30014,-22876.5,77.68,0.7778,4.0
48,test,SU+CQI,30014,-20279.0,101.55,0.7248,1.0
48,test,SU+PF,30014,-29686.9,57.31,0.8358,1.0
48,test,SU+Random,30014,-33386.7,40.48,0.8763,1.0
48,test,PPO,30014,-1481.2,172.26,0.5349,3.776
48,test,SUS+CQI@0.75,30015,1915.1,128.11,0.4931,4.0
48,test,SUS+PF,30015,-12496.3,63.33,0.7336,4.0
48,test,SUS+Random,30015,-10733.0,70.45,0.7064,4.0
48,test,SU+CQI,30015,-6904.8,94.89,0.6216,1.0
48,test,SU+PF,30015,-15669.8,54.52,0.7706,1.0
48,test,SU+Random,30015,-19047.5,39.31,0.8265,1.0
48,test,PPO,30015,2437.0,130.71,0.4806,3.234
48,test,SUS+CQI@0.75,30016,-1896.5,158.32,0.5422,4.0
48,test,SUS+PF,30016,-23406.3,66.62,0.7959,4.0
48,test,SUS+Random,30016,-19310.4,81.49,0.752,4.0
48,test,SU+CQI,30016,-17259.4,101.5,0.7056,1.0
48,test,SU+PF,30016,-26522.5,58.78,0.8204,1.0
48,test,SU+Random,30016,-29615.0,44.5,0.8574,1.0
48,test,PPO,30016,-313.5,165.19,0.5226,3.89
48,test,SUS+CQI@0.75,30017,-864.8,132.19,0.5349,4.0
48,test,SUS+PF,30017,-17572.2,58.71,0.7804,4.0
48,test,SUS+Random,30017,-16314.4,62.77,0.7657,4.0
48,test,SU+CQI,30017,-11737.0,91.79,0.676,1.0
48,test,SU+PF,30017,-20304.8,52.02,0.8061,1.0
48,test,SU+Random,30017,-23845.8,35.48,0.8585,1.0
48,test,PPO,30017,-1067.4,130.83,0.5347,3.775
48,test,SUS+CQI@0.75,30018,4095.2,114.01,0.4481,3.997
48,test,SUS+PF,30018,-4130.5,77.54,0.6154,3.999
48,test,SUS+Random,30018,-2435.8,83.71,0.5852,4.0
48,test,SU+CQI,30018,-1398.0,94.22,0.5445,1.0
48,test,SU+PF,30018,-8705.4,60.77,0.6941,1.0
48,test,SU+Random,30018,-11036.9,48.98,0.7441,1.0
48,test,PPO,30018,4493.8,116.24,0.4347,3.211
48,test,SUS+CQI@0.75,30019,4717.6,110.54,0.4326,4.0
48,test,SUS+PF,30019,-3925.0,72.03,0.6197,4.0
48,test,SUS+Random,30019,-3919.4,71.5,0.6224,4.0
48,test,SU+CQI,30019,-589.7,91.55,0.5304,1.0
48,test,SU+PF,30019,-7958.7,57.49,0.6921,1.0
48,test,SU+Random,30019,-11582.3,41.34,0.7697,1.0
48,test,PPO,30019,5136.2,112.62,0.4172,3.295
48,test,SUS+CQI@0.75,30020,3032.6,109.38,0.4672,3.999
48,test,SUS+PF,30020,-5163.8,72.12,0.6386,4.0
48,test,SUS+Random,30020,-5341.8,71.11,0.642,4.0
48,test,SU+CQI,30020,-1167.6,94.42,0.5401,1.0
48,test,SU+PF,30020,-8923.4,58.8,0.7015,1.0
48,test,SU+Random,30020,-12740.9,42.19,0.777,1.0
48,test,PPO,30020,3579.9,112.22,0.4504,2.799
48,test,SUS+CQI@0.75,30021,2639.9,73.53,0.4472,3.995
48,test,SUS+PF,30021,33.5,61.62,0.5311,4.0
48,test,SUS+Random,30021,15.9,61.01,0.5333,4.0
48,test,SU+CQI,30021,1944.7,71.34,0.4634,1.0
48,test,SU+PF,30021,-1974.8,53.29,0.5893,1.0
48,test,SU+Random,30021,-5248.4,38.26,0.6929,1.0
48,test,PPO,30021,2992.8,75.18,0.4311,2.462
48,test,SUS+CQI@0.75,30022,3314.9,120.42,0.4637,4.0
48,test,SUS+PF,30022,-7986.3,70.17,0.6748,4.0
48,test,SUS+Random,30022,-5487.9,80.39,0.6309,4.0
48,test,SU+CQI,30022,-4058.3,92.5,0.586,1.0
48,test,SU+PF,30022,-12067.2,56.27,0.7377,1.0
48,test,SU+Random,30022,-14985.6,42.32,0.7924,1.0
48,test,PPO,30022,3648.3,122.03,0.4545,2.835
48,test,SUS+CQI@0.75,30023,-1756.1,163.67,0.5386,4.0
48,test,SUS+PF,30023,-24126.4,69.06,0.7933,4.0
48,test,SUS+Random,30023,-19326.0,86.12,0.7442,4.0
48,test,SU+CQI,30023,-18567.7,100.68,0.7134,1.0
48,test,SU+PF,30023,-28326.2,56.93,0.8292,1.0
48,test,SU+Random,30023,-30411.3,45.82,0.8554,1.0
48,test,PPO,30023,-897.5,167.2,0.5271,3.825
48,test,SUS+CQI@0.75,30024,-2587.5,150.57,0.5509,4.0
48,test,SUS+PF,30024,-23762.4,59.43,0.8102,4.0
48,test,SUS+Random,30024,-21499.1,66.89,0.7875,4.0
48,test,SU+CQI,30024,-16469.1,99.42,0.702,1.0
48,test,SU+PF,30024,-26710.9,52.68,0.8327,1.0
48,test,SU+Random,30024,-30064.3,36.59,0.875,1.0
48,test,PPO,30024,-2464.9,150.37,0.5471,3.876
48,test,SUS+CQI@0.75,30025,1210.6,139.91,0.5049,4.0
48,test,SUS+PF,30025,-15426.1,66.73,0.7502,4.0
48,test,SUS+Random,30025,-12353.3,78.59,0.7094,4.0
48,test,SU+CQI,30025,-10644.1,94.99,0.6619,1.0
48,test,SU+PF,30025,-19335.1,54.52,0.7938,1.0
48,test,SU+Random,30025,-21736.1,42.94,0.8303,1.0
48,test,PPO,30025,1504.2,141.48,0.4976,3.612
48,test,SUS+CQI@0.75,30026,4908.4,103.22,0.4194,3.999
48,test,SUS+PF,30026,-1157.1,75.47,0.5663,4.0
48,test,SUS+Random,30026,-1783.3,72.38,0.5821,4.0
48,test,SU+CQI,30026,279.8,86.58,0.5131,1.0
48,test,SU+PF,30026,-5930.9,57.59,0.6648,1.0
48,test,SU+Random,30026,-9533.5,40.9,0.7506,1.0
48,test,PPO,30026,5088.2,104.09,0.4074,3.066
48,test,SUS+CQI@0.75,30027,2538.9,154.22,0.4889,4.0
48,test,SUS+PF,30027,-16801.6,70.6,0.7549,4.0
48,test,SUS+Random,30027,-14081.6,80.75,0.7213,4.0
48,test,SU+CQI,30027,-11656.8,101.15,0.6642,1.0
48,test,SU+PF,30027,-20862.4,58.71,0.7967,1.0
48,test,SU+Random,30027,-24588.2,41.47,0.847,1.0
48,test,PPO,30027,2822.6,155.74,0.4815,3.278
48,test,SUS+CQI@0.75,30028,870.2,136.0,0.5109,3.997
48,test,SUS+PF,30028,-14881.3,67.63,0.7447,4.0
48,test,SUS+Random,30028,-12550.2,75.37,0.7164,4.0
48,test,SU+CQI,30028,-10339.8,94.17,0.6586,1.0
48,test,SU+PF,30028,-19183.2,54.35,0.795,1.0
48,test,SU+Random,30028,-21925.7,40.7,0.8379,1.0
48,test,PPO,30028,1514.7,138.83,0.4974,3.55
48,test,SUS+CQI@0.75,30029,1405.2,128.82,0.501,4.0
48,test,SUS+PF,30029,-11898.8,68.58,0.7203,4.0
48,test,SUS+Random,30029,-11747.9,68.52,0.7196,4.0
48,test,SU+CQI,30029,-8882.9,89.98,0.6488,1.0
48,test,SU+PF,30029,-16417.1,54.63,0.7763,1.0
48,test,SU+Random,30029,-19790.9,39.11,0.8318,1.0
48,test,PPO,30029,1457.3,128.7,0.4971,3.62
48,test,SUS+CQI@0.75,30030,-2754.6,133.44,0.5571,4.0
48,test,SUS+PF,30030,-19905.4,58.8,0.7917,4.0
48,test,SUS+Random,30030,-18381.3,62.82,0.7785,4.0
48,test,SU+CQI,30030,-14553.4,90.03,0.7005,1.0
48,test,SU+PF,30030,-23072.6,50.77,0.8223,1.0
48,test,SU+Random,30030,-26244.7,35.05,0.8685,1.0
48,test,PPO,30030,-2732.8,132.2,0.5542,3.902
48,test,SUS+CQI@0.75,30031,1471.3,127.01,0.5,4.0
48,test,SUS+PF,30031,-11383.9,70.62,0.7109,4.0
48,test,SUS+Random,30031,-9192.1,78.24,0.6805,4.0
48,test,SU+CQI,30031,-8613.7,89.54,0.647,1.0
48,test,SU+PF,30031,-16238.2,55.11,0.7751,1.0
48,test,SU+Random,30031,-18339.4,42.89,0.8153,1.0
48,test,PPO,30031,1763.3,128.15,0.4911,3.482
48,test,SUS+CQI@0.75,30032,1319.6,110.45,0.5015,3.995
48,test,SUS+PF,30032,-7404.5,71.13,0.6668,4.0
48,test,SUS+Random,30032,-6821.4,71.89,0.6621,4.0
48,test,SU+CQI,30032,-6720.8,80.84,0.6348,1.0
48,test,SU+PF,30032,-12511.4,53.79,0.7465,1.0
48,test,SU+Random,30032,-14371.4,42.86,0.7885,1.0
48,test,PPO,30032,1443.5,110.56,0.494,3.563
48,test,SUS+CQI@0.75,30033,4480.6,86.95,0.4087,3.991
48,test,SUS+PF,30033,-1260.2,61.12,0.5742,4.0
48,test,SUS+Random,30033,-1244.7,59.89,0.5788,4.0
48,test,SU+CQI,30033,781.5,73.58,0.4989,1.0
48,test,SU+PF,30033,-4497.1,49.32,0.652,1.0
48,test,SU+Random,30033,-6727.4,38.25,0.7227,1.0
48,test,PPO,30033,4545.0,87.21,0.3988,2.896
48,test,SUS+CQI@0.75,30034,-3790.4,130.94,0.5712,4.0
48,test,SUS+PF,30034,-21225.4,55.74,0.806,4.0
48,test,SUS+Random,30034,-19299.1,61.01,0.7867,4.0
48,test,SU+CQI,30034,-14940.0,89.87,0.7046,1.0
48,test,SU+PF,30034,-23843.0,48.74,0.8299,1.0
48,test,SU+Random,30034,-26854.2,33.87,0.873,1.0
48,test,PPO,30034,-3382.4,131.4,0.562,3.817
48,test,SUS+CQI@0.75,30035,2994.3,88.67,0.4531,3.997
48,test,SUS+PF,30035,-1090.1,70.43,0.5598,4.0
48,test,SUS+Random,30035,-1406.0,68.26,0.571,4.0
48,test,SU+CQI,30035,282.2,79.2,0.5119,1.0
48,test,SU+PF,30035,-4982.2,54.99,0.651,1.0
48,test,SU+Random,30035,-7902.3,41.21,0.73,1.0
48,test,PPO,30035,3527.2,91.24,0.4337,2.68
48,test,SUS+CQI@0.75,30036,5329.7,84.49,0.3719,3.977
48,test,SUS+PF,30036,2156.8,70.1,0.4716,3.999
48,test,SUS+Random,30036,1677.0,66.88,0.492,3.999
48,test,SU+CQI,30036,2424.0,73.94,0.4508,1.0
48,test,SU+PF,30036,-1379.4,55.96,0.5728,1.0
48,test,SU+Random,30036,-4020.1,43.0,0.6584,1.0
48,test,PPO,30036,5733.3,86.37,0.3537,2.864
48,test,SUS+CQI@0.75,30037,-2987.7,143.08,0.5557,4.0
48,test,SUS+PF,30037,-21766.8,61.93,0.7952,4.0
48,test,SUS+Random,30037,-19797.7,67.39,0.777,4.0
48,test,SU+CQI,30037,-16425.2,92.83,0.7095,1.0
48,test,SU+PF,30037,-25171.7,52.76,0.8258,1.0
48,test,SU+Random,30037,-28450.5,36.68,0.8697,1.0
48,test,PPO,30037,-2736.4,142.64,0.5514,3.881
48,test,SUS+CQI@0.75,30038,-5224.1,141.31,0.5827,3.995
48,test,SUS+PF,30038,-25986.7,51.83,0.834,4.0
48,test,SUS+Random,30038,-22426.5,63.81,0.7974,4.0
48,test,SU+CQI,30038,-18486.6,92.48,0.7251,1.0
48,test,SU+PF,30038,-27997.4,48.9,0.8456,1.0
48,test,SU+Random,30038,-30630.6,34.93,0.881,1.0
48,test,PPO,30038,-4386.7,143.73,0.5695,3.865
48,test,SUS+CQI@0.75,30039,4858.0,77.97,0.3773,3.995
48,test,SUS+PF,30039,2175.7,65.32,0.4702,3.999
48,test,SUS+Random,30039,789.9,58.47,0.5196,4.0
48,test,SU+CQI,30039,2802.1,70.8,0.4346,1.0
48,test,SU+PF,30039,-705.4,53.71,0.5575,1.0
48,test,SU+Random,30039,-4044.5,38.33,0.6721,1.0
48,test,PPO,30039,5243.9,79.76,0.3578,2.75
