K,phase,sched,seed,reward,goodput_mbps,deadline_miss_rate,mu_depth
60,test,SU+Random,30000,-12855.7,38.63,0.789,1.0
60,test,PPO,30000,3929.4,110.91,0.4427,3.218
60,test,SUS+CQI@0.80,30001,-7539.5,174.35,0.5879,4.0
60,test,SUS+PF,30001,-33800.7,59.42,0.8455,4.0
60,test,SUS+Random,30001,-30807.1,69.59,0.8213,4.0
60,test,SU+CQI,30001,-27104.9,100.31,0.759,1.0
60,test,SU+PF,30001,-37092.3,53.41,0.8622,1.0
60,test,SU+Random,30001,-40376.9,37.91,0.8951,1.0
60,test,PPO,30001,-7103.5,175.21,0.5837,3.967
60,test,SUS+CQI@0.80,30002,-8335.3,154.03,0.6039,4.0
60,test,SUS+PF,30002,-29974.2,57.05,0.8379,4.0
60,test,SUS+Random,30002,-28456.4,62.17,0.825,4.0
60,test,SU+CQI,30002,-23984.2,95.97,0.7515,1.0
60,test,SU+PF,30002,-33457.8,49.18,0.8596,1.0
60,test,SU+Random,30002,-36545.0,35.32,0.8933,1.0
60,test,PPO,30002,-8034.5,153.16,0.5991,3.941
60,test,SUS+CQI@0.80,30003,4263.7,99.27,0.4342,3.987
60,test,SUS+PF,30003,-2498.8,68.03,0.6001,4.0
60,test,SUS+Random,30003,-2217.7,69.04,0.5954,4.0
60,test,SU+CQI,30003,-334.5,83.0,0.5272,1.0
60,test,SU+PF,30003,-6936.6,51.63,0.692,1.0
60,test,SU+Random,30003,-10003.2,37.46,0.7672,1.0
60,test,PPO,30003,4713.2,101.31,0.4145,3.173
60,test,SUS+CQI@0.80,30004,-6237.1,155.49,0.5856,4.0
60,test,SUS+PF,30004,-29377.8,54.83,0.8395,4.0
60,test,SUS+Random,30004,-26102.1,66.12,0.8098,4.0
60,test,SU+CQI,30004,-21510.1,99.55,0.7339,1.0
60,test,SU+PF,30004,-31817.9,50.76,0.8526,1.0
60,test,SU+Random,30004,-34821.5,36.67,0.8862,1.0
60,test,PPO,30004,-5734.8,156.58,0.5779,3.987
60,test,SUS+CQI@0.80,30005,1666.4,131.31,0.4995,3.999
60,test,SUS+PF,30005,-12776.5,64.9,0.7361,4.0
60,test,SUS+Random,30005,-13024.8,63.82,0.7415,4.0
60,test,SU+CQI,30005,-8876.0,91.85,0.6471,1.0
60,test,SU+PF,30005,-17123.9,51.27,0.788,1.0
60,test,SU+Random,30005,-20913.1,35.31,0.8466,1.0
60,test,PPO,30005,1975.3,132.2,0.4901,3.664
60,test,SUS+CQI@0.80,30006,-2363.0,157.42,0.5473,4.0
60,test,SUS+PF,30006,-25223.9,57.41,0.821,4.0
60,test,SUS+Random,30006,-23069.7,64.43,0.7993,4.0
60,test,SU+CQI,30006,-17998.5,98.97,0.7129,1.0
60,test,SU+PF,30006,-28013.7,52.04,0.838,1.0
60,test,SU+Random,30006,-31470.5,35.95,0.8795,1.0
60,test,PPO,30006,-2141.7,157.73,0.5417,3.917
60,test,SUS+CQI@0.80,30007,3225.5,133.78,0.4736,4.0
60,test,SUS+PF,30007,-12846.3,63.0,0.739,4.0
60,test,SUS+Random,30007,-10306.4,72.05,0.7029,4.0
60,test,SU+CQI,30007,-7096.8,95.44,0.624,1.0
60,test,SU+PF,30007,-16053.4,54.31,0.7748,1.0
60,test,SU+Random,30007,-19376.9,38.01,0.8315,1.0
60,test,PPO,30007,3179.5,133.06,0.4702,3.691
60,test,SUS+CQI@0.80,30008,-7599.6,162.52,0.5928,4.0
60,test,SUS+PF,30008,-30308.0,63.06,0.8282,4.0
60,test,SUS+Random,30008,-28929.8,66.74,0.8187,4.0
60,test,SU+CQI,30008,-25058.8,97.59,0.7535,1.0
60,test,SU+PF,30008,-34660.5,51.92,0.8578,1.0
60,test,SU+Random,30008,-37888.3,36.84,0.8921,1.0
60,test,PPO,30008,-7475.4,161.45,0.5908,3.987
60,test,SUS+CQI@0.80,30009,4588.7,112.64,0.4395,3.998
60,test,SUS+PF,30009,-3426.5,75.88,0.6111,4.0
60,test,SUS+Random,30009,-3882.3,74.27,0.6186,4.0
60,test,SU+CQI,30009,-990.5,93.27,0.5361,1.0
60,test,SU+PF,30009,-8311.7,58.78,0.6939,1.0
60,test,SU+Random,30009,-12433.4,40.79,0.778,1.0
60,test,PPO,30009,5110.0,114.83,0.4208,3.249
60,test,SUS+CQI@0.80,30010,1839.9,143.46,0.4969,4.0
60,test,SUS+PF,30010,-16161.3,65.17,0.758,4.0
60,test,SUS+Random,30010,-12298.8,80.7,0.7059,4.0
60,test,SU+CQI,30010,-10037.9,99.78,0.6492,1.0
60,test,SU+PF,30010,-19775.0,55.32,0.794,1.0
60,test,SU+Random,30010,-22860.5,41.09,0.8387,1.0
60,test,PPO,30010,2677.2,147.26,0.4805,3.509
60,test,SUS+CQI@0.80,30011,-6474.4,176.72,0.58,4.0
60,test,SUS+PF,30011,-32984.8,62.67,0.8386,4.0
60,test,SUS+Random,30011,-29963.0,72.01,0.815,4.0
60,test,SU+CQI,30011,-26759.2,100.84,0.758,1.0
60,test,SU+PF,30011,-36577.2,54.71,0.8595,1.0
60,test,SU+Random,30011,-39920.2,39.2,0.893,1.0
60,test,PPO,30011,-5500.3,179.44,0.5704,3.981
60,test,SUS+CQI@0.80,30012,4412.0,108.31,0.4412,4.0
60,test,SUS+PF,30012,-3553.3,71.25,0.6179,4.0
60,test,SUS+Random,30012,-4434.8,67.35,0.6381,4.0
60,test,SU+CQI,30012,-1666.1,86.79,0.5519,1.0
60,test,SU+PF,30012,-8251.5,54.77,0.7011,1.0
60,test,SU+Random,30012,-11999.2,38.22,0.7826,1.0
60,test,PPO,30012,4730.9,109.35,0.4253,3.515
60,test,SUS+CQI@0.80,30013,2959.1,120.86,0.4729,3.991
60,test,SUS+PF,30013,-8401.1,69.56,0.6839,4.0
60,test,SUS+Random,30013,-6988.8,75.41,0.6596,4.0
60,test,SU+CQI,30013,-4752.9,91.92,0.5967,1.0
60,test,SU+PF,30013,-12595.2,55.87,0.745,1.0
60,test,SU+Random,30013,-15985.3,40.08,0.807,1.0
60,test,PPO,30013,3313.7,122.68,0.4614,3.194
60,test,SUS+CQI@0.80,30014,-11632.5,178.87,0.6156,4.0
60,test,SUS+PF,30014,-38328.2,62.62,0.8525,4.0
60,test,SUS+Random,30014,-35853.6,70.59,0.8353,4.0
60,test,SU+CQI,30014,-32197.0,101.58,0.7783,1.0
60,test,SU+PF,30014,-42065.0,54.46,0.8711,1.0
60,test,SU+Random,30014,-45344.7,39.49,0.9017,1.0
60,test,PPO,30014,-11501.4,177.2,0.6154,3.99
60,test,SUS+CQI@0.80,30015,-290.0,150.27,0.5252,4.0
60,test,SUS+PF,30015,-21217.2,58.86,0.8006,4.0
60,test,SUS+Random,30015,-18036.1,70.24,0.7652,4.0
60,test,SU+CQI,30015,-14231.0,98.33,0.6891,1.0
60,test,SU+PF,30015,-24106.9,52.45,0.8236,1.0
60,test,SU+Random,30015,-27207.4,37.66,0.8651,1.0
60,test,PPO,30015,41.7,151.03,0.5181,3.819
60,test,SUS+CQI@0.80,30016,-9328.0,172.02,0.602,4.0
60,test,SUS+PF,30016,-35924.4,56.55,0.8561,4.0
60,test,SUS+Random,30016,-32613.5,68.44,0.8296,4.0
60,test,SU+CQI,30016,-28370.4,100.59,0.7655,1.0
60,test,SU+PF,30016,-38774.0,51.78,0.8691,1.0
60,test,SU+Random,30016,-41638.5,38.39,0.8973,1.0
60,test,PPO,30016,-9851.0,167.41,0.6082,4.0
60,test,SUS+CQI@0.80,30017,-4398.4,151.92,0.5691,4.0
60,test,SUS+PF,30017,-23495.5,67.82,0.7943,4.0
60,test,SUS+Random,30017,-20818.0,77.53,0.7674,4.0
60,test,SU+CQI,30017,-19150.1,96.76,0.7232,1.0
60,test,SU+PF,30017,-28001.8,55.66,0.8312,1.0
60,test,SU+Random,30017,-30446.4,42.29,0.8631,1.0
60,test,PPO,30017,-4413.0,151.21,0.5668,3.939
60,test,SUS+CQI@0.80,30018,1864.9,128.94,0.4942,4.0
60,test,SUS+PF,30018,-13189.9,61.91,0.7412,4.0
60,test,SUS+Random,30018,-10543.5,71.72,0.7047,4.0
60,test,SU+CQI,30018,-8303.7,90.63,0.6426,1.0
60,test,SU+PF,30018,-16592.2,52.82,0.7812,1.0
60,test,SU+Random,30018,-18960.5,39.95,0.8245,1.0
60,test,PPO,30018,1698.9,127.76,0.4931,3.645
60,test,SUS+CQI@0.80,30019,2351.4,125.95,0.487,4.0
60,test,SUS+PF,30019,-12316.7,61.45,0.7362,4.0
60,test,SUS+Random,30019,-10057.7,69.92,0.7032,4.0
60,test,SU+CQI,30019,-7011.3,91.31,0.6269,1.0
60,test,SU+PF,30019,-15312.9,52.96,0.7717,1.0
60,test,SU+Random,30019,-18367.2,38.39,0.8254,1.0
60,test,PPO,30019,1989.1,124.16,0.488,3.692
60,test,SUS+CQI@0.80,30020,-416.0,118.91,0.5301,3.999
60,test,SUS+PF,30020,-16968.9,46.76,0.8002,4.0
60,test,SUS+Random,30020,-14976.3,53.43,0.7724,4.0
60,test,SU+CQI,30020,-10079.7,83.66,0.6694,1.0
60,test,SU+PF,30020,-18450.4,45.03,0.8099,1.0
60,test,SU+Random,30020,-21267.8,31.36,0.8584,1.0
60,test,PPO,30020,-822.4,116.75,0.531,3.703
60,test,SUS+CQI@0.80,30021,4406.1,96.55,0.4213,3.986
60,test,SUS+PF,30021,-1497.9,69.65,0.5719,3.999
60,test,SUS+Random,30021,-799.3,71.54,0.5583,4.0
60,test,SU+CQI,30021,-115.2,79.89,0.5215,1.0
60,test,SU+PF,30021,-5633.2,53.89,0.6643,1.0
60,test,SU+Random,30021,-7842.1,43.21,0.722,1.0
60,test,PPO,30021,4773.5,98.25,0.4073,2.919
60,test,SUS+CQI@0.80,30022,-1229.5,128.5,0.5398,3.998
60,test,SUS+PF,30022,-18005.2,55.02,0.787,4.0
60,test,SUS+Random,30022,-13962.3,70.09,0.7342,4.0
60,test,SU+CQI,30022,-12557.7,86.47,0.6882,1.0
60,test,SU+PF,30022,-20742.3,49.04,0.8126,1.0
60,test,SU+Random,30022,-22471.9,38.47,0.8433,1.0
60,test,PPO,30022,-1229.5,128.03,0.5356,3.903
60,test,SUS+CQI@0.80,30023,-16376.6,150.13,0.6609,4.0
60,test,SUS+PF,30023,-40814.9,44.33,0.8862,4.0
60,test,SUS+Random,30023,-36798.8,58.33,0.8548,4.0
60,test,SU+CQI,30023,-32327.0,91.12,0.7916,1.0
60,test,SU+PF,30023,-42232.4,45.62,0.8858,1.0
60,test,SU+Random,30023,-44310.8,34.29,0.9079,1.0
60,test,PPO,30023,-16836.2,145.35,0.6641,3.999
60,test,SUS+CQI@0.80,30024,-11272.5,157.56,0.6266,4.0
60,test,SUS+PF,30024,-32667.2,62.76,0.837,4.0
60,test,SUS+Random,30024,-29735.9,73.96,0.8125,4.0
60,test,SU+CQI,30024,-27220.4,99.95,0.762,1.0
60,test,SU+PF,30024,-36555.2,54.98,0.8586,1.0
60,test,SU+Random,30024,-39250.8,40.96,0.888,1.0
60,test,PPO,30024,-10398.1,160.58,0.6158,3.996
60,test,SUS+CQI@0.80,30025,-6364.9,144.77,0.591,4.0
60,test,SUS+PF,30025,-26280.7,55.25,0.8299,4.0
60,test,SUS+Random,30025,-25318.6,57.95,0.8209,4.0
60,test,SU+CQI,30025,-21213.3,89.14,0.7461,1.0
60,test,SU+PF,30025,-29506.5,48.61,0.8502,1.0
60,test,SU+Random,30025,-32626.8,33.5,0.8888,1.0
60,test,PPO,30025,-7049.0,139.86,0.5972,3.993
60,test,SUS+CQI@0.80,30026,1828.4,111.18,0.4939,4.0
60,test,SUS+PF,30026,-10754.7,54.72,0.7339,4.0
60,test,SUS+Random,30026,-10318.0,55.44,0.7301,4.0
60,test,SU+CQI,30026,-6104.1,82.09,0.6238,1.0
60,test,SU+PF,30026,-13507.1,46.46,0.7712,1.0
60,test,SU+Random,30026,-16720.1,32.55,0.8316,1.0
60,test,PPO,30026,1695.2,110.27,0.4896,3.75
60,test,SUS+CQI@0.80,30027,-9831.9,141.63,0.6221,3.999
60,test,SUS+PF,30027,-27770.1,60.42,0.8245,4.0
60,test,SUS+Random,30027,-26480.4,64.33,0.8139,4.0
60,test,SU+CQI,30027,-24393.5,87.34,0.7637,1.0
60,test,SU+PF,30027,-31938.3,49.96,0.8537,1.0
60,test,SU+Random,30027,-34131.5,38.9,0.8806,1.0
60,test,PPO,30027,-10782.5,135.33,0.6311,3.998
60,test,SUS+CQI@0.80,30028,-6979.5,136.25,0.6008,4.0
60,test,SUS+PF,30028,-26714.0,48.18,0.8434,4.0
60,test,SUS+Random,30028,-25579.9,52.24,0.8321,4.0
60,test,SU+CQI,30028,-20207.0,87.97,0.7414,1.0
60,test,SU+PF,30028,-28766.4,46.07,0.8523,1.0
60,test,SU+Random,30028,-32024.8,30.89,0.8934,1.0
60,test,PPO,30028,-7757.7,130.64,0.6073,3.994
60,test,SUS+CQI@0.80,30029,-1889.1,146.2,0.5467,3.975
60,test,SUS+PF,30029,-19641.0,66.6,0.778,4.0
60,test,SUS+Random,30029,-17764.4,74.08,0.7567,3.999
60,test,SU+CQI,30029,-14844.6,99.16,0.6916,1.0
60,test,SU+PF,30029,-23858.1,55.98,0.8138,1.0
60,test,SU+Random,30029,-26731.9,41.92,0.853,1.0
60,test,PPO,30029,-1616.6,147.2,0.539,3.878
60,test,SUS+CQI@0.80,30030,-4672.1,162.26,0.5693,4.0
60,test,SUS+PF,30030,-27832.6,60.11,0.8266,4.0
60,test,SUS+Random,30030,-25021.6,71.83,0.7969,4.0
60,test,SU+CQI,30030,-21134.9,100.84,0.7301,1.0
60,test,SU+PF,30030,-30951.3,55.08,0.843,1.0
60,test,SU+Random,30030,-33942.9,40.83,0.8761,1.0
60,test,PPO,30030,-4370.5,163.18,0.564,3.881
60,test,SUS+CQI@0.80,30031,-3172.1,138.37,0.5623,4.0
60,test,SUS+PF,30031,-20641.4,58.93,0.7978,4.0
60,test,SUS+Random,30031,-21223.1,56.52,0.806,4.0
60,test,SU+CQI,30031,-15586.7,92.33,0.705,1.0
60,test,SU+PF,30031,-23949.3,51.1,0.8231,1.0
60,test,SU+Random,30031,-27532.4,35.22,0.8705,1.0
60,test,PPO,30031,-3646.0,135.39,0.5654,3.951
60,test,SUS+CQI@0.80,30032,1295.8,137.31,0.5054,4.0
60,test,SUS+PF,30032,-14503.6,66.74,0.7452,4.0
60,test,SUS+Random,30032,-13543.8,70.81,0.7324,4.0
60,test,SU+CQI,30032,-9077.4,99.72,0.6412,1.0
60,test,SU+PF,30032,-18115.9,57.35,0.7815,1.0
60,test,SU+Random,30032,-21699.2,41.24,0.8355,1.0
60,test,PPO,30032,1651.7,138.92,0.4957,3.651
60,test,SUS+CQI@0.80,30033,4517.1,104.54,0.4352,3.999
60,test,SUS+PF,30033,-2643.0,71.41,0.6016,4.0
60,test,SUS+Random,30033,-3293.9,68.7,0.6172,4.0
60,test,SU+CQI,30033,-271.6,88.32,0.5239,1.0
60,test,SU+PF,30033,-6869.0,56.28,0.681,1.0
60,test,SU+Random,30033,-10500.4,40.49,0.7624,1.0
60,test,PPO,30033,4922.4,106.35,0.4157,3.42
60,test,SUS+CQI@0.80,30034,-4646.7,163.06,0.5702,4.0
60,test,SUS+PF,30034,-28569.3,57.51,0.8335,4.0
60,test,SUS+Random,30034,-26668.7,65.35,0.8142,4.0
60,test,SU+CQI,30034,-21334.5,101.31,0.7307,1.0
60,test,SU+PF,30034,-31091.3,54.41,0.8447,1.0
60,test,SU+Random,30034,-34950.6,37.76,0.8857,1.0
60,test,PPO,30034,-4052.6,165.73,0.5615,3.913
60,test,SUS+CQI@0.80,30035,4415.0,112.49,0.4429,3.993
60,test,SUS+PF,30035,-2411.4,81.3,0.5876,4.0
60,test,SUS+Random,30035,-3164.2,78.12,0.6038,4.0
60,test,SU+CQI,30035,-597.5,95.23,0.5297,1.0
60,test,SU+PF,30035,-7690.4,62.43,0.6799,1.0
60,test,SU+Random,30035,-11538.3,44.52,0.7596,1.0
60,test,PPO,30035,5002.9,115.53,0.4229,3.173
60,test,SUS+CQI@0.80,30036,3900.3,94.22,0.4391,3.995
60,test,SUS+PF,30036,-1169.4,70.89,0.569,3.999
60,test,SUS+Random,30036,-1909.8,67.43,0.5887,3.999
60,test,SU+CQI,30036,751.6,83.76,0.5027,1.0
60,test,SU+PF,30036,-5067.3,56.03,0.6532,1.0
60,test,SU+Random,30036,-8640.1,40.19,0.7433,1.0
60,test,PPO,30036,4509.8,97.17,0.4143,2.974
60,test,SUS+CQI@0.80,30037,-6982.4,164.8,0.5867,4.0
60,test,SUS+PF,30037,-30379.6,61.5,0.8311,4.0
60,test,SUS+Random,30037,-28489.6,69.39,0.8127,4.0
60,test,SU+CQI,30037,-24486.9,100.89,0.746,1.0
60,test,SU+PF,30037,-33894.3,55.03,0.8503,1.0
60,test,SU+Random,30037,-37642.8,38.71,0.8885,1.0
60,test,PPO,30037,-6624.7,164.93,0.5827,3.986
60,test,SUS+CQI@0.80,30038,-8378.7,169.42,0.5968,3.978
60,test,SUS+PF,30038,-33655.5,58.36,0.8468,4.0
60,test,SUS+Random,30038,-31179.1,67.32,0.8258,4.0
60,test,SU+CQI,30038,-26812.1,100.23,0.7583,1.0
60,test,SU+PF,30038,-36704.4,52.59,0.8622,1.0
60,test,SU+Random,30038,-39644.5,38.79,0.8916,1.0
60,test,PPO,30038,-8849.2,165.75,0.6018,4.0
60,test,SUS+CQI@0.80,30039,4794.5,91.63,0.4095,3.999
60,test,SUS+PF,30039,-302.7,67.78,0.5535,3.999
60,test,SUS+Random,30039,-2472.4,58.11,0.6127,4.0
60,test,SU+CQI,30039,1394.1,79.95,0.4861,1.0
60,test,SU+PF,30039,-4019.1,53.1,0.6414,1.0
60,test,SU+Random,30039,-8008.5,35.88,0.7483,1.0
60,test,PPO,30039,5139.5,93.41,0.3906,3.089
