world,sched,seed,reward
STORM2,PPO,30038,-3376.1
STORM2,PPO,30039,1996.3
STORM2,PPO,30040,2074.4
STORM2,PPO,30041,2372.4
STORM2,PPO,30042,3911.5
STORM2,PPO,30043,8.7
STORM2,PPO,30044,3479.9
STORM2,PPO,30045,218.7
STORM2,PPO,30046,-3081.4
STORM2,PPO,30047,-245.5
STORM2,PPO,30048,1532.2
STORM2,PPO,30049,3473.9
STORM2,PPO,30050,2914.2
STORM2,PPO,30051,796.2
STORM2,PPO,30052,3110.6
STORM2,PPO,30053,1048.1
STORM2,PPO,30054,-107.6
STORM2,PPO,30055,-637.9
STORM2,PPO,30056,2817.1
STORM2,PPO,30057,5077.5
STORM2,PPO,30058,400.7
STORM2,PPO,30059,-1094.3
STORM2,PPO,30060,1288.8
STORM2,PPO,30061,1945.9
STORM2,PPO,30062,4900.7
STORM2,PPO,30063,2890.7
STORM2,PPO,30064,5902.6
STORM2,PPO,30065,4168.1
STORM2,PPO,30066,1329.3
STORM2,PPO,30067,371.6
STORM2,PPO,30068,1325.2
STORM2,PPO,30069,1249.3
STORM2,PPO,30070,-1785.1
STORM2,PPO,30071,703.2
STORM2,PPO,30072,1158.6
STORM2,PPO,30073,119.2
STORM2,PPO,30074,-45.6
STORM2,PPO,30075,1251.3
STORM2,PPO,30076,2685.8
STORM2,PPO,30077,6105.6
STORM2,PPO,30078,1554.7
STORM2,PPO,30079,4985.3
STORM2,PPO,30080,4470.2
STORM2,PPO,30081,2246.1
STORM2,PPO,30082,-2379.2
STORM2,PPO,30083,2536.8
STORM2,PPO,30084,-1556.1
STORM2,PPO,30085,-288.2
STORM2,PPO,30086,5940.0
STORM2,PPO,30087,-3035.2
STORM2,PPO,30088,-1793.9
STORM2,PPO,30089,3884.8
STORM2,PPO,30090,-2709.3
STORM2,PPO,30091,3063.8
STORM2,PPO,30092,-651.8
STORM2,PPO,30093,159.2
STORM2,PPO,30094,2906.4
STORM2,PPO,30095,1541.4
STORM2,PPO,30096,2263.8
STORM2,PPO,30097,-1315.3
STORM2,PPO,30098,-1102.8
STORM2,PPO,30099,-3374.1
STORM2,SUS+CQI,30000,2641.2
STORM2,SUS+CQI,30001,1011.5
STORM2,SUS+CQI,30002,-5431.6
STORM2,SUS+CQI,30003,-3582.3
STORM2,SUS+CQI,30004,-8.6
STORM2,SUS+CQI,30005,-493.9
STORM2,SUS+CQI,30006,-1764.7
STORM2,SUS+CQI,30007,4279.0
STORM2,SUS+CQI,30008,3405.4
STORM2,SUS+CQI,30009,5847.8
STORM2,SUS+CQI,30010,-195.5
STORM2,SUS+CQI,30011,-1757.5
STORM2,SUS+CQI,30012,888.6
STORM2,SUS+CQI,30013,-1977.4
STORM2,SUS+CQI,30014,-5133.8
STORM2,SUS+CQI,30015,399.0
STORM2,SUS+CQI,30016,2996.7
STORM2,SUS+CQI,30017,-2138.5
STORM2,SUS+CQI,30018,-520.1
STORM2,SUS+CQI,30019,-4457.1
STORM2,SUS+CQI,30020,942.5
STORM2,SUS+CQI,30021,4922.7
STORM2,SUS+CQI,30022,1643.9
STORM2,SUS+CQI,30023,547.3
STORM2,SUS+CQI,30024,490.6
STORM2,SUS+CQI,30025,5424.3
STORM2,SUS+CQI,30026,-1786.5
STORM2,SUS+CQI,30027,3096.7
STORM2,SUS+CQI,30028,5467.1
STORM2,SUS+CQI,30029,641.9
STORM2,SUS+CQI,30030,-1431.8
STORM2,SUS+CQI,30031,-3486.2
STORM2,SUS+CQI,30032,-3841.8
STORM2,SUS+CQI,30033,2757.7
STORM2,SUS+CQI,30034,624.5
STORM2,SUS+CQI,30035,4386.3
STORM2,SUS+CQI,30036,1205.1
STORM2,SUS+CQI,30037,1519.2
STORM2,SUS+CQI,30038,-3014.6
STORM2,SUS+CQI,30039,1322.2
STORM2,SUS+CQI,30040,1589.7
STORM2,SUS+CQI,30041,969.1
STORM2,SUS+CQI,30042,2750.9
STORM2,SUS+CQI,30043,-4.6
STORM2,SUS+CQI,30044,3120.0
STORM2,SUS+CQI,30045,130.8
STORM2,SUS+CQI,30046,-3172.2
STORM2,SUS+CQI,30047,-333.9
STORM2,SUS+CQI,30048,400.0
STORM2,SUS+CQI,30049,2757.2
STORM2,SUS+CQI,30050,2091.5
STORM2,SUS+CQI,30051,-46.4
STORM2,SUS+CQI,30052,2436.2
STORM2,SUS+CQI,30053,-71.3
STORM2,SUS+CQI,30054,-561.4
STORM2,SUS+CQI,30055,-843.7
STORM2,SUS+CQI,30056,2786.9
STORM2,SUS+CQI,30057,4567.4
STORM2,SUS+CQI,30058,-107.4
STORM2,SUS+CQI,30059,-1863.3
STORM2,SUS+CQI,30060,393.0
STORM2,SUS+CQI,30061,1023.8
STORM2,SUS+CQI,30062,3682.8
STORM2,SUS+CQI,30063,2324.7
STORM2,SUS+CQI,30064,5678.0
STORM2,SUS+CQI,30065,3851.7
STORM2,SUS+CQI,30066,1070.9
STORM2,SUS+CQI,30067,19.6
STORM2,SUS+CQI,30068,687.8
STORM2,SUS+CQI,30069,897.1
STORM2,SUS+CQI,30070,-2045.1
STORM2,SUS+CQI,30071,145.9
STORM2,SUS+CQI,30072,759.4
STORM2,SUS+CQI,30073,-743.7
STORM2,SUS+CQI,30074,-916.2
STORM2,SUS+CQI,30075,558.0
STORM2,SUS+CQI,30076,1830.1
STORM2,SUS+CQI,30077,5586.2
STORM2,SUS+CQI,30078,199.0
STORM2,SUS+CQI,30079,4049.9
STORM2,SUS+CQI,30080,4067.1
STORM2,SUS+CQI,30081,959.3
STORM2,SUS+CQI,30082,-2742.8
STORM2,SUS+CQI,30083,2369.1
STORM2,SUS+CQI,30084,-1879.9
STORM2,SUS+CQI,30085,-554.5
STORM2,SUS+CQI,30086,5183.8
STORM2,SUS+CQI,30087,-2944.1
STORM2,SUS+CQI,30088,-2282.4
STORM2,SUS+CQI,30089,3537.8
STORM2,SUS+CQI,30090,-2692.2
STORM2,SUS+CQI,30091,2522.9
STORM2,SUS+CQI,30092,-1252.8
STORM2,SUS+CQI,30093,-470.5
STORM2,SUS+CQI,30094,2240.0
STORM2,SUS+CQI,30095,944.1
STORM2,SUS+CQI,30096,1663.7
STORM2,SUS+CQI,30097,-1338.9
STORM2,SUS+CQI,30098,-1511.0
STORM2,SUS+CQI,30099,-3773.4
STORM2,SUS+PF,30000,-6351.5
STORM2,SUS+PF,30001,-5320.3
STORM2,SUS+PF,30002,-19430.9
STORM2,SUS+PF,30003,-13255.7
STORM2,SUS+PF,30004,-5829.0
STORM2,SUS+PF,30005,-10884.9
STORM2,SUS+PF,30006,-15144.5
STORM2,SUS+PF,30007,-852.8
STORM2,SUS+PF,30008,-3445.8
STORM2,SUS+PF,30009,3681.1
STORM2,SUS+PF,30010,-5227.4
STORM2,SUS+PF,30011,-17725.5
STORM2,SUS+PF,30012,-3138.3
STORM2,SUS+PF,30013,-19874.6
STORM2,SUS+PF,30014,-6376.8
STORM2,SUS+PF,30015,-15632.7
STORM2,SUS+PF,30016,-2938.4
STORM2,SUS+PF,30017,-14148.5
STORM2,SUS+PF,30018,-7679.1
STORM2,SUS+PF,30019,-14982.1
STORM2,SUS+PF,30020,-15745.1
STORM2,SUS+PF,30021,-319.1
STORM2,SUS+PF,30022,-5207.8
STORM2,SUS+PF,30023,-11102.5
STORM2,SUS+PF,30024,-5499.0
STORM2,SUS+PF,30025,-586.9
STORM2,SUS+PF,30026,-13426.4
STORM2,SUS+PF,30027,-4883.7
STORM2,SUS+PF,30028,4298.8
STORM2,SUS+PF,30029,-2079.5
STORM2,SUS+PF,30030,-16667.4
STORM2,SUS+PF,30031,-9450.4
STORM2,SUS+PF,30032,-18573.9
STORM2,SUS+PF,30033,-4001.6
STORM2,SUS+PF,30034,-14941.1
STORM2,SUS+PF,30035,-576.7
STORM2,SUS+PF,30036,-2720.7
STORM2,SUS+PF,30037,-1327.8
STORM2,SUS+PF,30038,-17397.7
STORM2,SUS+PF,30039,-4505.7
STORM2,SUS+PF,30040,-5980.0
STORM2,SUS+PF,30041,-4678.6
STORM2,SUS+PF,30042,-441.3
STORM2,SUS+PF,30043,-11847.6
STORM2,SUS+PF,30044,-1366.5
STORM2,SUS+PF,30045,-8746.3
STORM2,SUS+PF,30046,-16282.8
STORM2,SUS+PF,30047,-2704.6
STORM2,SUS+PF,30048,-4002.7
STORM2,SUS+PF,30049,-621.5
STORM2,SUS+PF,30050,-1509.4
STORM2,SUS+PF,30051,-15052.4
STORM2,SUS+PF,30052,-8383.6
STORM2,SUS+PF,30053,-5220.0
STORM2,SUS+PF,30054,-12392.8
STORM2,SUS+PF,30055,-13152.7
STORM2,SUS+PF,30056,-4887.1
STORM2,SUS+PF,30057,2170.8
STORM2,SUS+PF,30058,-13850.1
STORM2,SUS+PF,30059,-12042.8
STORM2,SUS+PF,30060,-1700.8
STORM2,SUS+PF,30061,-10346.7
STORM2,SUS+PF,30062,1779.8
STORM2,SUS+PF,30063,-10231.5
STORM2,SUS+PF,30064,5502.0
STORM2,SUS+PF,30065,-412.2
STORM2,SUS+PF,30066,-15922.2
STORM2,SUS+PF,30067,-5271.0
STORM2,SUS+PF,30068,-8376.7
STORM2,SUS+PF,30069,-11079.9
STORM2,SUS+PF,30070,-10577.6
STORM2,SUS+PF,30071,-13079.4
STORM2,SUS+PF,30072,-9110.6
STORM2,SUS+PF,30073,-6303.1
STORM2,SUS+PF,30074,-15720.9
STORM2,SUS+PF,30075,-12307.2
STORM2,SUS+PF,30076,-2887.7
STORM2,SUS+PF,30077,4173.5
STORM2,SUS+PF,30078,-3883.9
STORM2,SUS+PF,30079,-1172.3
STORM2,SUS+PF,30080,904.5
STORM2,SUS+PF,30081,-5268.5
STORM2,SUS+PF,30082,-18732.4
STORM2,SUS+PF,30083,-7788.4
STORM2,SUS+PF,30084,-17189.7
STORM2,SUS+PF,30085,-13193.8
STORM2,SUS+PF,30086,-2097.1
STORM2,SUS+PF,30087,-15000.4
STORM2,SUS+PF,30088,-17458.8
STORM2,SUS+PF,30089,-5539.5
STORM2,SUS+PF,30090,-15288.6
STORM2,SUS+PF,30091,-9516.3
STORM2,SUS+PF,30092,-5478.1
STORM2,SUS+PF,30093,-9335.3
STORM2,SUS+PF,30094,-210.8
STORM2,SUS+PF,30095,-9918.3
STORM2,SUS+PF,30096,-11789.8
STORM2,SUS+PF,30097,-16905.2
STORM2,SUS+PF,30098,-17491.5
STORM2,SUS+PF,30099,-12139.1
STORM2,SUS+Rnd,30000,-3968.7
STORM2,SUS+Rnd,30001,-4572.7
STORM2,SUS+Rnd,30002,-18471.3
STORM2,SUS+Rnd,30003,-12469.0
STORM2,SUS+Rnd,30004,-6244.5
STORM2,SUS+Rnd,30005,-10475.9
STORM2,SUS+Rnd,30006,-14959.5
STORM2,SUS+Rnd,30007,-110.9
STORM2,SUS+Rnd,30008,-2344.7
STORM2,SUS+Rnd,30009,2699.2
STORM2,SUS+Rnd,30010,-5081.3
STORM2,SUS+Rnd,30011,-13493.1
STORM2,SUS+Rnd,30012,-3097.3
STORM2,SUS+Rnd,30013,-17243.7
STORM2,SUS+Rnd,30014,-6219.6
STORM2,SUS+Rnd,30015,-12612.2
STORM2,SUS+Rnd,30016,-637.6
STORM2,SUS+Rnd,30017,-12595.8
STORM2,SUS+Rnd,30018,-7893.2
STORM2,SUS+Rnd,30019,-15322.1
STORM2,SUS+Rnd,30020,-12475.7
STORM2,SUS+Rnd,30021,214.3
STORM2,SUS+Rnd,30022,-4560.1
STORM2,SUS+Rnd,30023,-11676.0
STORM2,SUS+Rnd,30024,-5028.8
STORM2,SUS+Rnd,30025,-2083.0
STORM2,SUS+Rnd,30026,-12090.5
STORM2,SUS+Rnd,30027,-4260.8
STORM2,SUS+Rnd,30028,2674.3
STORM2,SUS+Rnd,30029,-3402.3
STORM2,SUS+Rnd,30030,-14240.9
STORM2,SUS+Rnd,30031,-10066.7
STORM2,SUS+Rnd,30032,-16304.7
STORM2,SUS+Rnd,30033,-4852.4
STORM2,SUS+Rnd,30034,-12060.9
STORM2,SUS+Rnd,30035,-135.7
STORM2,SUS+Rnd,30036,-2884.4
STORM2,SUS+Rnd,30037,-479.6
STORM2,SUS+Rnd,30038,-15122.5
STORM2,SUS+Rnd,30039,-3337.4
STORM2,SUS+Rnd,30040,-4660.4
STORM2,SUS+Rnd,30041,-3313.4
STORM2,SUS+Rnd,30042,229.3
STORM2,SUS+Rnd,30043,-10590.2
STORM2,SUS+Rnd,30044,-1560.5
STORM2,SUS+Rnd,30045,-9114.9
STORM2,SUS+Rnd,30046,-16742.2
STORM2,SUS+Rnd,30047,-3909.5
STORM2,SUS+Rnd,30048,-4876.3
STORM2,SUS+Rnd,30049,-1092.8
STORM2,SUS+Rnd,30050,-1797.4
STORM2,SUS+Rnd,30051,-12612.9
STORM2,SUS+Rnd,30052,-8351.7
STORM2,SUS+Rnd,30053,-5130.6
STORM2,SUS+Rnd,30054,-11019.9
STORM2,SUS+Rnd,30055,-12969.9
STORM2,SUS+Rnd,30056,-7527.0
STORM2,SUS+Rnd,30057,669.9
STORM2,SUS+Rnd,30058,-12280.1
STORM2,SUS+Rnd,30059,-12125.2
STORM2,SUS+Rnd,30060,-696.9
STORM2,SUS+Rnd,30061,-5105.4
STORM2,SUS+Rnd,30062,1214.7
STORM2,SUS+Rnd,30063,-8553.5
STORM2,SUS+Rnd,30064,5375.8
STORM2,SUS+Rnd,30065,339.9
STORM2,SUS+Rnd,30066,-13414.4
STORM2,SUS+Rnd,30067,-6184.2
STORM2,SUS+Rnd,30068,-9114.2
STORM2,SUS+Rnd,30069,-12473.9
STORM2,SUS+Rnd,30070,-12028.6
STORM2,SUS+Rnd,30071,-12831.0
STORM2,SUS+Rnd,30072,-8918.0
STORM2,SUS+Rnd,30073,-7745.1
STORM2,SUS+Rnd,30074,-15097.5
STORM2,SUS+Rnd,30075,-11344.3
STORM2,SUS+Rnd,30076,-3012.7
STORM2,SUS+Rnd,30077,2777.2
STORM2,SUS+Rnd,30078,-4708.2
STORM2,SUS+Rnd,30079,-556.4
STORM2,SUS+Rnd,30080,1260.1
STORM2,SUS+Rnd,30081,-5866.8
STORM2,SUS+Rnd,30082,-16995.6
STORM2,SUS+Rnd,30083,-5053.7
STORM2,SUS+Rnd,30084,-14112.9
STORM2,SUS+Rnd,30085,-11348.8
STORM2,SUS+Rnd,30086,1516.7
STORM2,SUS+Rnd,30087,-14339.5
STORM2,SUS+Rnd,30088,-15934.6
STORM2,SUS+Rnd,30089,-4479.3
STORM2,SUS+Rnd,30090,-14342.0
STORM2,SUS+Rnd,30091,-6231.4
STORM2,SUS+Rnd,30092,-6168.1
STORM2,SUS+Rnd,30093,-8074.8
STORM2,SUS+Rnd,30094,-1162.1
STORM2,SUS+Rnd,30095,-8405.9
STORM2,SUS+Rnd,30096,-11015.6
STORM2,SUS+Rnd,30097,-14791.8
STORM2,SUS+Rnd,30098,-15287.8
STORM2,SUS+Rnd,30099,-13025.1
STORM2,SU+CQI,30000,-2935.2
STORM2,SU+CQI,30001,-1587.8
STORM2,SU+CQI,30002,-14636.4
STORM2,SU+CQI,30003,-6558.4
STORM2,SU+CQI,30004,-4094.0
STORM2,SU+CQI,30005,-5767.6
STORM2,SU+CQI,30006,-10018.4
STORM2,SU+CQI,30007,-1128.8
STORM2,SU+CQI,30008,-1175.8
STORM2,SU+CQI,30009,3554.8
STORM2,SU+CQI,30010,-2149.8
STORM2,SU+CQI,30011,-9630.6
STORM2,SU+CQI,30012,-340.3
STORM2,SU+CQI,30013,-12238.5
STORM2,SU+CQI,30014,-4234.3
STORM2,SU+CQI,30015,-10975.0
STORM2,SU+CQI,30016,-4587.9
STORM2,SU+CQI,30017,-9333.8
STORM2,SU+CQI,30018,-7125.7
STORM2,SU+CQI,30019,-12434.0
STORM2,SU+CQI,30020,-8851.0
STORM2,SU+CQI,30021,666.3
STORM2,SU+CQI,30022,-2970.0
STORM2,SU+CQI,30023,-7866.2
STORM2,SU+CQI,30024,-1854.8
STORM2,SU+CQI,30025,-319.9
STORM2,SU+CQI,30026,-7072.0
STORM2,SU+CQI,30027,-2302.1
STORM2,SU+CQI,30028,3951.0
STORM2,SU+CQI,30029,-777.1
STORM2,SU+CQI,30030,-8683.9
STORM2,SU+CQI,30031,-5144.9
STORM2,SU+CQI,30032,-9803.0
STORM2,SU+CQI,30033,-2372.8
STORM2,SU+CQI,30034,-9193.8
STORM2,SU+CQI,30035,-482.0
STORM2,SU+CQI,30036,-1613.5
STORM2,SU+CQI,30037,-307.5
STORM2,SU+CQI,30038,-11047.7
STORM2,SU+CQI,30039,-536.5
STORM2,SU+CQI,30040,-3268.5
STORM2,SU+CQI,30041,-2780.5
STORM2,SU+CQI,30042,1383.4
STORM2,SU+CQI,30043,-8953.3
STORM2,SU+CQI,30044,-1369.4
STORM2,SU+CQI,30045,-5986.6
STORM2,SU+CQI,30046,-9098.3
STORM2,SU+CQI,30047,-926.2
STORM2,SU+CQI,30048,-1561.3
STORM2,SU+CQI,30049,34.9
STORM2,SU+CQI,30050,-78.1
STORM2,SU+CQI,30051,-8212.3
STORM2,SU+CQI,30052,-6341.9
STORM2,SU+CQI,30053,-1954.0
STORM2,SU+CQI,30054,-7298.4
STORM2,SU+CQI,30055,-9600.4
STORM2,SU+CQI,30056,-4104.6
STORM2,SU+CQI,30057,1605.6
STORM2,SU+CQI,30058,-8624.4
STORM2,SU+CQI,30059,-7939.4
STORM2,SU+CQI,30060,-1396.1
STORM2,SU+CQI,30061,-3795.5
STORM2,SU+CQI,30062,2317.8
STORM2,SU+CQI,30063,-4828.6
STORM2,SU+CQI,30064,4933.9
STORM2,SU+CQI,30065,2229.8
STORM2,SU+CQI,30066,-9353.1
STORM2,SU+CQI,30067,-2020.9
STORM2,SU+CQI,30068,-4616.0
STORM2,SU+CQI,30069,-7674.8
STORM2,SU+CQI,30070,-7893.8
STORM2,SU+CQI,30071,-9044.6
STORM2,SU+CQI,30072,-5732.2
STORM2,SU+CQI,30073,-5685.5
STORM2,SU+CQI,30074,-9794.9
STORM2,SU+CQI,30075,-7143.6
STORM2,SU+CQI,30076,-482.4
STORM2,SU+CQI,30077,1791.6
STORM2,SU+CQI,30078,-558.6
STORM2,SU+CQI,30079,-102.7
STORM2,SU+CQI,30080,602.0
STORM2,SU+CQI,30081,-2572.9
STORM2,SU+CQI,30082,-12250.2
STORM2,SU+CQI,30083,-1189.7
STORM2,SU+CQI,30084,-9628.1
STORM2,SU+CQI,30085,-9593.1
STORM2,SU+CQI,30086,805.5
STORM2,SU+CQI,30087,-9142.2
STORM2,SU+CQI,30088,-9980.8
STORM2,SU+CQI,30089,-1859.1
STORM2,SU+CQI,30090,-8412.4
STORM2,SU+CQI,30091,-4318.8
STORM2,SU+CQI,30092,-2059.5
STORM2,SU+CQI,30093,-4875.4
STORM2,SU+CQI,30094,547.0
STORM2,SU+CQI,30095,-5891.3
STORM2,SU+CQI,30096,-7453.9
STORM2,SU+CQI,30097,-10305.9
STORM2,SU+CQI,30098,-7114.1
STORM2,SU+CQI,30099,-6806.5
STORM2,SU+PF,30000,-12201.4
STORM2,SU+PF,30001,-9271.7
STORM2,SU+PF,30002,-22368.2
STORM2,SU+PF,30003,-14257.8
STORM2,SU+PF,30004,-8963.0
STORM2,SU+PF,30005,-13610.0
STORM2,SU+PF,30006,-18054.4
STORM2,SU+PF,30007,-6826.5
STORM2,SU+PF,30008,-8580.0
STORM2,SU+PF,30009,-1380.7
STORM2,SU+PF,30010,-8183.2
STORM2,SU+PF,30011,-20205.9
STORM2,SU+PF,30012,-6479.3
STORM2,SU+PF,30013,-22752.6
STORM2,SU+PF,30014,-7813.8
STORM2,SU+PF,30015,-20867.2
STORM2,SU+PF,30016,-10827.0
STORM2,SU+PF,30017,-17391.1
STORM2,SU+PF,30018,-12951.3
STORM2,SU+PF,30019,-19055.4
STORM2,SU+PF,30020,-19321.8
STORM2,SU+PF,30021,-7339.8
STORM2,SU+PF,30022,-9384.4
STORM2,SU+PF,30023,-16816.6
STORM2,SU+PF,30024,-9101.1
STORM2,SU+PF,30025,-8083.0
STORM2,SU+PF,30026,-16465.7
STORM2,SU+PF,30027,-9637.1
STORM2,SU+PF,30028,-673.3
STORM2,SU+PF,30029,-6072.6
STORM2,SU+PF,30030,-19876.2
STORM2,SU+PF,30031,-11572.1
STORM2,SU+PF,30032,-20746.4
STORM2,SU+PF,30033,-10525.9
STORM2,SU+PF,30034,-19451.4
STORM2,SU+PF,30035,-7557.9
STORM2,SU+PF,30036,-7520.6
STORM2,SU+PF,30037,-6606.4
STORM2,SU+PF,30038,-19892.2
STORM2,SU+PF,30039,-8462.3
STORM2,SU+PF,30040,-10389.9
STORM2,SU+PF,30041,-10267.6
STORM2,SU+PF,30042,-5265.3
STORM2,SU+PF,30043,-16832.5
STORM2,SU+PF,30044,-8499.9
STORM2,SU+PF,30045,-12869.9
STORM2,SU+PF,30046,-19982.1
STORM2,SU+PF,30047,-5400.1
STORM2,SU+PF,30048,-8253.9
STORM2,SU+PF,30049,-5852.4
STORM2,SU+PF,30050,-5023.4
STORM2,SU+PF,30051,-18703.0
STORM2,SU+PF,30052,-14717.0
STORM2,SU+PF,30053,-9318.5
STORM2,SU+PF,30054,-16918.8
STORM2,SU+PF,30055,-17411.1
STORM2,SU+PF,30056,-11281.1
STORM2,SU+PF,30057,-4787.0
STORM2,SU+PF,30058,-18486.9
STORM2,SU+PF,30059,-16761.9
STORM2,SU+PF,30060,-7813.8
STORM2,SU+PF,30061,-14439.1
STORM2,SU+PF,30062,-3802.8
STORM2,SU+PF,30063,-15542.2
STORM2,SU+PF,30064,376.0
STORM2,SU+PF,30065,-4475.2
STORM2,SU+PF,30066,-21067.6
STORM2,SU+PF,30067,-8296.6
STORM2,SU+PF,30068,-12505.3
STORM2,SU+PF,30069,-17031.1
STORM2,SU+PF,30070,-15032.1
STORM2,SU+PF,30071,-18469.9
STORM2,SU+PF,30072,-13330.6
STORM2,SU+PF,30073,-12355.5
STORM2,SU+PF,30074,-20523.2
STORM2,SU+PF,30075,-16367.5
STORM2,SU+PF,30076,-6105.9
STORM2,SU+PF,30077,-1561.6
STORM2,SU+PF,30078,-6625.1
STORM2,SU+PF,30079,-7021.0
STORM2,SU+PF,30080,-5699.6
STORM2,SU+PF,30081,-10291.4
STORM2,SU+PF,30082,-22370.2
STORM2,SU+PF,30083,-11847.2
STORM2,SU+PF,30084,-20139.9
STORM2,SU+PF,30085,-17751.0
STORM2,SU+PF,30086,-7860.4
STORM2,SU+PF,30087,-17847.9
STORM2,SU+PF,30088,-20873.1
STORM2,SU+PF,30089,-9835.9
STORM2,SU+PF,30090,-17734.5
STORM2,SU+PF,30091,-13419.8
STORM2,SU+PF,30092,-7316.5
STORM2,SU+PF,30093,-12495.0
STORM2,SU+PF,30094,-7246.5
STORM2,SU+PF,30095,-14237.3
STORM2,SU+PF,30096,-16725.5
STORM2,SU+PF,30097,-19917.4
STORM2,SU+PF,30098,-19907.4
STORM2,SU+PF,30099,-15046.5
STORM2,SU+Rnd,30000,-13214.4
STORM2,SU+Rnd,30001,-11423.8
STORM2,SU+Rnd,30002,-25005.7
STORM2,SU+Rnd,30003,-16437.8
STORM2,SU+Rnd,30004,-10899.4
STORM2,SU+Rnd,30005,-16185.1
STORM2,SU+Rnd,30006,-20575.1
STORM2,SU+Rnd,30007,-8895.1
STORM2,SU+Rnd,30008,-9743.1
STORM2,SU+Rnd,30009,-4727.0
STORM2,SU+Rnd,30010,-10422.7
STORM2,SU+Rnd,30011,-21966.1
STORM2,SU+Rnd,30012,-8988.9
STORM2,SU+Rnd,30013,-24948.8
STORM2,SU+Rnd,30014,-9774.2
STORM2,SU+Rnd,30015,-21405.3
STORM2,SU+Rnd,30016,-11250.8
STORM2,SU+Rnd,30017,-19260.2
STORM2,SU+Rnd,30018,-15018.0
STORM2,SU+Rnd,30019,-20562.7
STORM2,SU+Rnd,30020,-21142.2
STORM2,SU+Rnd,30021,-8932.3
STORM2,SU+Rnd,30022,-11087.0
STORM2,SU+Rnd,30023,-19340.5
STORM2,SU+Rnd,30024,-11533.8
STORM2,SU+Rnd,30025,-11017.5
STORM2,SU+Rnd,30026,-19443.5
STORM2,SU+Rnd,30027,-12074.1
STORM2,SU+Rnd,30028,-4003.2
STORM2,SU+Rnd,30029,-9064.2
STORM2,SU+Rnd,30030,-22151.5
STORM2,SU+Rnd,30031,-14568.5
STORM2,SU+Rnd,30032,-23489.1
STORM2,SU+Rnd,30033,-13244.9
STORM2,SU+Rnd,30034,-22005.3
STORM2,SU+Rnd,30035,-10255.5
STORM2,SU+Rnd,30036,-10169.9
STORM2,SU+Rnd,30037,-7775.6
STORM2,SU+Rnd,30038,-21876.0
STORM2,SU+Rnd,30039,-11371.2
STORM2,SU+Rnd,30040,-11786.8
STORM2,SU+Rnd,30041,-12354.0
STORM2,SU+Rnd,30042,-7995.9
STORM2,SU+Rnd,30043,-19273.1
STORM2,SU+Rnd,30044,-10377.3
STORM2,SU+Rnd,30045,-15458.8
STORM2,SU+Rnd,30046,-23077.3
STORM2,SU+Rnd,30047,-9260.9
STORM2,SU+Rnd,30048,-11678.4
STORM2,SU+Rnd,30049,-7564.4
STORM2,SU+Rnd,30050,-8180.3
STORM2,SU+Rnd,30051,-21365.3
STORM2,SU+Rnd,30052,-17586.5
STORM2,SU+Rnd,30053,-12252.3
STORM2,SU+Rnd,30054,-18159.1
STORM2,SU+Rnd,30055,-19656.2
STORM2,SU+Rnd,30056,-15150.4
STORM2,SU+Rnd,30057,-7156.5
STORM2,SU+Rnd,30058,-21029.3
STORM2,SU+Rnd,30059,-19243.4
STORM2,SU+Rnd,30060,-7803.2
STORM2,SU+Rnd,30061,-15459.9
STORM2,SU+Rnd,30062,-6014.4
STORM2,SU+Rnd,30063,-18382.3
STORM2,SU+Rnd,30064,-2696.2
STORM2,SU+Rnd,30065,-7526.0
STORM2,SU+Rnd,30066,-23043.0
STORM2,SU+Rnd,30067,-11012.9
STORM2,SU+Rnd,30068,-15452.9
STORM2,SU+Rnd,30069,-20377.1
STORM2,SU+Rnd,30070,-17405.4
STORM2,SU+Rnd,30071,-21289.1
STORM2,SU+Rnd,30072,-16323.2
STORM2,SU+Rnd,30073,-16207.5
STORM2,SU+Rnd,30074,-23358.0
STORM2,SU+Rnd,30075,-19074.0
STORM2,SU+Rnd,30076,-8054.8
STORM2,SU+Rnd,30077,-4339.2
STORM2,SU+Rnd,30078,-10377.1
STORM2,SU+Rnd,30079,-8851.8
STORM2,SU+Rnd,30080,-6018.6
STORM2,SU+Rnd,30081,-13087.4
STORM2,SU+Rnd,30082,-24637.5
STORM2,SU+Rnd,30083,-14174.8
STORM2,SU+Rnd,30084,-21678.4
STORM2,SU+Rnd,30085,-19622.1
STORM2,SU+Rnd,30086,-8878.8
STORM2,SU+Rnd,30087,-19960.5
STORM2,SU+Rnd,30088,-23576.0
STORM2,SU+Rnd,30089,-12518.5
STORM2,SU+Rnd,30090,-20171.2
STORM2,SU+Rnd,30091,-14597.0
STORM2,SU+Rnd,30092,-10427.9
STORM2,SU+Rnd,30093,-14273.7
STORM2,SU+Rnd,30094,-9639.6
STORM2,SU+Rnd,30095,-16051.9
STORM2,SU+Rnd,30096,-19348.9
STORM2,SU+Rnd,30097,-22326.8
STORM2,SU+Rnd,30098,-21920.8
STORM2,SU+Rnd,30099,-17742.1
8,PPO,30000,3539.9
8,PPO,30001,5648.9
8,PPO,30002,4049.7
8,PPO,30003,2490.1
8,PPO,30004,4515.4
8,PPO,30005,3670.3
8,PPO,30006,2096.0
8,PPO,30007,2772.2
8,PPO,30008,4446.1
8,PPO,30009,2231.6
8,PPO,30010,4250.8
8,PPO,30011,5630.4
8,PPO,30012,1557.3
