config,sched,seed,n_active,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
V60max,PPO,30040,20,4594.3,90.68,88.49,0.5936,0.4031,3.059
V60max,SUS+CQI@0.75,30040,20,4025.4,91.18,85.92,0.5729,0.4239,3.961
V60max,SUS+PF,30040,20,-854.1,75.3,64.45,0.4355,0.5592,3.997
V60max,SUS+Random,30040,20,-712.3,76.05,64.49,0.4367,0.5587,3.999
V60max,SU+CQI,30040,20,35.3,74.1,71.77,0.4765,0.5199,1.0
V60max,SU+PF,30040,20,-4289.0,60.25,51.11,0.3482,0.6458,1.0
V60max,SU+Random,30040,20,-7146.3,51.73,38.26,0.2673,0.7267,1.0
V60max,PPO,30041,22,4786.4,84.8,83.39,0.6142,0.3832,2.683
V60max,SUS+CQI@0.75,30041,22,3808.3,83.33,78.6,0.5784,0.4185,3.933
V60max,SUS+PF,30041,22,1255.5,75.56,67.34,0.4972,0.4987,3.976
V60max,SUS+Random,30041,22,1185.7,75.04,66.82,0.4946,0.501,3.992
V60max,SU+CQI,30041,22,2122.6,75.15,73.1,0.5357,0.4608,1.0
V60max,SU+PF,30041,22,-763.0,66.19,59.51,0.442,0.5532,1.0
V60max,SU+Random,30041,22,-4139.9,55.56,44.0,0.3338,0.6601,1.0
V60max,PPO,30042,18,5899.7,78.27,76.4,0.6764,0.3211,2.715
V60max,SUS+CQI@0.75,30042,18,4533.4,76.19,70.1,0.619,0.378,3.941
V60max,SUS+PF,30042,18,3462.4,72.79,65.48,0.5797,0.4161,3.954
V60max,SUS+Random,30042,18,2783.7,70.61,62.56,0.5534,0.4418,3.981
V60max,SU+CQI,30042,18,3997.8,72.27,69.29,0.6085,0.3889,1.0
V60max,SU+PF,30042,18,2478.1,67.89,62.16,0.548,0.4488,1.0
V60max,SU+Random,30042,18,-1190.3,55.18,45.14,0.4099,0.584,1.0
V60max,PPO,30043,28,5165.4,116.9,114.98,0.5762,0.4209,3.178
V60max,SUS+CQI@0.75,30043,28,4655.8,117.28,112.54,0.5624,0.4349,3.99
V60max,SUS+PF,30043,28,-3626.8,90.91,75.65,0.3839,0.6119,4.0
V60max,SUS+Random,30043,28,-3090.8,92.14,77.18,0.3945,0.6009,4.0
V60max,SU+CQI,30043,28,-2859.4,86.68,84.43,0.4207,0.576,1.0
V60max,SU+PF,30043,28,-8216.8,69.41,58.75,0.3004,0.6944,1.0
V60max,SU+Random,30043,28,-11623.1,59.66,43.44,0.2284,0.7663,1.0
V60max,PPO,30044,23,7314.5,110.9,109.0,0.6432,0.3541,3.133
V60max,SUS+CQI@0.75,30044,23,6549.4,110.19,105.35,0.6208,0.3766,3.926
V60max,SUS+PF,30044,23,3981.1,102.21,93.81,0.5552,0.4417,3.974
