config,sched,seed,n_active,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
STORM2,SUS+Random,30008,19,-2344.7,79.16,64.21,0.3955,0.5958,3.999
STORM2,SU+PF,30008,19,-8580.0,50.68,41.68,0.2601,0.7324,1.0
STORM2,SU+Random,30008,19,-9743.1,49.72,35.52,0.226,0.7673,1.0
STORM2,SUS+PF,30009,16,3681.1,85.92,76.69,0.5579,0.4337,3.985
STORM2,SUS+Random,30009,16,2699.2,82.03,72.35,0.5281,0.4629,3.993
STORM2,SU+PF,30009,16,-1380.7,63.83,56.54,0.4167,0.5762,1.0
STORM2,SU+Random,30009,16,-4727.0,53.47,42.1,0.3161,0.6769,1.0
STORM2,SUS+PF,30010,18,-5227.4,62.51,50.29,0.3262,0.6659,4.0
STORM2,SUS+Random,30010,18,-5081.3,62.17,51.19,0.3312,0.6613,4.0
STORM2,SU+PF,30010,18,-8183.2,48.11,39.42,0.2576,0.7348,1.0
STORM2,SU+Random,30010,18,-10422.7,41.84,29.57,0.197,0.7954,1.0
STORM2,SUS+PF,30011,30,-17725.5,68.09,48.78,0.1945,0.7952,4.0
STORM2,SUS+Random,30011,30,-13493.1,84.08,65.26,0.2564,0.7346,4.0
STORM2,SU+PF,30011,30,-20205.9,52.42,41.92,0.1667,0.827,1.0
STORM2,SU+Random,30011,30,-21966.1,48.51,33.51,0.1379,0.8551,1.0
STORM2,SUS+PF,30012,17,-3138.3,65.25,55.46,0.3779,0.6144,3.998
STORM2,SUS+Random,30012,17,-3097.3,64.58,55.77,0.3797,0.6138,4.0
STORM2,SU+PF,30012,17,-6479.3,49.94,42.26,0.2933,0.7012,1.0
STORM2,SU+Random,30012,17,-8988.9,41.95,31.93,0.2236,0.7711,1.0
