config,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
STORM,SUS+CQI@0.75,30000,3687.9,114.67,110.36,0.5443,0.4521,3.996
STORM,SUS+CQI@0.75,30001,2322.8,92.5,86.44,0.5235,0.472,3.983
STORM,SUS+CQI@0.75,30002,-3229.3,128.14,118.77,0.4253,0.5705,4.0
STORM,SUS+CQI@0.75,30003,-2616.7,83.18,76.63,0.4153,0.5808,3.999
STORM,SUS+CQI@0.75,30004,2450.2,89.06,82.99,0.5254,0.4705,3.989
STORM,SUS+CQI@0.75,30005,1781.8,112.31,105.18,0.4994,0.4963,3.991
STORM,SUS+CQI@0.75,30006,217.3,123.42,115.37,0.4726,0.5229,4.0
STORM,SUS+CQI@0.75,30007,5295.9,103.21,99.35,0.5961,0.401,3.969
STORM,SUS+CQI@0.80,30000,3571.3,114.22,109.97,0.5422,0.4541,3.989
STORM,SUS+CQI@0.80,30001,2186.4,92.1,85.86,0.5201,0.4758,3.954
STORM,SUS+CQI@0.80,30002,-3326.0,128.13,118.2,0.4233,0.5724,4.0
STORM,SUS+CQI@0.80,30003,-2823.5,82.73,75.55,0.41,0.586,3.996
STORM,SUS+CQI@0.80,30004,2247.0,88.42,82.17,0.5204,0.4754,3.977
STORM,SUS+CQI@0.80,30005,1671.9,112.14,104.67,0.497,0.4986,3.991
STORM,SUS+CQI@0.80,30006,276.6,123.86,115.2,0.4729,0.5226,4.0
STORM,SUS+CQI@0.80,30007,5291.5,103.15,99.32,0.5958,0.4012,3.937
STORM,SU+CQI,30000,-1657.8,92.17,90.26,0.4457,0.5503,1.0
STORM,SU+CQI,30001,-606.4,78.25,76.42,0.4635,0.5322,1.0
STORM,SU+CQI,30002,-13484.3,84.29,82.12,0.2929,0.7022,1.0
STORM,SU+CQI,30003,-5935.7,67.15,65.32,0.354,0.6419,1.0
STORM,SU+CQI,30004,-2444.1,68.09,65.25,0.4128,0.5828,1.0
STORM,SU+CQI,30005,-4380.6,85.74,83.46,0.3952,0.6003,1.0
STORM,SU+CQI,30006,-8923.6,84.84,82.34,0.3356,0.6594,1.0
STORM,SU+CQI,30007,147.3,82.23,80.04,0.4792,0.5171,1.0
STORM,PPO-HL,30000,4420.3,115.73,113.87,0.5623,0.4342,2.759
STORM,PPO-HL,30001,3194.8,93.29,90.92,0.5506,0.4456,2.761
STORM,PPO-HL,30002,-3072.9,125.73,119.33,0.429,0.5666,3.978
STORM,PPO-HL,30003,-1995.9,82.67,80.22,0.4355,0.5606,2.644
STORM,PPO-HL,30004,2848.9,88.92,85.0,0.538,0.4575,3.528
STORM,PPO-HL,30005,2393.0,112.36,108.06,0.5132,0.4823,3.565
STORM,PPO-HL,30006,96.5,120.88,114.19,0.4704,0.5247,3.917
STORM,PPO-HL,30007,6110.1,104.87,103.08,0.6186,0.3786,2.97
