config,sched,seed,n_active,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
CSI02,PPO,30040,20,3996.8,88.73,85.93,0.5763,0.4201,3.138
CSI02,SUS+CQI@0.70,30040,20,3561.6,89.34,83.81,0.5595,0.4358,3.979
CSI02,SUS+PF,30040,20,-2393.3,70.09,57.97,0.3923,0.5969,3.999
CSI02,SUS+Random,30040,20,-1898.7,71.44,59.77,0.4051,0.5864,4.0
CSI02,SU+CQI,30040,20,-863.2,70.62,67.94,0.4519,0.5444,1.0
CSI02,SU+PF,30040,20,-6706.8,51.11,41.14,0.2826,0.7084,1.0
CSI02,SU+Random,30040,20,-8129.8,46.96,34.73,0.2435,0.7489,1.0
CSI02,PPO,30041,22,4159.4,82.51,80.69,0.5941,0.4003,2.74
CSI02,SUS+CQI@0.70,30041,22,3116.8,81.1,75.65,0.5563,0.438,3.969
CSI02,SUS+PF,30041,22,424.0,72.15,63.93,0.473,0.516,3.992
CSI02,SUS+Random,30041,22,463.4,72.55,63.73,0.4716,0.5188,3.996
CSI02,SU+CQI,30041,22,1358.9,72.23,69.87,0.5124,0.4837,1.0
CSI02,SU+PF,30041,22,-2513.8,59.51,52.08,0.3891,0.6046,1.0
CSI02,SU+Random,30041,22,-4956.7,51.78,41.05,0.3117,0.6812,1.0
CSI02,PPO,30042,18,4867.6,74.51,72.04,0.6388,0.3559,2.674
CSI02,SUS+CQI@0.70,30042,18,3772.3,73.46,66.92,0.5906,0.4018,3.976
CSI02,SUS+PF,30042,18,2774.1,70.19,62.84,0.555,0.4343,3.985
CSI02,SUS+Random,30042,18,2074.3,67.98,59.79,0.5272,0.4626,3.997
CSI02,SU+CQI,30042,18,3196.1,68.89,66.15,0.5808,0.4154,1.0
CSI02,SU+PF,30042,18,919.8,61.51,55.62,0.4932,0.5012,1.0
CSI02,SU+Random,30042,18,-2397.8,50.4,40.56,0.368,0.624,1.0
CSI02,PPO,30043,28,4091.4,112.88,110.19,0.5528,0.4424,3.372
CSI02,SUS+CQI@0.70,30043,28,3641.2,113.39,108.22,0.5413,0.4542,3.998
CSI02,SUS+PF,30043,28,-5512.8,83.78,67.74,0.3457,0.6469,4.0
CSI02,SUS+Random,30043,28,-4671.2,86.38,70.84,0.3625,0.6306,4.0
CSI02,SU+CQI,30043,28,-3627.8,83.53,81.19,0.4057,0.5908,1.0
CSI02,SU+PF,30043,28,-10277.0,60.82,50.91,0.2606,0.7336,1.0
CSI02,SU+Random,30043,28,-12912.1,53.71,38.78,0.2044,0.7897,1.0
CSI02,PPO,30044,23,5766.0,105.28,102.21,0.6041,0.3897,3.296
CSI02,SUS+CQI@0.70,30044,23,5146.1,105.23,99.28,0.5853,0.4091,3.977
CSI02,SUS+PF,30044,23,2118.8,95.52,85.59,0.5086,0.4833,3.997
CSI02,SUS+Random,30044,23,1548.2,93.25,82.86,0.4933,0.5,3.999
CSI02,SU+CQI,30044,23,1376.1,88.45,86.49,0.5082,0.4886,1.0
CSI02,SU+PF,30044,23,-4466.0,67.63,60.32,0.3607,0.6336,1.0
CSI02,SU+Random,30044,23,-6359.4,62.48,51.04,0.3121,0.682,1.0
CSI02,PPO,30045,24,4568.8,48.07,46.74,0.7588,0.2345,2.321
CSI02,SUS+CQI@0.70,30045,24,4147.3,47.65,44.76,0.7246,0.2619,3.81
CSI02,SUS+PF,30045,24,3908.4,47.15,43.58,0.7067,0.2793,3.843
CSI02,SUS+Random,30045,24,3504.8,45.88,41.55,0.6771,0.3048,3.907
CSI02,SU+CQI,30045,24,4206.5,47.15,45.47,0.7333,0.2626,1.0
CSI02,SU+PF,30045,24,3695.9,45.78,42.96,0.6965,0.2982,1.0
CSI02,SU+Random,30045,24,1859.6,40.33,34.29,0.5634,0.4269,1.0
CSI02,PPO,30046,31,5141.5,75.17,71.95,0.6472,0.3436,3.173
CSI02,SUS+CQI@0.70,30046,31,4628.0,77.07,69.76,0.6173,0.3703,3.998
CSI02,SUS+PF,30046,31,2665.0,72.72,59.82,0.5369,0.4508,4.0
CSI02,SUS+Random,30046,31,182.2,64.29,49.35,0.4448,0.5443,4.0
CSI02,SU+CQI,30046,31,2901.7,67.95,64.69,0.5696,0.4268,1.0
CSI02,SU+PF,30046,31,83.8,60.72,50.41,0.455,0.54,1.0
CSI02,SU+Random,30046,31,-3915.1,47.47,33.05,0.3072,0.6863,1.0
CSI02,PPO,30047,17,983.9,69.32,66.05,0.5003,0.4941,2.628
CSI02,SUS+CQI@0.70,30047,17,701.0,71.75,64.33,0.4834,0.5109,3.993
CSI02,SUS+PF,30047,17,-941.4,66.79,57.04,0.4302,0.5614,3.99
CSI02,SUS+Random,30047,17,-2381.1,61.21,51.01,0.3855,0.6059,3.999
CSI02,SU+CQI,30047,17,175.3,67.1,63.71,0.4769,0.5193,1.0
CSI02,SU+PF,30047,17,-2892.8,56.68,49.48,0.3758,0.6178,1.0
CSI02,SU+Random,30047,17,-6854.1,43.5,32.77,0.2544,0.7394,1.0
CSI02,PPO,30048,20,3571.2,69.17,66.63,0.5956,0.4003,2.575
CSI02,SUS+CQI@0.70,30048,20,2846.4,69.5,63.0,0.5598,0.4354,3.992
CSI02,SUS+PF,30048,20,1096.9,64.95,54.7,0.4911,0.5018,3.999
