config,sched,seed,n_active,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
D26,PPO-strict,30044,23,7328.2,110.04,105.65,0.6264,0.3724,3.19
D26,SUS+CQI@0.80,30044,23,6334.3,108.96,101.34,0.5988,0.3999,3.8
D26,SUS+PF,30044,23,3749.1,101.59,89.43,0.5331,0.4654,3.886
D26,SUS+Random,30044,23,3025.2,99.51,85.49,0.5124,0.486,3.936
D26,SU+CQI,30044,23,2447.2,91.26,88.55,0.5216,0.477,1.0
D26,SU+PF,30044,23,-2187.7,76.26,67.71,0.4057,0.5927,1.0
D26,SU+Random,30044,23,-5243.9,68.7,52.69,0.3255,0.6722,1.0
D26,PPO-strict,30045,24,4900.2,48.75,47.05,0.7629,0.2363,2.353
D26,SUS+CQI@0.80,30045,24,4460.4,48.43,44.92,0.7271,0.2721,3.28
D26,SUS+PF,30045,24,4299.4,48.09,44.11,0.7154,0.2836,3.312
D26,SUS+Random,30045,24,3991.4,47.21,42.52,0.6926,0.3061,3.44
D26,SU+CQI,30045,24,4592.9,48.08,45.94,0.7414,0.2578,1.0
D26,SU+PF,30045,24,4302.4,47.54,44.52,0.7195,0.2795,1.0
D26,SU+Random,30045,24,2751.7,43.3,36.92,0.6073,0.3904,1.0
D26,PPO-strict,30046,31,6510.9,79.48,75.45,0.6807,0.3184,3.089
D26,SUS+CQI@0.80,30046,31,5531.3,80.93,70.87,0.6296,0.3693,3.918
D26,SUS+PF,30046,31,3674.0,77.65,61.38,0.5527,0.4465,3.949
D26,SUS+Random,30046,31,1608.0,70.91,52.58,0.4765,0.5221,3.974
D26,SU+CQI,30046,31,4224.5,72.54,68.05,0.6004,0.3987,1.0
D26,SU+PF,30046,31,2318.0,69.34,57.73,0.5197,0.4793,1.0
D26,SU+Random,30046,31,-2341.5,55.12,36.77,0.3457,0.6528,1.0
D26,PPO-strict,30047,17,1585.6,71.27,66.51,0.5057,0.4921,2.733
D26,SUS+CQI@0.80,30047,17,607.0,72.48,62.12,0.4659,0.532,3.871
D26,SUS+PF,30047,17,-837.9,68.14,55.85,0.4201,0.5776,3.934
D26,SUS+Random,30047,17,-2409.6,62.73,49.15,0.3714,0.6262,3.965
D26,SU+CQI,30047,17,829.9,69.64,64.91,0.4845,0.5135,1.0
D26,SU+PF,30047,17,-1331.6,63.78,54.57,0.413,0.5849,1.0
D26,SU+Random,30047,17,-6263.5,48.26,33.06,0.2595,0.7378,1.0
D26,PPO-strict,30048,20,4329.3,71.1,67.56,0.6094,0.3893,2.679
D26,SUS+CQI@0.80,30048,20,2885.4,70.49,60.87,0.5431,0.4551,3.917
D26,SUS+PF,30048,20,1483.8,67.14,54.36,0.4883,0.5096,3.938
D26,SUS+Random,30048,20,406.8,63.08,49.82,0.4491,0.5484,3.969
D26,SU+CQI,30048,20,2862.9,67.43,62.6,0.5547,0.4437,1.0
D26,SU+PF,30048,20,1103.8,63.47,53.85,0.4826,0.5152,1.0
D26,SU+Random,30048,20,-3356.4,49.5,33.98,0.3176,0.6798,1.0
D26,PPO-strict,30049,18,5500.9,57.31,55.14,0.7408,0.2584,2.495
D26,SUS+CQI@0.80,30049,18,4974.2,56.86,52.78,0.7061,0.293,3.353
D26,SUS+PF,30049,18,4498.6,55.63,50.63,0.6786,0.3205,3.419
D26,SUS+Random,30049,18,4257.4,54.95,49.34,0.6643,0.3349,3.51
D26,SU+CQI,30049,18,4872.3,55.65,52.91,0.7063,0.293,1.0
D26,SU+PF,30049,18,4086.8,53.31,49.45,0.6626,0.3364,1.0
D26,SU+Random,30049,18,2473.3,49.14,41.22,0.5632,0.4355,1.0
D26,PPO-strict,30050,17,5222.3,81.98,79.53,0.6183,0.3795,2.658
D26,SUS+CQI@0.80,30050,17,4049.8,79.96,73.84,0.5756,0.422,3.898
D26,SUS+PF,30050,17,1030.4,71.7,60.57,0.4751,0.5226,3.955
D26,SUS+Random,30050,17,767.7,70.7,58.85,0.4645,0.5331,3.968
D26,SU+CQI,30050,17,2691.0,72.91,69.76,0.5419,0.4556,1.0
D26,SU+PF,30050,17,-519.3,64.08,55.04,0.434,0.5634,1.0
D26,SU+Random,30050,17,-4375.5,51.31,37.95,0.3103,0.6868,1.0
D26,PPO-strict,30051,29,4105.4,122.63,117.83,0.5353,0.4631,3.222
D26,SUS+CQI@0.80,30051,29,3202.8,123.73,113.26,0.512,0.4865,3.984
D26,SUS+PF,30051,29,-7389.3,91.37,66.51,0.3113,0.6867,4.0
D26,SUS+Random,30051,29,-6752.8,93.66,68.65,0.3207,0.6772,4.0
D26,SU+CQI,30051,29,-3947.5,91.86,88.69,0.4,0.5983,1.0
D26,SU+PF,30051,29,-11397.8,69.53,54.31,0.2548,0.7432,1.0
D26,SU+Random,30051,29,-15561.4,57.58,36.17,0.177,0.8208,1.0
D26,PPO-strict,30052,27,6880.3,120.22,115.33,0.5974,0.4012,3.472
D26,SUS+CQI@0.80,30052,27,5994.7,120.86,110.96,0.5724,0.4265,3.986
D26,SUS+PF,30052,27,-614.0,102.9,80.46,0.4247,0.5735,3.999
D26,SUS+Random,30052,27,-2412.7,96.41,72.67,0.3867,0.6117,4.0
D26,SU+CQI,30052,27,-1120.5,89.92,86.21,0.4443,0.5545,1.0
D26,SU+PF,30052,27,-6681.8,74.59,59.04,0.3165,0.6818,1.0
D26,SU+Random,30052,27,-10633.4,62.84,41.47,0.2325,0.7654,1.0
D26,PPO-strict,30053,21,4748.5,68.53,65.85,0.6368,0.3621,2.581
D26,SUS+CQI@0.80,30053,21,3337.1,66.6,59.35,0.5723,0.4265,3.86
D26,SUS+PF,30053,21,1769.5,62.7,52.12,0.5068,0.4916,3.896
D26,SUS+Random,30053,21,1098.9,60.26,49.43,0.4802,0.5183,3.931
D26,SU+CQI,30053,21,3503.8,65.0,61.38,0.5881,0.411,1.0
D26,SU+PF,30053,21,1745.6,60.77,52.9,0.5135,0.4854,1.0
D26,SU+Random,30053,21,-2246.5,48.38,34.99,0.3502,0.6475,1.0
D26,PPO-strict,30054,26,3818.7,81.63,78.63,0.5704,0.4286,2.725
D26,SUS+CQI@0.80,30054,26,2885.0,81.06,74.09,0.5358,0.4628,3.955
D26,SUS+PF,30054,26,-206.8,72.76,60.05,0.439,0.559,3.985
D26,SUS+Random,30054,26,-1114.3,69.79,55.5,0.4098,0.5882,3.98
D26,SU+CQI,30054,26,1115.8,72.23,68.58,0.4938,0.5048,1.0
D26,SU+PF,30054,26,-3380.3,59.51,48.13,0.3553,0.6422,1.0
D26,SU+Random,30054,26,-6403.6,50.47,34.36,0.2617,0.7361,1.0
D26,PPO-strict,30055,28,6438.2,87.73,85.01,0.651,0.3474,2.966
D26,SUS+CQI@0.80,30055,28,5644.1,87.71,81.21,0.6184,0.38,3.92
D26,SUS+PF,30055,28,2725.9,79.81,67.78,0.5223,0.4756,3.974
D26,SUS+Random,30055,28,1734.6,77.01,62.48,0.4879,0.5104,3.988
D26,SU+CQI,30055,28,3127.7,75.94,72.86,0.5537,0.4447,1.0
D26,SU+PF,30055,28,-548.4,65.85,55.58,0.4327,0.5654,1.0
D26,SU+Random,30055,28,-4184.1,55.09,38.6,0.3137,0.6835,1.0
D26,PPO-strict,30056,24,7654.6,93.75,89.43,0.6791,0.32,3.324
D26,SUS+CQI@0.80,30056,24,6818.0,95.01,85.23,0.6421,0.3567,3.961
D26,SUS+PF,30056,24,4673.2,90.22,74.86,0.5692,0.4294,3.984
D26,SUS+Random,30056,24,1853.5,81.83,61.93,0.4788,0.5194,3.996
D26,SU+CQI,30056,24,3581.9,79.22,75.1,0.5639,0.4351,1.0
D26,SU+PF,30056,24,864.4,73.03,61.2,0.4695,0.5286,1.0
D26,SU+Random,30056,24,-3738.3,59.38,40.64,0.3234,0.6741,1.0
D26,PPO-strict,30057,18,6879.5,66.89,63.78,0.7732,0.2256,2.858
D26,SUS+CQI@0.80,30057,18,6215.0,66.64,60.79,0.7323,0.2664,3.657
D26,SUS+PF,30057,18,5999.9,66.36,59.52,0.7195,0.2792,3.683
D26,SUS+Random,30057,18,5501.3,64.97,57.23,0.6926,0.306,3.773
D26,SU+CQI,30057,18,5826.7,63.74,60.21,0.7229,0.2759,1.0
D26,SU+PF,30057,18,5190.3,62.6,56.92,0.6858,0.3131,1.0
D26,SU+Random,30057,18,2709.6,55.2,44.65,0.5541,0.4442,1.0
D26,PPO-strict,30058,29,4717.0,85.53,82.67,0.5944,0.4046,2.717
D26,SUS+CQI@0.80,30058,29,3733.4,85.34,78.17,0.5574,0.4417,3.938
D26,SUS+PF,30058,29,1540.0,79.83,67.85,0.4876,0.5108,3.976
D26,SUS+Random,30058,29,520.6,75.89,63.39,0.4576,0.5406,3.991
D26,SU+CQI,30058,29,2192.7,76.76,73.57,0.5237,0.475,1.0
D26,SU+PF,30058,29,-1513.2,66.2,56.55,0.4096,0.5886,1.0
D26,SU+Random,30058,29,-5594.0,54.05,38.02,0.2861,0.7116,1.0
D26,PPO-strict,30059,27,3013.3,100.36,97.58,0.5284,0.4699,2.855
D26,SUS+CQI@0.80,30059,27,2140.8,99.99,93.51,0.504,0.4943,3.972
D26,SUS+PF,30059,27,-2444.9,87.26,72.61,0.397,0.6011,3.996
D26,SUS+Random,30059,27,-3664.3,82.6,66.83,0.3683,0.6293,3.999
D26,SU+CQI,30059,27,-1220.6,84.92,81.86,0.4411,0.5569,1.0
D26,SU+PF,30059,27,-6887.9,67.82,56.15,0.3102,0.6875,1.0
D26,SU+Random,30059,27,-11004.4,55.1,37.81,0.218,0.7791,1.0
D26,PPO-strict,30060,20,2525.4,74.21,72.91,0.541,0.4575,2.523
D26,SUS+CQI@0.80,30060,20,2116.7,73.36,70.9,0.5271,0.4713,3.45
D26,SUS+PF,30060,20,1567.0,71.78,68.58,0.5098,0.4883,3.584
D26,SUS+Random,30060,20,1685.4,72.06,68.82,0.5128,0.4856,3.605
D26,SU+CQI,30060,20,1507.2,70.47,68.83,0.5111,0.4874,1.0
D26,SU+PF,30060,20,-178.3,65.29,61.44,0.4587,0.5393,1.0
D26,SU+Random,30060,20,-1932.1,59.48,52.91,0.4013,0.5959,1.0
D26,PPO-strict,30061,25,4019.1,76.71,74.94,0.5877,0.4109,2.428
D26,SUS+CQI@0.80,30061,25,3469.4,75.75,72.28,0.5675,0.4309,3.792
D26,SUS+PF,30061,25,1185.1,69.51,62.27,0.4911,0.507,3.873
D26,SUS+Random,30061,25,1347.8,69.87,62.54,0.495,0.5031,3.91
D26,SU+CQI,30061,25,2765.5,72.5,69.92,0.5483,0.4503,1.0
D26,SU+PF,30061,25,-323.9,62.85,56.45,0.4473,0.5506,1.0
D26,SU+Random,30061,25,-3784.1,52.22,40.72,0.3322,0.6655,1.0
D26,PPO-strict,30062,17,6900.2,84.84,82.08,0.6802,0.3189,2.808
D26,SUS+CQI@0.80,30062,17,5528.8,82.5,75.88,0.627,0.3717,3.753
D26,SUS+PF,30062,17,3934.4,77.9,68.83,0.5712,0.4272,3.795
D26,SUS+Random,30062,17,3533.1,76.85,66.87,0.5556,0.4431,3.874
D26,SU+CQI,30062,17,4811.4,77.5,74.55,0.6139,0.3849,1.0
D26,SU+PF,30062,17,2605.4,71.03,64.13,0.5355,0.4628,1.0
D26,SU+Random,30062,17,-1523.6,58.49,45.49,0.3885,0.609,1.0
D26,PPO-strict,30063,28,5379.3,66.8,63.45,0.677,0.322,2.702
D26,SUS+CQI@0.80,30063,28,4389.1,66.75,59.12,0.622,0.3767,3.858
D26,SUS+PF,30063,28,3740.6,65.35,56.07,0.5912,0.4073,3.888
D26,SUS+Random,30063,28,2918.5,62.4,52.74,0.5557,0.4426,3.929
D26,SU+CQI,30063,28,4437.4,64.74,60.36,0.6339,0.365,1.0
D26,SU+PF,30063,28,3550.1,62.96,55.86,0.5905,0.408,1.0
D26,SU+Random,30063,28,-170.3,51.37,39.1,0.4239,0.5735,1.0
D26,PPO-strict,30064,16,4832.4,57.04,54.32,0.6944,0.3044,2.567
D26,SUS+CQI@0.80,30064,16,4105.4,56.23,51.49,0.6508,0.3482,3.525
D26,SUS+PF,30064,16,4055.0,56.13,51.31,0.648,0.351,3.526
D26,SUS+Random,30064,16,3934.1,55.56,51.01,0.6428,0.3562,3.585
D26,SU+CQI,30064,16,4486.5,56.7,53.19,0.6737,0.3257,1.0
D26,SU+PF,30064,16,4261.9,56.34,52.24,0.6604,0.3388,1.0
D26,SU+Random,30064,16,2704.8,51.0,45.11,0.5763,0.4225,1.0
D26,PPO-strict,30065,18,5285.6,60.86,58.72,0.7021,0.2964,2.547
D26,SUS+CQI@0.80,30065,18,4247.6,59.38,54.05,0.6435,0.3544,3.684
D26,SUS+PF,30065,18,3764.8,58.04,52.01,0.6193,0.3786,3.721
D26,SUS+Random,30065,18,3430.7,56.86,50.37,0.6022,0.3955,3.783
D26,SU+CQI,30065,18,4732.4,59.66,56.69,0.6742,0.3244,1.0
D26,SU+PF,30065,18,3742.8,57.08,52.3,0.6225,0.3754,1.0
D26,SU+Random,30065,18,1243.8,49.55,40.66,0.4923,0.5048,1.0
D26,PPO-strict,30066,32,5072.2,56.8,54.14,0.7128,0.2862,2.441
D26,SUS+CQI@0.80,30066,32,4279.2,56.73,50.48,0.6584,0.3406,3.648
D26,SUS+PF,30066,32,3831.2,55.8,48.35,0.6315,0.367,3.705
D26,SUS+Random,30066,32,3371.3,54.44,46.03,0.6053,0.3933,3.773
D26,SU+CQI,30066,32,4578.9,56.13,52.61,0.683,0.3164,1.0
D26,SU+PF,30066,32,3768.0,54.48,48.67,0.6342,0.3641,1.0
D26,SU+Random,30066,32,1765.5,48.82,38.64,0.5182,0.4801,1.0
D26,PPO-strict,30067,18,4973.3,68.24,65.33,0.6479,0.3504,2.706
D26,SUS+CQI@0.80,30067,18,3834.0,67.02,59.89,0.5929,0.4053,3.86
D26,SUS+PF,30067,18,2228.7,62.96,52.37,0.5235,0.4741,3.917
D26,SUS+Random,30067,18,1269.2,59.88,48.07,0.4822,0.515,3.94
D26,SU+CQI,30067,18,3430.9,63.43,59.64,0.5877,0.4109,1.0
D26,SU+PF,30067,18,1519.7,58.4,50.48,0.5042,0.4938,1.0
D26,SU+Random,30067,18,-2210.0,47.2,33.61,0.3484,0.6493,1.0
D26,PPO-strict,30068,24,5883.5,89.94,85.07,0.6215,0.3759,3.084
D26,SUS+CQI@0.80,30068,24,5140.8,91.73,80.91,0.5873,0.4101,3.947
D26,SUS+PF,30068,24,2011.4,82.99,66.78,0.4907,0.5061,3.98
D26,SUS+Random,30068,24,-108.1,76.65,57.03,0.4248,0.5719,3.99
D26,SU+CQI,30068,24,2475.9,77.27,73.5,0.5307,0.467,1.0
D26,SU+PF,30068,24,-1526.8,67.01,54.39,0.4018,0.5949,1.0
D26,SU+Random,30068,24,-5282.5,56.45,37.26,0.2856,0.7105,1.0
D26,PPO-strict,30069,29,6602.1,82.74,78.51,0.6734,0.3252,3.063
D26,SUS+CQI@0.80,30069,29,5426.5,83.78,72.92,0.6172,0.3811,3.953
D26,SUS+PF,30069,29,4060.5,81.42,66.01,0.5626,0.4356,3.968
D26,SUS+Random,30069,29,1899.3,73.98,56.74,0.4881,0.51,3.988
D26,SU+CQI,30069,29,4061.7,74.56,70.22,0.5895,0.4092,1.0
D26,SU+PF,30069,29,1886.8,70.54,58.86,0.5021,0.4961,1.0
D26,SU+Random,30069,29,-2915.4,55.6,37.41,0.3336,0.6642,1.0
D26,PPO-strict,30070,25,3063.9,102.79,96.28,0.5222,0.4757,3.582
D26,SUS+CQI@0.80,30070,25,2663.1,106.18,94.07,0.5041,0.4938,3.987
D26,SUS+PF,30070,25,-3449.4,89.58,65.39,0.3616,0.6357,3.999
D26,SUS+Random,30070,25,-5730.4,82.66,55.57,0.3094,0.6878,4.0
D26,SU+CQI,30070,25,-2818.8,80.24,76.65,0.4075,0.5902,1.0
D26,SU+PF,30070,25,-8196.4,66.54,49.51,0.2768,0.7202,1.0
D26,SU+Random,30070,25,-11627.0,57.99,33.73,0.1964,0.8006,1.0
D26,PPO-strict,30071,30,5285.7,120.65,115.32,0.5613,0.4376,3.458
D26,SUS+CQI@0.80,30071,30,4376.2,121.99,110.84,0.5359,0.463,3.988
D26,SUS+PF,30071,30,-1932.4,103.78,82.62,0.4056,0.5927,3.999
D26,SUS+Random,30071,30,-4385.5,97.03,70.99,0.3534,0.6449,4.0
D26,SU+CQI,30071,30,-2489.8,90.92,87.84,0.4224,0.5763,1.0
D26,SU+PF,30071,30,-8486.4,74.21,59.07,0.2949,0.7033,1.0
D26,SU+Random,30071,30,-12633.5,62.54,40.35,0.211,0.7866,1.0
D26,PPO-strict,30072,24,4871.0,73.59,70.6,0.6271,0.3718,2.793
D26,SUS+CQI@0.80,30072,24,3873.4,73.64,65.97,0.5807,0.4182,3.927
D26,SUS+PF,30072,24,2228.0,68.96,58.55,0.5184,0.4798,3.965
D26,SUS+Random,30072,24,872.7,65.07,52.36,0.4661,0.5318,3.983
D26,SU+CQI,30072,24,3111.8,68.13,64.57,0.5651,0.4338,1.0
D26,SU+PF,30072,24,805.2,61.88,53.77,0.4769,0.5217,1.0
D26,SU+Random,30072,24,-3390.2,49.24,34.73,0.3211,0.6762,1.0
D26,PPO-strict,30073,25,4043.1,103.68,99.45,0.5484,0.4499,3.211
D26,SUS+CQI@0.80,30073,25,2782.5,102.83,93.72,0.5136,0.4846,3.971
D26,SUS+PF,30073,25,-185.3,95.81,79.77,0.4409,0.5571,3.989
D26,SUS+Random,30073,25,-2835.6,86.99,67.84,0.3798,0.6179,3.997
D26,SU+CQI,30073,25,-1017.2,85.09,81.23,0.4437,0.5543,1.0
D26,SU+PF,30073,25,-4778.0,74.56,62.92,0.3523,0.6457,1.0
D26,SU+Random,30073,25,-9893.1,59.32,40.24,0.2348,0.7626,1.0
D26,PPO-strict,30074,32,5208.2,114.24,108.69,0.5651,0.4332,3.335
D26,SUS+CQI@0.80,30074,32,4247.8,116.64,103.79,0.534,0.4643,3.991
D26,SUS+PF,30074,32,-1091.1,102.82,78.99,0.4123,0.5854,3.999
D26,SUS+Random,30074,32,-3565.4,93.94,68.4,0.3604,0.637,4.0
D26,SU+CQI,30074,32,-488.8,92.58,89.53,0.4568,0.5415,1.0
D26,SU+PF,30074,32,-6977.4,74.85,58.35,0.3096,0.688,1.0
D26,SU+Random,30074,32,-11277.5,62.51,39.35,0.2159,0.7809,1.0
D26,PPO-strict,30075,28,6093.3,87.31,83.46,0.6384,0.3603,2.958
D26,SUS+CQI@0.80,30075,28,5072.3,88.08,78.42,0.5952,0.4034,3.963
D26,SUS+PF,30075,28,3186.8,82.81,69.97,0.5349,0.4636,3.984
D26,SUS+Random,30075,28,1465.3,77.85,61.62,0.4773,0.5208,3.995
D26,SU+CQI,30075,28,3336.5,77.58,73.94,0.5592,0.4394,1.0
D26,SU+PF,30075,28,119.3,69.15,58.66,0.4524,0.5459,1.0
D26,SU+Random,30075,28,-3914.6,57.57,40.04,0.3226,0.6751,1.0
D26,PPO-strict,30076,16,5656.6,73.22,70.38,0.6637,0.3355,2.833
D26,SUS+CQI@0.80,30076,16,4370.5,70.68,64.51,0.6083,0.3905,3.772
D26,SUS+PF,30076,16,2563.5,66.36,55.71,0.5311,0.4674,3.837
D26,SUS+Random,30076,16,1483.9,62.54,50.91,0.4887,0.5095,3.891
D26,SU+CQI,30076,16,3607.8,65.96,62.54,0.5882,0.4106,1.0
D26,SU+PF,30076,16,1222.7,59.3,51.36,0.4893,0.5092,1.0
D26,SU+Random,30076,16,-2614.4,48.04,33.7,0.334,0.6637,1.0
D26,PPO-strict,30077,16,6577.3,54.99,53.62,0.8663,0.1332,2.671
D26,SUS+CQI@0.80,30077,16,6482.9,55.04,53.1,0.8579,0.1416,3.069
D26,SUS+PF,30077,16,6398.3,54.83,52.67,0.8522,0.1472,3.073
D26,SUS+Random,30077,16,6283.0,54.54,52.01,0.8428,0.157,3.174
D26,SU+CQI,30077,16,6148.3,53.68,51.74,0.8374,0.1624,1.0
D26,SU+PF,30077,16,6007.7,53.24,51.1,0.8279,0.1718,1.0
D26,SU+Random,30077,16,5019.0,50.67,46.16,0.7539,0.2461,1.0
D26,PPO-strict,30078,19,4397.5,51.5,48.83,0.6941,0.3033,2.358
D26,SUS+CQI@0.80,30078,19,3300.2,50.27,44.19,0.6198,0.3776,3.527
D26,SUS+PF,30078,19,2966.8,49.48,42.56,0.5988,0.3984,3.564
D26,SUS+Random,30078,19,2256.0,47.42,39.49,0.5565,0.4406,3.639
D26,SU+CQI,30078,19,4086.8,51.6,47.99,0.6715,0.326,1.0
D26,SU+PF,30078,19,3453.6,50.62,44.66,0.6293,0.3683,1.0
D26,SU+Random,30078,19,828.0,42.78,32.76,0.4714,0.5258,1.0
D26,PPO-strict,30079,20,7367.0,89.5,85.2,0.6818,0.3167,3.081
D26,SUS+CQI@0.80,30079,20,6300.8,89.32,80.09,0.6376,0.3606,3.733
D26,SUS+PF,30079,20,4216.0,83.92,70.66,0.5659,0.4322,3.833
D26,SUS+Random,30079,20,3881.9,82.69,68.49,0.5525,0.4455,3.884
D26,SU+CQI,30079,20,4157.7,77.86,74.17,0.5864,0.4121,1.0
D26,SU+PF,30079,20,1610.8,71.18,61.87,0.4967,0.5014,1.0
D26,SU+Random,30079,20,-1865.0,61.61,45.08,0.3741,0.6234,1.0
D26,PPO-strict,30080,18,5864.4,61.88,60.29,0.7359,0.2627,2.568
D26,SUS+CQI@0.80,30080,18,5486.5,61.38,58.52,0.7144,0.2845,3.179
D26,SUS+PF,30080,18,5042.1,60.3,56.48,0.6903,0.3083,3.258
D26,SUS+Random,30080,18,5152.6,60.52,56.83,0.6952,0.3035,3.332
D26,SU+CQI,30080,18,5189.7,59.94,57.6,0.7025,0.2963,1.0
D26,SU+PF,30080,18,4108.8,56.91,52.87,0.6461,0.3521,1.0
D26,SU+Random,30080,18,3443.3,55.02,49.06,0.6044,0.3933,1.0
D26,PPO-strict,30081,22,4476.3,45.98,44.08,0.7484,0.2508,2.205
D26,SUS+CQI@0.80,30081,22,3824.8,45.27,41.04,0.6944,0.3045,3.46
D26,SUS+PF,30081,22,3483.0,44.47,39.48,0.6689,0.33,3.509
D26,SUS+Random,30081,22,3179.8,43.64,37.87,0.6455,0.3528,3.584
D26,SU+CQI,30081,22,4293.2,45.97,43.51,0.7323,0.2666,1.0
D26,SU+PF,30081,22,3720.5,44.69,40.76,0.6888,0.3102,1.0
D26,SU+Random,30081,22,2273.7,40.71,33.63,0.5784,0.42,1.0
D26,PPO-strict,30082,32,2771.4,114.95,109.22,0.5131,0.4852,3.449
D26,SUS+CQI@0.80,30082,32,2455.3,117.72,107.78,0.5007,0.4977,3.998
D26,SUS+PF,30082,32,-7509.8,89.42,63.52,0.3048,0.693,4.0
D26,SUS+Random,30082,32,-8352.4,87.24,58.8,0.2859,0.7116,4.0
D26,SU+CQI,30082,32,-4392.9,87.49,84.54,0.3911,0.607,1.0
D26,SU+PF,30082,32,-11287.8,66.97,52.59,0.2536,0.7438,1.0
D26,SU+Random,30082,32,-15400.7,56.32,33.91,0.1726,0.8248,1.0
D26,PPO-strict,30083,24,3609.0,60.5,57.38,0.607,0.3921,2.427
D26,SUS+CQI@0.80,30083,24,2575.1,60.31,53.45,0.5515,0.4478,3.876
D26,SUS+PF,30083,24,2437.4,59.94,52.82,0.5451,0.4543,3.886
D26,SUS+Random,30083,24,1934.7,57.43,50.94,0.526,0.4733,3.924
D26,SU+CQI,30083,24,3132.6,61.11,55.93,0.5787,0.4206,1.0
D26,SU+PF,30083,24,2654.2,59.94,53.76,0.5563,0.4432,1.0
D26,SU+Random,30083,24,-1126.9,47.3,36.98,0.3923,0.6067,1.0
D26,PPO-strict,30084,29,5022.5,65.05,63.23,0.6665,0.3327,2.471
D26,SUS+CQI@0.80,30084,29,4433.1,64.6,60.47,0.6348,0.3642,3.796
D26,SUS+PF,30084,29,2854.5,60.9,53.06,0.5602,0.4385,3.867
D26,SUS+Random,30084,29,2439.7,59.73,50.51,0.5394,0.4594,3.91
D26,SU+CQI,30084,29,3979.4,61.91,59.39,0.6211,0.3783,1.0
D26,SU+PF,30084,29,1742.2,55.77,49.42,0.5198,0.4792,1.0
D26,SU+Random,30084,29,-1220.2,47.31,34.92,0.3835,0.6154,1.0
D26,PPO-strict,30085,28,4116.5,96.95,93.13,0.5572,0.4405,3.119
D26,SUS+CQI@0.80,30085,28,3388.4,97.98,89.67,0.5322,0.4654,3.946
D26,SUS+PF,30085,28,-747.6,87.08,70.2,0.4238,0.5728,3.989
D26,SUS+Random,30085,28,-1641.7,84.67,65.78,0.3988,0.598,3.995
D26,SU+CQI,30085,28,-568.5,79.46,76.66,0.4529,0.5445,1.0
D26,SU+PF,30085,28,-5321.2,65.64,54.1,0.3308,0.6655,1.0
D26,SU+Random,30085,28,-8669.4,57.85,37.9,0.2411,0.7552,1.0
D26,PPO-strict,30086,20,5949.6,85.17,82.76,0.6408,0.3576,2.629
D26,SUS+CQI@0.80,30086,20,5076.0,83.77,79.16,0.6093,0.3886,3.754
D26,SUS+PF,30086,20,3649.8,79.32,72.71,0.5624,0.4352,3.875
D26,SUS+Random,30086,20,3912.8,79.93,73.74,0.5696,0.428,3.882
D26,SU+CQI,30086,20,4116.2,78.44,76.14,0.5859,0.4122,1.0
