config,sched,seed,n_active,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
P010,PPO,30040,20,2556.3,25.43,24.19,0.789,0.2028,1.62
P010,SUS+CQI@0.80,30040,20,2325.9,25.2,23.24,0.7529,0.2395,2.851
P010,SUS+PF,30040,20,2284.0,25.15,23.03,0.7463,0.2456,2.869
P010,SUS+Random,30040,20,2253.2,25.03,22.9,0.7422,0.2496,2.97
P010,SU+CQI,30040,20,2533.6,25.66,24.17,0.7829,0.2115,1.0
P010,SU+PF,30040,20,2420.0,25.56,23.59,0.7646,0.2288,1.0
P010,SU+Random,30040,20,2265.3,25.09,22.83,0.7407,0.2532,1.0
P010,PPO,30041,22,2704.5,28.2,27.3,0.7662,0.2285,1.74
P010,SUS+CQI@0.80,30041,22,2546.3,28.06,26.61,0.7442,0.2506,2.828
P010,SUS+PF,30041,22,2477.5,27.94,26.25,0.7349,0.2598,2.879
P010,SUS+Random,30041,22,2432.7,27.82,26.06,0.7287,0.266,2.959
P010,SU+CQI,30041,22,2667.7,28.3,27.23,0.7605,0.2347,1.0
P010,SU+PF,30041,22,2537.2,28.02,26.51,0.7433,0.2488,1.0
P010,SU+Random,30041,22,2444.2,27.82,25.99,0.7292,0.266,1.0
P010,PPO,30042,18,3140.9,26.96,26.22,0.8825,0.1111,1.721
P010,SUS+CQI@0.80,30042,18,2976.0,26.8,25.46,0.855,0.1375,2.754
P010,SUS+PF,30042,18,2947.4,26.76,25.31,0.8501,0.1412,2.798
P010,SUS+Random,30042,18,2885.5,26.54,25.06,0.841,0.1509,2.907
P010,SU+CQI,30042,18,3105.8,26.96,26.19,0.8771,0.117,1.0
P010,SU+PF,30042,18,3026.4,26.87,25.77,0.8636,0.1267,1.0
P010,SU+Random,30042,18,2899.0,26.6,25.01,0.841,0.1526,1.0
P010,PPO,30043,28,3165.1,33.45,32.25,0.7593,0.2388,1.952
P010,SUS+CQI@0.80,30043,28,2808.1,33.26,30.81,0.7176,0.2809,3.137
P010,SUS+PF,30043,28,2771.7,33.23,30.6,0.7132,0.2839,3.146
P010,SUS+Random,30043,28,2612.8,32.73,29.9,0.6973,0.3005,3.268
P010,SU+CQI,30043,28,3114.5,33.95,32.18,0.7497,0.2484,1.0
P010,SU+PF,30043,28,3037.3,33.98,31.63,0.7394,0.2584,1.0
P010,SU+Random,30043,28,2480.6,32.46,29.08,0.68,0.3164,1.0
P010,PPO,30044,23,3030.7,30.06,29.05,0.793,0.2027,1.865
P010,SUS+CQI@0.80,30044,23,2934.6,29.98,28.67,0.7804,0.2166,2.593
P010,SUS+PF,30044,23,2912.4,29.94,28.54,0.7773,0.2192,2.613
P010,SUS+Random,30044,23,2899.6,29.9,28.46,0.7756,0.2218,2.699
P010,SU+CQI,30044,23,3009.5,30.1,29.05,0.7904,0.2075,1.0
P010,SU+PF,30044,23,2952.8,30.07,28.68,0.7821,0.2131,1.0
P010,SU+Random,30044,23,2875.2,29.89,28.27,0.7704,0.2248,1.0
P010,PPO,30045,24,3576.9,33.92,32.79,0.8183,0.1805,1.861
P010,SUS+CQI@0.80,30045,24,3372.0,33.72,31.93,0.7931,0.2049,2.952
P010,SUS+PF,30045,24,3356.5,33.74,31.82,0.7907,0.2077,2.959
P010,SUS+Random,30045,24,3272.2,33.47,31.4,0.7812,0.2161,3.099
P010,SU+CQI,30045,24,3503.5,33.98,32.57,0.8087,0.1897,1.0
P010,SU+PF,30045,24,3470.1,33.97,32.35,0.8039,0.1945,1.0
P010,SU+Random,30045,24,3148.2,33.03,30.77,0.766,0.2316,1.0
P010,PPO,30046,31,5459.1,45.16,44.05,0.9017,0.0961,2.142
P010,SUS+CQI@0.80,30046,31,5060.7,45.19,42.32,0.8588,0.1386,3.393
P010,SUS+PF,30046,31,5008.0,45.14,42.0,0.8536,0.1441,3.42
P010,SUS+Random,30046,31,4522.5,43.83,39.65,0.8092,0.1886,3.594
P010,SU+CQI,30046,31,5317.7,45.37,43.84,0.8872,0.1112,1.0
P010,SU+PF,30046,31,5186.0,45.27,43.01,0.873,0.1254,1.0
P010,SU+Random,30046,31,3848.6,41.65,36.43,0.7482,0.2485,1.0
P010,PPO,30047,17,2444.0,22.72,21.51,0.8217,0.1736,1.524
P010,SUS+CQI@0.80,30047,17,2184.2,22.39,20.38,0.7755,0.2192,2.841
P010,SUS+PF,30047,17,2175.1,22.38,20.3,0.7737,0.2222,2.853
P010,SUS+Random,30047,17,2054.9,22.01,19.71,0.7536,0.2405,2.974
P010,SU+CQI,30047,17,2439.6,23.09,21.64,0.8193,0.1777,1.0
P010,SU+PF,30047,17,2464.4,23.27,21.65,0.8211,0.1759,1.0
P010,SU+Random,30047,17,2165.6,22.32,20.18,0.7701,0.2233,1.0
P010,PPO,30048,20,3413.7,28.96,28.01,0.8856,0.1104,1.674
P010,SUS+CQI@0.80,30048,20,3135.7,28.64,26.79,0.8433,0.1537,3.044
P010,SUS+PF,30048,20,3055.7,28.56,26.32,0.8303,0.1667,3.073
P010,SUS+Random,30048,20,2883.9,28.06,25.48,0.806,0.19,3.207
P010,SU+CQI,30048,20,3353.4,29.21,27.95,0.8746,0.1234,1.0
P010,SU+PF,30048,20,3316.3,29.27,27.55,0.8667,0.1313,1.0
P010,SU+Random,30048,20,2878.4,28.06,25.31,0.8025,0.1925,1.0
P010,PPO,30049,18,2790.3,25.3,24.52,0.844,0.1511,1.65
P010,SUS+CQI@0.80,30049,18,2752.2,25.26,24.37,0.838,0.1582,2.438
P010,SUS+PF,30049,18,2743.4,25.27,24.29,0.8358,0.1598,2.45
P010,SUS+Random,30049,18,2726.5,25.24,24.19,0.8331,0.1626,2.544
P010,SU+CQI,30049,18,2781.4,25.27,24.56,0.8435,0.1522,1.0
P010,SU+PF,30049,18,2743.2,25.28,24.31,0.8363,0.1571,1.0
P010,SU+Random,30049,18,2697.9,25.2,23.99,0.8265,0.1675,1.0
P010,PPO,30050,17,2337.5,23.28,22.08,0.7919,0.2047,1.58
P010,SUS+CQI@0.80,30050,17,2118.9,22.94,21.12,0.7541,0.2424,2.887
P010,SUS+PF,30050,17,2048.3,22.86,20.76,0.7416,0.255,2.916
P010,SUS+Random,30050,17,2006.2,22.75,20.56,0.7347,0.2619,3.0
P010,SU+CQI,30050,17,2359.2,23.54,22.28,0.793,0.2035,1.0
P010,SU+PF,30050,17,2244.8,23.49,21.59,0.7713,0.2241,1.0
P010,SU+Random,30050,17,2076.3,23.01,20.76,0.7421,0.2516,1.0
P010,PPO,30051,29,3693.1,37.35,35.88,0.7789,0.2174,1.978
P010,SUS+CQI@0.80,30051,29,3240.7,37.09,33.95,0.7302,0.2671,3.518
P010,SUS+PF,30051,29,3064.8,36.77,33.1,0.7126,0.2836,3.557
P010,SUS+Random,30051,29,2780.8,35.73,31.86,0.6873,0.3083,3.655
P010,SU+CQI,30051,29,3655.6,38.2,35.84,0.7684,0.2295,1.0
P010,SU+PF,30051,29,3394.9,37.94,34.44,0.7407,0.2569,1.0
P010,SU+Random,30051,29,2370.9,34.64,29.71,0.6437,0.3509,1.0
P010,PPO,30052,27,4150.8,36.76,35.93,0.8575,0.1403,2.008
P010,SUS+CQI@0.80,30052,27,3859.8,36.58,34.55,0.8223,0.175,3.251
P010,SUS+PF,30052,27,3790.5,36.42,34.21,0.8147,0.1826,3.278
P010,SUS+Random,30052,27,3667.9,36.1,33.63,0.8015,0.1962,3.378
