config,sched,seed,n_active,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
STORM2,PPO,30040,20,2074.4,93.19,89.13,0.5174,0.4768,3.47
STORM2,SUS+CQI@0.75,30040,20,1589.7,94.63,86.89,0.5009,0.4932,3.967
STORM2,SUS+PF,30040,20,-5980.0,69.1,54.7,0.3215,0.6694,4.0
STORM2,SUS+Random,30040,20,-4660.4,73.97,59.85,0.3511,0.641,4.0
STORM2,SU+CQI,30040,20,-3268.5,72.94,70.44,0.4038,0.5918,1.0
STORM2,SU+PF,30040,20,-10389.9,48.74,38.32,0.2295,0.7615,1.0
STORM2,SU+Random,30040,20,-11786.8,45.43,32.14,0.1955,0.7971,1.0
STORM2,PPO,30041,22,2372.4,103.85,100.7,0.5218,0.4734,2.963
STORM2,SUS+CQI@0.75,30041,22,969.1,101.12,94.32,0.4887,0.5053,3.975
STORM2,SUS+PF,30041,22,-4678.6,81.69,69.61,0.366,0.6261,3.999
STORM2,SUS+Random,30041,22,-3313.4,86.7,75.22,0.3947,0.5988,4.0
STORM2,SU+CQI,30041,22,-2780.5,83.86,81.6,0.4221,0.5738,1.0
STORM2,SU+PF,30041,22,-10267.6,57.14,48.42,0.2579,0.7357,1.0
STORM2,SU+Random,30041,22,-12354.0,51.59,39.0,0.2112,0.7827,1.0
STORM2,PPO,30042,18,3911.5,93.61,89.85,0.567,0.4273,2.769
STORM2,SUS+CQI@0.75,30042,18,2750.9,91.96,84.38,0.5329,0.4612,3.962
STORM2,SUS+PF,30042,18,-441.3,81.07,70.91,0.4469,0.5437,3.993
STORM2,SUS+Random,30042,18,229.3,83.04,73.41,0.4647,0.5268,3.996
STORM2,SU+CQI,30042,18,1383.4,83.08,81.01,0.5101,0.4871,1.0
STORM2,SU+PF,30042,18,-5265.3,59.17,51.73,0.3319,0.6605,1.0
STORM2,SU+Random,30042,18,-7995.9,51.19,39.64,0.2598,0.7333,1.0
STORM2,PPO,30043,28,8.7,120.49,115.07,0.4704,0.523,3.734
STORM2,SUS+CQI@0.75,30043,28,-4.6,123.42,115.38,0.4686,0.5247,3.999
STORM2,SUS+PF,30043,28,-11847.6,83.17,64.28,0.2683,0.7237,4.0
STORM2,SUS+Random,30043,28,-10590.2,88.19,68.75,0.2874,0.7045,4.0
STORM2,SU+CQI,30043,28,-8953.3,85.04,82.83,0.338,0.6576,1.0
STORM2,SU+PF,30043,28,-16832.5,58.24,47.15,0.1996,0.7939,1.0
STORM2,SU+Random,30043,28,-19273.1,52.45,35.65,0.1567,0.8367,1.0
STORM2,PPO,30044,23,3479.9,111.81,106.7,0.5367,0.4572,3.297
STORM2,SUS+CQI@0.75,30044,23,3120.0,112.42,105.02,0.5276,0.4665,3.943
STORM2,SUS+PF,30044,23,-1366.5,97.15,85.19,0.4311,0.5617,3.996
STORM2,SUS+Random,30044,23,-1560.5,96.5,84.39,0.4269,0.5656,3.995
STORM2,SU+CQI,30044,23,-1369.4,92.02,90.52,0.4522,0.5443,1.0
STORM2,SU+PF,30044,23,-8499.9,65.61,57.89,0.298,0.6944,1.0
STORM2,SU+Random,30044,23,-10377.3,61.66,49.26,0.257,0.7366,1.0
STORM2,PPO,30045,24,218.7,104.89,99.1,0.473,0.5204,3.769
STORM2,SUS+CQI@0.75,30045,24,130.8,107.52,98.27,0.4672,0.5258,3.998
STORM2,SUS+PF,30045,24,-8746.3,78.46,59.3,0.2895,0.702,4.0
STORM2,SUS+Random,30045,24,-9114.9,77.19,57.73,0.2824,0.7089,4.0
STORM2,SU+CQI,30045,24,-5986.6,79.93,77.61,0.3673,0.6277,1.0
STORM2,SU+PF,30045,24,-12869.9,57.69,45.48,0.2234,0.7699,1.0
STORM2,SU+Random,30045,24,-15458.8,50.08,33.88,0.1731,0.8203,1.0
STORM2,PPO,30046,31,-3081.4,121.02,114.25,0.4287,0.5647,3.697
STORM2,SUS+CQI@0.75,30046,31,-3172.2,124.46,113.64,0.4223,0.5701,4.0
STORM2,SUS+PF,30046,31,-16282.8,82.72,54.86,0.2145,0.7767,4.0
STORM2,SUS+Random,30046,31,-16742.2,79.95,54.55,0.2107,0.7811,4.0
STORM2,SU+CQI,30046,31,-9098.3,96.49,94.62,0.3504,0.6453,1.0
STORM2,SU+PF,30046,31,-19982.1,59.95,45.34,0.1767,0.8166,1.0
STORM2,SU+Random,30046,31,-23077.3,51.26,32.57,0.1297,0.8635,1.0
STORM2,PPO,30047,17,-245.5,72.73,68.64,0.4637,0.529,2.67
STORM2,SUS+CQI@0.75,30047,17,-333.9,75.78,67.71,0.4546,0.5378,3.981
STORM2,SUS+PF,30047,17,-2704.6,67.76,57.07,0.3867,0.6041,3.992
STORM2,SUS+Random,30047,17,-3909.5,63.24,52.37,0.354,0.6382,3.998
STORM2,SU+CQI,30047,17,-926.2,70.31,67.22,0.4492,0.5457,1.0
STORM2,SU+PF,30047,17,-5400.1,54.81,46.77,0.3192,0.673,1.0
STORM2,SU+Random,30047,17,-9260.9,41.59,30.54,0.2157,0.7769,1.0
STORM2,PPO,30048,20,1532.2,91.27,87.56,0.5057,0.4899,2.956
STORM2,SUS+CQI@0.75,30048,20,400.0,90.46,81.89,0.4722,0.5221,3.996
STORM2,SUS+PF,30048,20,-4002.7,76.33,62.03,0.3622,0.6299,4.0
STORM2,SUS+Random,30048,20,-4876.3,72.25,59.03,0.3438,0.6483,4.0
STORM2,SU+CQI,30048,20,-1561.3,79.26,76.88,0.4408,0.5555,1.0
STORM2,SU+PF,30048,20,-8253.9,56.74,45.69,0.2713,0.7216,1.0
STORM2,SU+Random,30048,20,-11678.4,45.75,31.8,0.1918,0.7998,1.0
STORM2,PPO,30049,18,3473.9,90.79,86.74,0.5542,0.4375,3.065
STORM2,SUS+CQI@0.75,30049,18,2757.2,90.79,83.36,0.5306,0.4604,3.938
STORM2,SUS+PF,30049,18,-621.5,79.14,68.35,0.4398,0.5466,3.994
STORM2,SUS+Random,30049,18,-1092.8,77.92,66.14,0.4254,0.5632,3.996
STORM2,SU+CQI,30049,18,34.9,77.56,75.09,0.475,0.5212,1.0
STORM2,SU+PF,30049,18,-5852.4,57.13,48.67,0.3151,0.6764,1.0
STORM2,SU+Random,30049,18,-7564.4,52.56,40.21,0.2674,0.726,1.0
STORM2,PPO,30050,17,2914.2,84.8,81.85,0.5473,0.4473,2.741
STORM2,SUS+CQI@0.75,30050,17,2091.5,83.7,77.89,0.5208,0.4716,3.974
STORM2,SUS+PF,30050,17,-1509.4,71.77,62.25,0.4198,0.5729,3.998
STORM2,SUS+Random,30050,17,-1797.4,70.33,61.01,0.4113,0.5817,3.999
STORM2,SU+CQI,30050,17,-78.1,73.0,71.02,0.473,0.5232,1.0
STORM2,SU+PF,30050,17,-5023.4,55.83,48.16,0.3311,0.6635,1.0
STORM2,SU+Random,30050,17,-8180.3,45.77,35.0,0.2442,0.75,1.0
STORM2,PPO,30051,29,796.2,126.83,122.62,0.4858,0.5096,3.666
STORM2,SUS+CQI@0.75,30051,29,-46.4,126.54,118.64,0.4692,0.5257,4.0
STORM2,SUS+PF,30051,29,-15052.4,75.03,53.55,0.2207,0.7705,4.0
STORM2,SUS+Random,30051,29,-12612.9,84.01,63.9,0.2592,0.7325,4.0
STORM2,SU+CQI,30051,29,-8212.3,91.55,89.38,0.3529,0.6436,1.0
STORM2,SU+PF,30051,29,-18703.0,55.38,42.7,0.1755,0.8177,1.0
STORM2,SU+Random,30051,29,-21365.3,47.43,30.97,0.1334,0.8596,1.0
STORM2,PPO,30052,27,3110.6,128.37,122.49,0.5203,0.4742,3.797
STORM2,SUS+CQI@0.75,30052,27,2436.2,128.69,119.33,0.5058,0.4884,4.0
STORM2,SUS+PF,30052,27,-8383.6,92.78,71.7,0.3116,0.6803,4.0
STORM2,SUS+Random,30052,27,-8351.7,92.75,71.97,0.3131,0.6788,4.0
STORM2,SU+CQI,30052,27,-6341.9,90.63,88.29,0.374,0.6221,1.0
STORM2,SU+PF,30052,27,-14717.0,62.41,49.36,0.2187,0.7743,1.0
STORM2,SU+Random,30052,27,-17586.5,54.22,37.0,0.169,0.8247,1.0
STORM2,PPO,30053,21,1048.1,93.19,89.16,0.4942,0.4983,2.874
STORM2,SUS+CQI@0.75,30053,21,-71.3,92.06,83.87,0.4636,0.5276,3.99
STORM2,SUS+PF,30053,21,-5220.0,74.88,61.03,0.3431,0.6469,3.999
STORM2,SUS+Random,30053,21,-5130.6,74.39,61.87,0.3471,0.6435,4.0
STORM2,SU+CQI,30053,21,-1954.0,81.42,78.95,0.4347,0.5605,1.0
STORM2,SU+PF,30053,21,-9318.5,55.26,46.35,0.2633,0.7299,1.0
STORM2,SU+Random,30053,21,-12252.3,46.57,33.53,0.1961,0.7965,1.0
STORM2,PPO,30054,26,-107.6,109.35,105.8,0.4741,0.5205,3.235
STORM2,SUS+CQI@0.75,30054,26,-561.4,109.96,103.58,0.4626,0.5312,4.0
STORM2,SUS+PF,30054,26,-12392.8,70.27,52.15,0.2417,0.7472,4.0
STORM2,SUS+Random,30054,26,-11019.9,75.19,57.88,0.2665,0.7254,4.0
STORM2,SU+CQI,30054,26,-7298.4,81.59,78.97,0.353,0.6422,1.0
STORM2,SU+PF,30054,26,-16918.8,47.76,36.63,0.1732,0.8177,1.0
STORM2,SU+Random,30054,26,-18159.1,45.79,30.51,0.1482,0.8445,1.0
STORM2,PPO,30055,28,-637.9,116.47,110.44,0.4582,0.5348,3.836
STORM2,SUS+CQI@0.75,30055,28,-843.7,118.75,110.13,0.4533,0.541,4.0
STORM2,SUS+PF,30055,28,-13152.7,76.8,56.32,0.2414,0.7469,4.0
STORM2,SUS+Random,30055,28,-12969.9,78.91,56.93,0.2424,0.7478,4.0
STORM2,SU+CQI,30055,28,-9600.4,81.25,78.7,0.3241,0.671,1.0
STORM2,SU+PF,30055,28,-17411.1,55.1,42.18,0.1833,0.8085,1.0
STORM2,SU+Random,30055,28,-19656.2,49.04,32.31,0.1446,0.8477,1.0
STORM2,PPO,30056,24,2817.1,114.67,108.98,0.5213,0.4735,3.734
STORM2,SUS+CQI@0.75,30056,24,2786.9,117.34,108.74,0.517,0.4768,3.998
STORM2,SUS+PF,30056,24,-4887.1,93.67,73.68,0.3581,0.6342,4.0
STORM2,SUS+Random,30056,24,-7527.0,84.57,63.08,0.3086,0.6837,4.0
STORM2,SU+CQI,30056,24,-4104.6,87.42,84.56,0.4026,0.5939,1.0
STORM2,SU+PF,30056,24,-11281.1,62.88,51.18,0.2526,0.7412,1.0
STORM2,SU+Random,30056,24,-15150.4,51.92,34.7,0.177,0.817,1.0
STORM2,PPO,30057,18,5077.5,97.51,93.17,0.5912,0.401,3.32
