update,policy_loss,value_loss,entropy_sum,entropy_mean,approx_KL,clip_fraction,grad_norm,explained_variance
0,-0.002870073081498321,0.9978742145700061,25.392410392050053,1.9912185950369317,0.0025009322722827822,0.017864358836206896,0.15858360938727856,4.576100717945675e-05
1,-0.00414030335812411,50.49025965808637,27.59995174565722,2.1395629002784924,0.0014902584717392214,0.007282125538793103,4.621398508548737,0.0010375982421777508
2,-0.004657490911952288,27.600724208037185,33.22036199426632,2.6729829733075317,0.0011794020884453543,0.0035189924568965517,3.76064470410347,0.0009832986927349463
3,-0.0055241770916470015,40.318685123784405,35.562082020357124,2.7432581610598294,0.0012220287532947057,0.0017594962284482759,8.87859520316124,-0.0002866330681821072
4,-0.0011069823588941144,47.5944990282336,22.533547787011827,1.5823939373655995,0.0006383458309975486,0.0,28.38299334049225,-0.0005225311633547669
5,-0.005891972534337198,15.472684532082038,25.70992531442758,1.9476740094577163,0.0028643484672948973,0.026889143318965514,35.42433679103851,0.010256389016828127
6,0.002744918817183789,8.125936334145827,21.1812012939461,1.4760958551754624,0.006972816162080311,0.09230199353448276,57.670366287231445,-0.49259855526934726
7,-0.0016281219502295944,0.6223892190643716,28.18266516803073,2.2913635990181977,0.004086124838695155,0.04774212015086207,4.6170401982963085,-0.7679733310484931
8,-0.00022903622831708633,2.2577685148520885,35.586619840902756,2.756751696897293,0.0012435954599039115,0.004663927801724138,29.37040674686432,-0.9141857277179408
9,0.004236873689838353,28.79223301639444,29.252383034765632,2.0499724340601273,0.010483403182849448,0.16091392780172414,168.46819779276848,-0.2513369763037254
10,0.01086814530580394,3.384675487348317,28.86692306319862,2.1870808748469153,0.012876840345942865,0.17285998114224138,55.82367357611656,-0.9205991942970493
11,-0.0014455468277164672,1.4821335484105551,32.06865002014193,2.5016877248829053,0.004554466666565437,0.049989897629310345,19.183151066303253,-1.5163823295161278
12,-0.0016139305062391283,1.3024555771927564,28.953613207900318,2.3427471300017024,0.0025662427506176755,0.022747171336206896,21.698435366153717,-1.7083479418294694
13,0.0022744941398949274,0.8946176022736723,22.059534386266023,1.710401682975724,0.009459105464037717,0.11835769127155173,5.9573851227760315,-1.2864034048547874
14,-0.003635920880457952,1.2221790809104705,32.5204872009505,2.5844041952494017,0.0034826513909702672,0.028774919181034482,10.797479748725891,-0.8200277215879213
15,0.001954505752456921,0.8537186245881827,30.532372273990468,2.431501846725386,0.008414372621638026,0.11270036368534483,6.932113632559776,-1.1727346232828753
16,-0.0014113051893473467,1.0890715089914738,26.14791682183919,2.066766975598073,0.0043243671966122525,0.054864291487068964,9.851103119552135,-1.4780593073838006
17,-0.006176153777707523,1.1072274940107503,34.44606364342577,2.739126342111909,0.004342964973053815,0.05034348060344827,23.852090999484062,-1.0369948161041593
18,-0.0056451450097717995,1.565724524165855,34.54547041992593,2.7775726102910743,0.0031178173707428806,0.022191540948275863,35.172909781336784,-1.1693547146244994
19,-0.0030071827027433762,0.7958931589956562,30.34018549675138,2.4271522913356955,0.004830123504908787,0.04869342672413793,5.885847248136997,-0.726766275609406
20,0.0011977739923775613,0.5678591508832964,21.073204592189445,1.5951467609024959,0.007012478919430829,0.09375841864224138,13.848008543252945,-0.8775408697207034
21,0.0016950102291603802,0.6052162028678988,23.61736232782152,1.8688818465492785,0.004538273446839945,0.04751481681034483,12.446354001760483,-0.6742672894490154
22,-0.003959169554607029,0.671498213104352,24.24563534704342,1.8536619961152359,0.004180281290559676,0.05074757543103449,16.627025842666626,-0.34887100997051057
23,-0.0020349292671167415,0.5375551133718618,25.76305078548893,2.0403468979006743,0.0031713608949413075,0.02455717941810345,9.857024520635605,-0.4785201742555083
24,-0.0038586822054520924,0.5828166367773813,24.983630900307368,1.9120255690429295,0.005762587994405325,0.06688611260775862,5.6997004225850105,-0.17298909034504528
25,-0.005315070625411424,0.8876220080352288,33.54974570967145,2.62242334173362,0.008738149872003526,0.11946053340517243,17.24826031923294,-0.43150171386634484
26,-0.002719609116383026,1.7059205662081092,33.493747145933064,2.569871204211738,0.004109940794697995,0.04305293642241379,39.06234413385391,-0.21735484596159638
27,-0.0030030436979846453,3.5113508334211234,32.62115324502972,2.5355070156882245,0.0063090635627178985,0.08531452047413793,68.67188262939453,-0.2890781841205716
28,-0.004200948022103071,1.0501398043112216,20.036048834960795,1.4443834265646351,0.0058861333005740465,0.07729997306034483,28.462205305695534,-0.23557484006395035
29,0.005844449856085546,5.069091598133526,26.58099138801757,2.2071208925375814,0.009347854300546622,0.14095332704741378,91.948097884655,-0.1763089092722574
30,-0.0053481223405082,4.958936799354849,26.823696623231157,1.9816250810846245,0.0045061568003990846,0.04831458782327586,87.93956097960472,-0.2259627884090094
31,0.013459311828334083,5.003981051008289,32.53307114897199,2.517994883459198,0.01765176873922083,0.2418928475215517,106.15737700462341,-0.3759009003521585
32,0.014293171005084265,4.461934386262338,23.91722296661866,1.7476129830163323,0.02173974619027235,0.2737826643318966,100.80475223064423,-0.36194576892241215
33,0.007236396648101167,1.4395445047560413,34.23233983426451,2.6237636400278306,0.015714937424616375,0.2048844962284483,30.88691332191229,-0.9397621070445272
34,0.045377323884627604,3.1121058409453832,30.280984469107352,2.239231128574766,0.07051470346564673,0.4406822467672414,84.97983759641647,-0.3472728243688885
35,0.00934484620388542,2.1087962934547404,20.180645659954813,1.349560215488525,0.015585473423988302,0.20183694773706898,68.08182430267334,-0.484359728471667
36,0.0028428513900672463,0.6424743638754009,24.675416147970626,1.848627787825786,0.006939594410580647,0.09014682112068965,19.226972475647926,-0.4310567189913883
37,0.0035178604806800655,1.055820300405682,30.46168653381555,2.3439672822248117,0.007730525854577567,0.10793541217672414,14.946473717689514,-0.5343178492923888
38,-0.004607438985732635,1.73072722655376,33.33055689819317,2.499421661352369,0.004343285129991649,0.04567955280172413,40.35597738623619,-0.33946647735334334
39,-0.003100518319664342,2.608168898563367,22.537075399539578,1.6822370171500771,0.00098019913802373,0.0017594962284482759,83.64026434719563,-0.31709580601036547
40,-0.0010273315456072792,3.217397736883825,27.178935720155756,2.1055239026318304,0.002324029805785013,0.018622036637931036,87.13895559310913,-0.3090760719472896
41,-0.010303162864033766,1.3755706060831376,27.74414287443305,2.027185844395968,0.007904996013856927,0.115966796875,27.373911425471306,-0.12938664143315703
42,0.005014673383873639,0.8873277111540839,31.84559844672712,2.4040748776741534,0.012468897774193341,0.18163220635775862,28.872146993875504,-0.318959566740302
