scheduler,seed,reward,thr_mbps,comp,drop,depth
SUS+CQI,10000,6077.938305853401,63.62499575766389,0.7544343713046906,0.044737879385100515,3.975729132946901
SUS+CQI,10001,9941.05481092428,87.27738452323221,0.8532749675745784,0.029507133592736705,3.947708978986501
SUS+CQI,10002,10797.713320894902,93.65513790459904,0.8627450980392157,0.021583827329381366,3.9700146888632584
SUS+CQI,10003,8388.819017404292,78.4628644981627,0.8109660574412533,0.021583986074847693,3.976909180609672
SUS+CQI,10004,12592.338815271485,106.15696697699707,0.8816114003836668,0.012606193477665114,3.9678775596323472
SUS+CQI,10005,8218.744225654471,68.50064575966648,0.8957253886010362,0.011873920552677029,3.800162950823464
SUS+CQI,10006,6088.132692178285,56.84221765242852,0.8165467625899281,0.04460431654676259,3.84479238639875
SUS+CQI,10007,7108.604436970391,58.892938670614626,0.9014368540458785,0.016637257373329974,3.3973119201088653
SUS+CQI,10008,6699.735448890212,67.52725986833565,0.7700905762189246,0.04837155521295047,3.9462106902931366
SUS+CQI,10009,11151.000432153163,96.67821855651736,0.8625439624853458,0.020955451348182885,3.9394354004991388
SUS+CQI,10010,3863.4339127440385,42.03643691195028,0.7359122753579044,0.053914102954614684,3.854860455716686
SUS+CQI,10011,8777.472347793495,75.55874785382845,0.868774853247491,0.03711418291990153,3.8247234812869024
SUS+CQI,10012,4641.476442838303,47.42893440285475,0.7722772277227723,0.048702167514048704,3.858669600952418
SUS+CQI,10013,10751.331380122645,94.31925482667181,0.856690300196108,0.009051138934982652,3.957291723839768
SUS+CQI,10014,9012.587413679363,82.11827897087343,0.8282310110872083,0.03921893099453914,3.975286968542211
SUS+CQI,10015,9800.583275530164,87.17731322067199,0.846215139442231,0.03346613545816733,3.9382138130440434
SUS+CQI,10016,10238.706182399672,86.03220799476071,0.8860068259385665,0.031569965870307165,3.8856117725473616
SUS+CQI,10017,7462.013208367217,60.846563869808,0.9124845488257107,0.01903584672435105,3.503443326912078
SUS+CQI,10018,8050.792693688818,76.77770627906891,0.7993031358885018,0.03048780487804878,3.9883447577992555
SUS+CQI,10019,10145.007107653433,91.5762529741348,0.8324105940445907,0.029178512644022145,3.9844589659574994
SUS+DPF,10000,5359.20639856523,59.50421894888528,0.7271799060649378,0.06289565039820298,3.9860101226634512
SUS+DPF,10001,8813.074675661197,79.9202140649244,0.8238528956865441,0.05018044337515037,3.9734264291449657
SUS+DPF,10002,9735.368997988773,86.80023328356353,0.8373708010335917,0.028423772609819122,3.988204159335197
SUS+DPF,10003,7506.872025111758,72.69004840066982,0.7867552112156428,0.02305847629588637,3.987394055394905
SUS+DPF,10004,12463.315026989665,105.15742553249282,0.8781775246562022,0.014168634532573969,3.9789261562028195
SUS+DPF,10005,8022.647011255167,67.41515299822615,0.8882839721254355,0.014590592334494773,3.821724938775959
SUS+DPF,10006,5679.5914669687545,55.68535647097062,0.7896370582617,0.05659025787965616,3.8779498238001717
SUS+DPF,10007,6903.9489813461905,57.50065130471207,0.8932958034800409,0.020726714431934492,3.420765515457372
SUS+DPF,10008,5388.067088650379,60.10951525276534,0.718781933374208,0.0639689352135704,3.974607181676059
SUS+DPF,10009,10243.060142144215,90.57327637727924,0.8419185687847008,0.025601480567550895,3.968085189688543
SUS+DPF,10010,3461.6197199892435,39.13406657459349,0.7152380952380952,0.05650793650793651,3.855985839300594
