scheduler,seed,reward,thr_mbps,comp,drop
CQI-greedy,10007,10278.936431708054,93.1081365738382,0.8256641021919001,0.04659602264479605
SU-CQI,10007,8431.094419930574,90.07987441840078,0.7560875512995896,0.0
PPO-best,10008,9441.678303102999,90.63858067563959,0.8008480772042696,0.021348150314373447
SUS-CQI@0.8,10008,9402.552922482355,90.29573066341496,0.8003850140678217,0.01747371538575448
CQI-greedy,10008,8982.8293506524,86.94473884833634,0.789656736730682,0.030545894450325118
SU-CQI,10008,7505.233858601062,84.4873701275585,0.734390485629336,0.0
PPO-best,10009,12170.415732600886,104.81105745419376,0.8688480622234143,0.010057663939922221
SUS-CQI@0.8,10009,11606.119131361122,101.75711808466868,0.8545028271962488,0.015584057371397049
CQI-greedy,10009,11110.254770002777,98.73686015507563,0.8413009953736156,0.03504836674610963
SU-CQI,10009,8916.479259361915,93.34546195231758,0.7658777911485493,0.0
PPO-best,10010,9432.469329518806,91.21551278291317,0.7978831375960562,0.01087429317094389
SUS-CQI@0.8,10010,9356.760685030964,90.77503938775024,0.7933547070824832,0.011366948411541825
CQI-greedy,10010,9097.04057303116,88.58925149153437,0.7874446085672083,0.023190546528803545
SU-CQI,10010,7856.623923502297,87.72694556492638,0.7379642365887208,0.0
PPO-best,10011,9822.154199012404,93.83024997272027,0.8059154929577464,0.008028169014084508
SUS-CQI@0.8,10011,9703.083405634748,92.85052182888,0.8020458147241032,0.00864428756663305
CQI-greedy,10011,9559.765353733232,91.59416589152403,0.7973402717548425,0.026886383347788378
SU-CQI,10011,8366.015647204935,90.377294545567,0.7506388702084734,0.0
PPO-best,10012,7904.244602146098,83.59991517167462,0.759887839433294,0.0023612750885478157
SUS-CQI@0.8,10012,7401.087385261203,79.9638774126387,0.7461703431372549,0.015778186274509803
CQI-greedy,10012,6981.512889570708,77.64645712143839,0.7313548788067122,0.04195152268489745
SU-CQI,10012,7194.4302461498055,82.45787026071524,0.7272986864648772,0.0
PPO-best,10013,11494.64777068011,101.98974014639495,0.851580518247185,0.006919006919006919
SUS-CQI@0.8,10013,11103.95926214256,99.32372097220936,0.8432167832167832,0.009370629370629371
CQI-greedy,10013,10848.772918061102,97.95760246533855,0.8327267637178052,0.024216125419932812
SU-CQI,10013,8932.523284222985,93.36060137032038,0.76526008492569,0.0
PPO-best,10014,10872.821783771513,98.93945882413907,0.8352453351762267,0.00939875604699378
SUS-CQI@0.8,10014,10204.219776946722,94.55657882056073,0.8207926479035037,0.014933946008041356
CQI-greedy,10014,10020.421864496564,93.20080619487813,0.8109886965231078,0.039633710115896406
SU-CQI,10014,8834.444442360338,92.5023038131932,0.7644468170292272,0.0
PPO-best,10015,10272.57840811752,94.31180695441218,0.8249462365591398,0.024229390681003583
SUS-CQI@0.8,10015,9885.891434254938,92.32232984819862,0.8144525547445255,0.01824817518248175
CQI-greedy,10015,9627.527633320069,90.17207113657183,0.8051009877635265,0.041427097154651336
SU-CQI,10015,7458.986907979478,84.16524737711221,0.7329545454545454,0.0
PPO-best,10016,11334.349903428034,99.64168785468624,0.8544402089510095,0.014259494564450092
SUS-CQI@0.8,10016,11770.593309618573,101.50785119834363,0.866600790513834,0.007905138339920948
CQI-greedy,10016,11050.239456194864,97.59883739646419,0.8449769053117783,0.02554849884526559
SU-CQI,10016,8829.526631449828,92.91065892176225,0.763186077643909,0.0
PPO-best,10017,11232.794801892514,98.0231031487588,0.8542387543252595,0.018310265282583622
SUS-CQI@0.8,10017,11589.499435333837,99.93122735429883,0.8661565116950621,0.010251227259601502
CQI-greedy,10017,10949.03184325254,96.55049717827248,0.8405923344947736,0.03193960511033682
SU-CQI,10017,8442.9405286575,91.53745237243359,0.7510412468090824,0.0
PPO-best,10018,9580.844540168873,90.4185134644856,0.8088256853833748,0.02023163758979622
SUS-CQI@0.8,10018,9470.236574152697,89.48095526410998,0.8062003893964356,0.01542608956118017
CQI-greedy,10018,9039.285782921294,86.64696075606003,0.7909613059250302,0.04307738814993954
SU-CQI,10018,7434.661911716373,84.00785376863982,0.7330779054916986,0.0
PPO-best,10019,11785.34398564389,102.86184066665247,0.8626141474717187,0.007359956385443642
SUS-CQI@0.8,10019,11029.994478576471,97.50006023160458,0.8479348292125196,0.014720594540517365
CQI-greedy,10019,10533.400856751727,95.4722172686379,0.8259429887705154,0.038295421825511086
SU-CQI,10019,8965.439662487684,94.31363807229098,0.7635740643120716,0.0
