scheduler,seed,reward,thr_mbps,comp,drop
PPO-best,10020,4710.806639136832,51.30197045313518,0.723892586642185,0.0
SU-CQI,10020,5009.024638296886,54.71506656118324,0.7235113835376532,0.0
SUS-CQI@0.8,10020,3304.649650416342,41.55523827082584,0.6520021074815595,0.008956796628029505
PPO-best,10021,6639.399511988628,60.616628531153474,0.8052833404345974,0.0
SU-CQI,10021,6411.908208070639,61.47213169411468,0.7813731590956233,0.0
SUS-CQI@0.8,10021,5099.424451078443,50.51552055940879,0.746202841744243,0.009064184223419891
PPO-best,10022,7371.119991218089,62.2034966951315,0.852895495895274,0.0
SU-CQI,10022,6631.0012609336545,62.39924823842221,0.7917882451021259,0.0
SUS-CQI@0.8,10022,6297.970641571967,55.35874761802693,0.8023598820058997,0.004670599803343166
PPO-best,10023,5802.150574730364,55.762425004458635,0.7756775222045093,0.0
SU-CQI,10023,6128.3828523220445,60.504891315480926,0.7698983911939035,0.0
SUS-CQI@0.8,10023,3963.44983593286,44.37975077130622,0.6771819137749737,0.007886435331230283
PPO-best,10024,5305.030275224583,54.31822016196131,0.7500563443768312,0.0
SU-CQI,10024,5270.567454884176,56.19665321912329,0.7331887201735358,0.0
SUS-CQI@0.8,10024,3927.4730405081623,45.82420813491632,0.6761061946902654,0.006321112515802781
PPO-best,10025,4898.138903305858,53.022519924609554,0.726887948318111,0.0
SU-CQI,10025,5255.0588475149,56.312064622949435,0.7328426066248106,0.0
SUS-CQI@0.8,10025,3269.062337645097,42.07165187210203,0.644438655899974,0.004688721021099245
PPO-best,10026,6098.357849245702,58.32123188381174,0.7815438443035206,0.0
SU-CQI,10026,6255.826089436722,61.292093104169254,0.7733918128654971,0.0
SUS-CQI@0.8,10026,4637.48974540573,49.65257451050663,0.7051812211140842,0.010459742155193383
PPO-best,10027,5867.979609008021,56.85887872828265,0.7749945067018238,0.0
SU-CQI,10027,5926.206122166081,59.134823765826134,0.7636170212765957,0.0
SUS-CQI@0.8,10027,4250.107821496385,46.49036290148529,0.6986266531027467,0.006612410986775178
PPO-best,10028,6132.893429471821,58.16502943523045,0.7853254953189637,0.0
SU-CQI,10028,6170.929892925139,60.62093118135684,0.77,0.0
SUS-CQI@0.8,10028,4224.550341004098,46.03258257300978,0.6979984798581201,0.006587281479604763
PPO-best,10029,5332.073477997007,53.59632773556656,0.7553677478300593,0.0
SU-CQI,10029,5572.1745023014355,57.5654346110448,0.7474769164698304,0.0
SUS-CQI@0.8,10029,4067.978253852415,45.71896329752579,0.6857290056671819,0.01287995878413189
PPO-best,10030,5865.536020954594,57.91250720624021,0.767376802238003,0.0
SU-CQI,10030,6131.710338897355,60.86424581944358,0.7671660424469413,0.0
SUS-CQI@0.8,10030,4359.071727484215,47.89350625931218,0.7020214624407287,0.0029947591714499623
PPO-best,10031,6051.10666203113,58.792302248835206,0.775936289281102,0.0
SU-CQI,10031,6226.410424539999,61.16555423660114,0.772149259954138,0.0
SUS-CQI@0.8,10031,4515.655868837994,48.66644035412551,0.7069985214391326,0.010349926071956629
PPO-best,10032,5764.461615647429,55.8279014194055,0.7739110911540189,0.0
SU-CQI,10032,5863.4540713723445,58.93802892164592,0.7607440667094291,0.0
SUS-CQI@0.8,10032,4317.544635456158,46.55900829644025,0.7018126116926219,0.01404135818228236
PPO-best,10033,6276.066542513861,58.75236773567648,0.7895545314900153,0.0
SU-CQI,10033,6194.003592624065,60.81298967306689,0.7705227797606551,0.0
SUS-CQI@0.8,10033,4993.021084022636,50.19674527945069,0.7270699058006941,0.005949429846306396
PPO-best,10034,6307.258654974449,58.173837269835545,0.799642617824436,0.0
SU-CQI,10034,5792.13466952509,58.24191851838958,0.7595295142670442,0.0
SUS-CQI@0.8,10034,4737.150612193467,48.253223706786464,0.7244661692822228,0.006431695394906097
PPO-best,10035,5736.740702875412,56.247684999692204,0.7685877694676638,0.0
SU-CQI,10035,5659.3458753761115,57.47487053530971,0.7535921080849238,0.0
SUS-CQI@0.8,10035,3881.276243756689,44.451481846452516,0.6825114387391967,0.010930350788002034
PPO-best,10036,7386.857299136127,64.2780573834167,0.8340684730098719,0.0
SU-CQI,10036,7318.135532913137,66.27971508423836,0.8161106590724166,0.0
SUS-CQI@0.8,10036,5968.19900285206,56.31215758173052,0.76447337828412,0.0032550569634968614
PPO-best,10037,5851.036786285715,55.523029555382,0.7836429542365202,0.0
SU-CQI,10037,5790.6213431358565,58.58206432938989,0.7574321413183972,0.0
SUS-CQI@0.8,10037,4398.262298955078,46.84343369794235,0.7113163972286374,0.004875545291249679
PPO-best,10038,7568.925772160957,64.98527804477668,0.8424815983175604,0.0
SU-CQI,10038,7173.369829757072,65.0892497860183,0.814616019818332,0.0
SUS-CQI@0.8,10038,6164.197217380536,55.91358773273232,0.7827849308536003,0.003814973772055317
PPO-best,10039,6015.911941259374,57.61158121124756,0.7809013833110219,0.0
SU-CQI,10039,6284.310980870515,62.01703217402488,0.7712554836014205,0.0
SUS-CQI@0.8,10039,4635.826531519344,49.19060565355091,0.7016923465521596,0.002020712301086133
