scheduler,seed,reward,thr_mbps,comp,drop,depth
SU-CQI,10000,8121.369884883762,79.02541418147601,0.8017722349852314,0.0,1.0
SUS-CQI@0.8,10000,6077.938305853401,63.62499575766389,0.7544343713046906,0.044737879385100515,3.975729132946901
Hybrid<=10,10000,6185.073500714915,64.7314118916699,0.7565572177967749,0.046046240528463185,3.977969434384452
Hybrid<=14,10000,6139.4829581530075,63.503290405947695,0.7606752730883813,0.03257199602780536,3.8353004429082844
Hybrid<=18,10000,7598.828146107887,75.24437231694584,0.791831811132173,0.0005169739789763915,2.291148723577623
Hybrid<=22,10000,8121.369884883762,79.02541418147601,0.8017722349852314,0.0,1.0
PPO-best,10000,8082.154854001673,78.05106888621015,0.8046396023198011,0.0,1.2393655991545562
SU-CQI,10001,8135.247150874073,82.121637944348,0.7825414022597121,0.0,1.0
SUS-CQI@0.8,10001,9941.05481092428,87.27738452323221,0.8532749675745784,0.029507133592736705,3.947708978986501
Hybrid<=10,10001,9941.05481092428,87.27738452323221,0.8532749675745784,0.029507133592736705,3.947708978986501
Hybrid<=14,10001,9915.948997125697,86.69950324951786,0.856326530612245,0.026448979591836733,3.899866063382823
Hybrid<=18,10001,8857.103363837494,81.42575533385002,0.8239152371342079,0.007231752438614195,3.2499785287979104
Hybrid<=22,10001,8184.345398523786,82.15422464194256,0.7840696950840075,0.0,1.921901203760215
PPO-best,10001,10667.07373611863,92.94974060857359,0.8650591583046279,0.0001497678598172832,2.193356873024897
SU-CQI,10002,7590.791949959171,83.10667458262081,0.7463500958560684,0.0,1.0
SUS-CQI@0.8,10002,10797.713320894902,93.65513790459904,0.8627450980392157,0.021583827329381366,3.9700146888632584
Hybrid<=10,10002,10797.713320894902,93.65513790459904,0.8627450980392157,0.021583827329381366,3.9700146888632584
Hybrid<=14,10002,10815.3214124387,93.91236547928236,0.8610691633947448,0.015856236786469344,3.965860752242001
Hybrid<=18,10002,10382.230466294652,91.5820720543572,0.849516797054763,0.010737843227488879,3.7745970641255315
Hybrid<=22,10002,8623.969975271526,85.80363809930672,0.7834848484848485,0.0,2.683844361115143
PPO-best,10002,11408.686598407108,99.09806017266712,0.8660462492949803,0.0001410039481105471,2.560729893673989
SU-CQI,10003,7613.911477983319,79.76236852275426,0.7661150512214342,0.0,1.0
SUS-CQI@0.8,10003,8388.819017404292,78.4628644981627,0.8109660574412533,0.021583986074847693,3.976909180609672
Hybrid<=10,10003,8550.688617993816,78.96284977583406,0.8184812760055479,0.01872399445214979,3.9711103262608365
Hybrid<=14,10003,8417.588317319703,78.77808712655397,0.8123263888888889,0.021875,3.9412915605350984
Hybrid<=18,10003,7923.9411063242815,76.81184094055313,0.7932650581496268,0.006422496094428051,3.3925571836754984
Hybrid<=22,10003,7629.872895383012,79.30588938097371,0.767797419971333,0.0,2.1006771453318245
PPO-best,10003,9263.863232535854,83.84988687184207,0.8384131591678762,0.0003225286244154169,2.1352575768132236
SU-CQI,10004,9347.244597203753,95.74067259940462,0.7753651796288985,0.0,1.0
SUS-CQI@0.8,10004,12592.338815271485,106.15696697699707,0.8816114003836668,0.012606193477665114,3.9678775596323472
Hybrid<=10,10004,12592.338815271485,106.15696697699707,0.8816114003836668,0.012606193477665114,3.9678775596323472
Hybrid<=14,10004,12686.972805504176,106.91875368526351,0.8837653478854025,0.009959072305593451,3.962842537435357
Hybrid<=18,10004,12433.267739226885,105.73059724122783,0.8771785371209002,0.008233841086867023,3.8439288996705865
Hybrid<=22,10004,10659.61796563482,98.25047623830345,0.8222899916828389,0.0016634322151372332,3.049242228520071
PPO-best,10004,12855.351414709126,109.27897016302153,0.8800518134715026,0.00038860103626943003,2.5798871697585963
SU-CQI,10005,8994.424194681491,77.16503170819966,0.8823091247672253,0.0,1.0
SUS-CQI@0.8,10005,8218.744225654471,68.50064575966648,0.8957253886010362,0.011873920552677029,3.800162950823464
Hybrid<=10,10005,7905.614028865562,66.65214942987681,0.8878339589313314,0.009715168911459484,3.6470571768567166
Hybrid<=14,10005,8601.437626787649,73.80613796256581,0.8790526111434673,0.0,1.9425129175509557
Hybrid<=18,10005,8994.424194681491,77.16503170819966,0.8823091247672253,0.0,1.0
Hybrid<=22,10005,8994.424194681491,77.16503170819966,0.8823091247672253,0.0,1.0
PPO-best,10005,9497.74940274219,79.02545394827557,0.9017775334432838,0.0,1.545104837851705
SU-CQI,10006,7698.930624844612,70.96126926971475,0.8363742236024845,0.0,1.0
SUS-CQI@0.8,10006,6088.132692178285,56.84221765242852,0.8165467625899281,0.04460431654676259,3.84479238639875
Hybrid<=10,10006,5993.870828677153,56.73433399912574,0.8078747628083491,0.03581593927893738,3.7526382504740026
Hybrid<=14,10006,6965.870890304346,64.40208983007278,0.8289529461636287,0.002543450614667232,2.3170713008429296
Hybrid<=18,10006,7698.930624844612,70.96126926971475,0.8363742236024845,0.0,1.0
Hybrid<=22,10006,7698.930624844612,70.96126926971475,0.8363742236024845,0.0,1.0
PPO-best,10006,7686.443333434071,68.8369632327026,0.8498600559776089,0.0,1.2999402348942566
SU-CQI,10007,7583.021350049461,65.16787383192148,0.8789139478870156,0.0,1.0
SUS-CQI@0.8,10007,7108.604436970391,58.892938670614626,0.9014368540458785,0.016637257373329974,3.3973119201088653
Hybrid<=10,10007,7010.709519226664,58.73458552899314,0.8921812749003984,0.0069721115537848604,2.9576642908337956
Hybrid<=14,10007,7439.052924646067,64.44830298655164,0.8720700985761227,0.0,1.4531776822385958
Hybrid<=18,10007,7583.021350049461,65.16787383192148,0.8789139478870156,0.0,1.0
Hybrid<=22,10007,7583.021350049461,65.16787383192148,0.8789139478870156,0.0,1.0
PPO-best,10007,7959.379883779655,66.08336760389483,0.9040671971706454,0.0,1.6301739730064118
SU-CQI,10008,7046.201905538216,73.60015138297078,0.7676802186539119,0.0,1.0
SUS-CQI@0.8,10008,6699.735448890212,67.52725986833565,0.7700905762189246,0.04837155521295047,3.9462106902931366
Hybrid<=10,10008,6599.855292037123,66.96085159286363,0.7638171734557276,0.04322050105182635,3.947094566340985
Hybrid<=14,10008,6642.2698083151345,67.05333344648501,0.7697508209387677,0.03689395402742901,3.8400429404332668
Hybrid<=18,10008,6756.84464632458,68.87191384000496,0.7710306406685237,0.004642525533890436,2.855970190935044
Hybrid<=22,10008,7070.215595979309,73.50638870815581,0.7689406924922866,0.0,1.2452718490831198
PPO-best,10008,7671.112493317054,73.74726732828334,0.8033421284080915,0.00017590149516270889,1.6339246593375785
SU-CQI,10009,8605.654537794922,88.6792504890083,0.7719546742209632,0.0,1.0
SUS-CQI@0.8,10009,11151.000432153163,96.67821855651736,0.8625439624853458,0.020955451348182885,3.9394354004991388
Hybrid<=10,10009,11151.000432153163,96.67821855651736,0.8625439624853458,0.020955451348182885,3.9394354004991388
Hybrid<=14,10009,10940.598766544426,95.60809931764975,0.8554464154816009,0.022430728632165373,3.922138708121153
Hybrid<=18,10009,10586.893321800238,92.80896089457892,0.8530433469264461,0.008155867693701857,3.609111279877259
Hybrid<=22,10009,9186.71354429881,89.63971309490354,0.7947010279426668,0.00014478065730418415,2.405819144884605
