scheduler,seed,reward,thr_mbps,sinr_db,comp,miss,retx_drop,total_fail,depth,jain,jain_allk
SU+DPF,10012,5351.635598153121,51.905935975653286,19.0938184923183,0.8028419182948491,0.19538188277087035,0.0,0.19538188277087035,1.0,0.5946891738030006,0.3159286235828442
SU+PF,10012,5313.660881203125,53.19094292626717,19.128523138190193,0.7882181110029212,0.2103213242453749,0.0,0.2103213242453749,1.0,0.5952112913357221,0.3162059985221024
SU+Rnd,10012,2834.0613533299293,36.46872896609741,17.464861114286876,0.6829347123464771,0.31447963800904977,0.0,0.31447963800904977,1.0,0.6080042432535879,0.32300225422846857
PPO,10012,6153.3706198877835,57.87090160726999,17.90332090503945,0.823733518390007,0.17580383992597734,0.0,0.17580383992597734,1.2270479026600853,0.6000042598164577,0.3187522630274931
SUS+CQI,10013,10744.438751780628,94.09365971279803,9.72444793201641,0.8585935131858139,0.12776598969384662,0.011821764170960897,0.1395877538648075,3.9611094467643317,0.748489325639237,0.6783184513605585
SUS+DPF,10013,9841.911505945423,88.57207757177248,9.743075191642134,0.8355231913883172,0.14817160044324837,0.013614057305683077,0.16178565774893144,3.9767829782806015,0.7334172157939662,0.6646593518132821
SUS+PF,10013,10110.714424647418,91.11765355232755,9.875581496004425,0.8382557600123705,0.14643575073449822,0.012989021184475027,0.15942477191897325,3.973286988939027,0.7325776068049785,0.6638984561670117
SUS+Rnd,10013,8253.611136402274,78.11062424510848,9.119615258579067,0.7981886534518113,0.17720437457279561,0.021872863978127138,0.19907723855092274,3.989032812482225,0.7313839250308608,0.6628166820592174
SU+CQI,10013,9014.82999058094,90.24085381567362,24.008694432001775,0.7870619946091644,0.21137750035466024,0.0,0.21137750035466024,1.0,0.550613208220335,0.4989932199496787
SU+DPF,10013,6764.965584406595,66.22774101606555,22.51768861547861,0.7777777777777778,0.21903624054161688,0.0,0.21903624054161688,1.0,0.7058046333733794,0.6396354489946252
SU+PF,10013,5926.341181537382,71.55381598379938,22.967422876354977,0.7058926692388635,0.2909505436688881,0.0,0.2909505436688881,1.0,0.6852722555884536,0.6210279816270361
SU+Rnd,10013,3256.5735041535245,53.71847677363214,20.98461944864368,0.6091534164159862,0.38633433605500644,0.0,0.38633433605500644,1.0,0.7499537966323188,0.6796456281980386
PPO,10013,11408.244657043086,99.15649609675704,15.481604876863218,0.8653470867019794,0.13325899080011153,0.0,0.13325899080011153,2.415566372350905,0.707981168138276,0.6416079336253127
SUS+CQI,10014,9270.904257139906,84.24474139586881,9.632912797348487,0.8331974563834991,0.130604924180662,0.034077939018424916,0.16468286319908693,3.974396583711147,0.7026062144864642,0.5928239934729546
SUS+DPF,10014,8179.147482470584,77.50565799400675,9.546384624196012,0.8023674729799279,0.14942528735632185,0.04529078744209985,0.1947160747984217,3.9889554267465144,0.6838152497870211,0.5769691170077993
SUS+PF,10014,8213.463231167543,78.5584707448818,9.530097057062779,0.802012278308322,0.1468281036834925,0.04894270122783083,0.19577080491132332,3.9835369916408325,0.6869926109228167,0.5796500154661265
SUS+Rnd,10014,6886.671132372142,68.95856388153918,8.995953377823815,0.7681079083518108,0.17553584626755359,0.054138950480413894,0.22967479674796748,3.9905368843686375,0.6788401213719214,0.5727713524075587
SU+CQI,10014,9289.139884851871,88.70167559478368,24.569972716436016,0.8105837264150944,0.18764740566037735,0.0,0.18764740566037735,1.0,0.5891232626768591,0.4970727528835996
SU+DPF,10014,7008.128933314676,68.01803886999892,24.034992988858953,0.7905392252287328,0.20693011485302706,0.0,0.20693011485302706,1.0,0.6614234034976788,0.5580759967011664
SU+PF,10014,6624.719292155586,72.64740059920197,24.321618892065725,0.7450946040644709,0.25210231254379817,0.0,0.25210231254379817,1.0,0.6504932866834124,0.5488537106391292
SU+Rnd,10014,3125.345941350865,50.4296253214715,21.665219354848688,0.6175166297117517,0.3782705099778271,0.0,0.3782705099778271,1.0,0.7053233408608492,0.5951165688513415
PPO,10014,10467.602454473057,92.25369904705096,17.92758720406783,0.8571851851851852,0.14177777777777778,0.0,0.14177777777777778,1.980716394922814,0.6789791813401181,0.5728886842557248
SUS+CQI,10015,9540.246097589585,85.74103904477369,8.660840491851914,0.8371944400063908,0.12541939606965968,0.03578846461096022,0.1612078606806199,3.9466143728729053,0.7224902637870879,0.6321789808137017
SUS+DPF,10015,8636.869941588418,80.07911305340689,8.59035530137022,0.8155012636899748,0.1332771693344566,0.04919966301600674,0.18247683235046336,3.9730095790235462,0.7092230389632552,0.6205701590928485
SUS+PF,10015,8537.106312344671,80.85664263732653,8.654605549391047,0.8057218895542249,0.13556220891550233,0.05688622754491018,0.19244843646041251,3.9735075327813445,0.7070700030889452,0.6186862527028271
SUS+Rnd,10015,7479.349008816407,73.57033273056426,8.158809954168314,0.7792665726375176,0.1622002820874471,0.055535966149506344,0.21773624823695345,3.9828750884526665,0.6987770928853184,0.6114299562746535
SU+CQI,10015,8325.608653894513,83.48584998056158,23.408168287848742,0.7852225791647545,0.2130946917546275,0.0,0.2130946917546275,1.0,0.5669244342303802,0.4960588799515827
SU+DPF,10015,6539.555525344116,63.04110049912908,22.35929857631333,0.7861570247933884,0.21012396694214877,0.0,0.21012396694214877,1.0,0.6914293706550713,0.6050006993231873
SU+PF,10015,5571.208709806597,67.07662850229991,22.733920015420903,0.707218761451081,0.2903994137046537,0.0,0.2903994137046537,1.0,0.6766708791581604,0.5920870192633906
SU+Rnd,10015,2888.598982308947,49.28794079481302,20.342789293236414,0.6046198699259924,0.391343350527024,0.00022426553038797938,0.39156761605741197,1.0,0.7234283922747916,0.6329998432404427
PPO,10015,10976.942653838587,95.07742815606302,14.421085893759962,0.8684979544126242,0.12945645821157217,0.00043834015195791935,0.1298947983635301,2.29554206793409,0.7131761606518191,0.6240291405703416
SUS+CQI,10016,10300.252336945921,86.35742768340528,10.426106895053522,0.8865103635745838,0.08766564729867482,0.023955147808358817,0.11162079510703364,3.9007251951544886,0.814638958579553,0.636436686390276
SUS+DPF,10016,10152.063192711616,85.29709898054179,10.350855432144769,0.8859269517050372,0.08412670936472218,0.02856153712999827,0.11268824649472045,3.9061492423221456,0.8117794868379669,0.6342027240921616
SUS+PF,10016,10200.287952313767,85.7063298073592,10.093173416414938,0.8844901456726649,0.09151670951156812,0.021936589545844043,0.11345329905741217,3.9093384260121433,0.819439096960014,0.640186794500011
SUS+Rnd,10016,8819.540346318505,76.94392405460378,9.721343284588556,0.850815418828762,0.11249073387694589,0.0340993328391401,0.146590066716086,3.9547925731354394,0.8092916486466741,0.6322591005052141
SU+CQI,10016,9643.677124812071,88.60123023783012,30.906258609342515,0.8346613545816733,0.16380631320870365,0.0,0.16380631320870365,1.0,0.6245271085313172,0.4879118035400917
