scheduler,seed,reward,thr_mbps,comp,drop,depth
SU-PF,10010,4702.024758671246,49.20319920558752,0.7704301075268817,0.0,1.0
SU-Random,10010,2104.3171841364438,32.303128138600194,0.6294545454545455,0.0003636363636363636,1.0
SUS-Deadline-PF@0.8,10011,8842.349293050425,76.07637362145948,0.8706618623174663,0.025981414754409255,3.8477564005654874
SUS+PF@0.8,10011,8733.980072463122,75.61540062161495,0.8644549763033176,0.026540284360189573,3.845613910544243
SUS-Random@0.8,10011,8043.827430296361,70.51476930652814,0.8542003231017771,0.029079159935379646,3.888960701882637
SU-Deadline-PF,10011,7797.17250974368,68.22180429076758,0.8610062893081761,0.0,1.0
SU-PF,10011,7331.490143947482,70.76739599043661,0.810542695973546,0.0,1.0
SU-Random,10011,4593.438987101582,52.20590401926078,0.7252341054706752,0.0,1.0
SUS-Deadline-PF@0.8,10012,4497.4526040861565,45.863469080501716,0.772877618522602,0.03996692392502756,3.882245780351321
SUS+PF@0.8,10012,4606.976805120906,46.89628714839824,0.7752318603382433,0.031642116748499725,3.879492260942707
SUS-Random@0.8,10012,4087.083217086169,43.10576960526865,0.7549726145863361,0.04064571922744307,3.90106298287353
SU-Deadline-PF,10012,5351.635598153121,51.905935975653286,0.8028419182948491,0.0,1.0
SU-PF,10012,5313.660881203125,53.19094292626717,0.7882181110029212,0.0,1.0
SU-Random,10012,2834.0613533299293,36.46872896609741,0.6829347123464771,0.0,1.0
SUS-Deadline-PF@0.8,10013,9841.911505945423,88.57207757177248,0.8355231913883172,0.013614057305683077,3.9767829782806015
SUS+PF@0.8,10013,10110.714424647418,91.11765355232755,0.8382557600123705,0.012989021184475027,3.973286988939027
SUS-Random@0.8,10013,8253.611136402274,78.11062424510848,0.7981886534518113,0.021872863978127138,3.989032812482225
SU-Deadline-PF,10013,6764.965584406595,66.22774101606555,0.7777777777777778,0.0,1.0
SU-PF,10013,5926.341181537382,71.55381598379938,0.7058926692388635,0.0,1.0
SU-Random,10013,3256.5735041535245,53.71847677363214,0.6091534164159862,0.0,1.0
SUS-Deadline-PF@0.8,10014,8179.147482470584,77.50565799400675,0.8023674729799279,0.04529078744209985,3.9889554267465144
SUS+PF@0.8,10014,8213.463231167543,78.5584707448818,0.802012278308322,0.04894270122783083,3.9835369916408325
SUS-Random@0.8,10014,6886.671132372142,68.95856388153918,0.7681079083518108,0.054138950480413894,3.9905368843686375
SU-Deadline-PF,10014,7008.128933314676,68.01803886999892,0.7905392252287328,0.0,1.0
SU-PF,10014,6624.719292155586,72.64740059920197,0.7450946040644709,0.0,1.0
SU-Random,10014,3125.345941350865,50.4296253214715,0.6175166297117517,0.0,1.0
SUS-Deadline-PF@0.8,10015,8636.869941588418,80.07911305340689,0.8155012636899748,0.04919966301600674,3.9730095790235462
SUS+PF@0.8,10015,8537.106312344671,80.85664263732653,0.8057218895542249,0.05688622754491018,3.9735075327813445
SUS-Random@0.8,10015,7479.349008816407,73.57033273056426,0.7792665726375176,0.055535966149506344,3.9828750884526665
SU-Deadline-PF,10015,6539.555525344116,63.04110049912908,0.7861570247933884,0.0,1.0
SU-PF,10015,5571.208709806597,67.07662850229991,0.707218761451081,0.0,1.0
SU-Random,10015,2888.598982308947,49.28794079481302,0.6046198699259924,0.00022426553038797938,1.0
SUS-Deadline-PF@0.8,10016,10152.063192711616,85.29709898054179,0.8859269517050372,0.02856153712999827,3.9061492423221456
SUS+PF@0.8,10016,10200.287952313767,85.7063298073592,0.8844901456726649,0.021936589545844043,3.9093384260121433
SUS-Random@0.8,10016,8819.540346318505,76.94392405460378,0.850815418828762,0.0340993328391401,3.9547925731354394
SU-Deadline-PF,10016,8517.781329390944,74.7543337075509,0.854786111643967,0.0,1.0
SU-PF,10016,7923.845995934121,78.26123391086122,0.7982425307557117,0.0,1.0
SU-Random,10016,4727.954489406615,57.13061353244739,0.7011210762331839,0.0,1.0
