band,world,lhs,rhs,metric,n,lhs_mean,rhs_mean,mean_difference,ci95_low,ci95_high,positive_differences,negative_differences,ties,higher_is_better,notes,source_files
historical_headline_20000_20099,in_distribution,base,SU+CQI,reward,100,4836.39078,1836.7021419999999,2999.688638,2568.6977386386197,3430.6795373613804,97,3,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+CQI,throughput_mbps,100,83.674228,72.848444,10.825784,9.136012342144548,12.515555657855453,94,6,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+CQI,goodput_mbps,100,81.758323,70.630566,11.127757,9.513500383353323,12.742013616646679,97,3,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+CQI,mean_sinr_db,100,13.247647,24.673744,-11.426097,-12.080490199417458,-10.771703800582543,0,100,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+CQI,completion_rate,100,0.634379,0.557562,0.076817,0.06887627640624695,0.08475772359375304,99,1,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+CQI,deadline_miss_rate,100,0.362691,0.43931,-0.076619,-0.08450086861116514,-0.06873713138883487,0,99,1,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+CQI,retx_drop_rate,100,0.000132,3.4e-05,9.8e-05,5.953907917760123e-05,0.00013646092082239878,35,1,64,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+CQI,mu_depth,100,2.782886,1.0,1.782886,1.6980854649820722,1.8676865350179277,100,0,0,,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+CQI,jain,100,0.682222,0.615563,0.066659,0.05820610541863236,0.07511189458136763,95,5,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+DPF,reward,100,4836.39078,-1271.352156,6107.742936000001,5319.126688957876,6896.359183042126,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+DPF,throughput_mbps,100,83.674228,61.324014,22.350214,19.21400998857584,25.486418011424163,97,3,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+DPF,goodput_mbps,100,81.758323,54.553509,27.204814,23.759624779854924,30.650003220145074,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+DPF,mean_sinr_db,100,13.247647,23.864749,-10.617102000000001,-11.193181631237433,-10.041022368762569,0,100,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+DPF,completion_rate,100,0.634379,0.454102,0.180277,0.1654747106833918,0.19507928931660817,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+DPF,deadline_miss_rate,100,0.362691,0.540818,-0.178127,-0.19275811954808417,-0.16349588045191585,0,100,0,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+DPF,retx_drop_rate,100,0.000132,0.000219,-8.7e-05,-0.00014997767815608736,-2.4022321843912654e-05,16,38,46,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+DPF,mu_depth,100,2.782886,1.0,1.782886,1.6980854649820722,1.8676865350179277,100,0,0,,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+DPF,jain,100,0.682222,0.72481,-0.042588,-0.05070216861166367,-0.03447383138833633,9,91,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+PF,reward,100,4836.39078,-1450.363106,6286.753886,5471.261577100061,7102.24619489994,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+PF,throughput_mbps,100,83.674228,63.035933,20.638295,17.685628176143727,23.590961823856272,97,3,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+PF,goodput_mbps,100,81.758323,54.775622,26.982701,23.524447279138077,30.44095472086192,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+PF,mean_sinr_db,100,13.247647,23.976137,-10.72849,-11.311070200730091,-10.14590979926991,0,100,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+PF,completion_rate,100,0.634379,0.457989,0.17639,0.1618692371183814,0.1909107628816186,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+PF,deadline_miss_rate,100,0.362691,0.537428,-0.174737,-0.18914912491938854,-0.16032487508061147,0,100,0,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+PF,retx_drop_rate,100,0.000132,0.000443,-0.000311,-0.0004072151491367361,-0.00021478485086326397,7,64,29,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+PF,mu_depth,100,2.782886,1.0,1.782886,1.6980854649820722,1.8676865350179277,100,0,0,,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+PF,jain,100,0.682222,0.718574,-0.036351999999999995,-0.04425343985098939,-0.028450560149010602,18,82,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+Rnd,reward,100,4836.39078,-4665.977464,9502.368244,8579.49682431492,10425.239663685079,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+Rnd,throughput_mbps,100,83.674228,52.748106,30.926122,27.676248101406795,34.1759958985932,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+Rnd,goodput_mbps,100,81.758323,40.436005,41.322318,37.4580691995889,45.18656680041111,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+Rnd,mean_sinr_db,100,13.247647,22.852655,-9.605008,-10.166271597602675,-9.043744402397325,0,100,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+Rnd,completion_rate,100,0.634379,0.350205,0.284174,0.27143749094964303,0.29691050905035693,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+Rnd,deadline_miss_rate,100,0.362691,0.644304,-0.281613,-0.2943268062470942,-0.26889919375290583,0,100,0,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+Rnd,retx_drop_rate,100,0.000132,0.000398,-0.000266,-0.0003454297844565635,-0.0001865702155434365,8,67,25,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+Rnd,mu_depth,100,2.782886,1.0,1.782886,1.6980854649820722,1.8676865350179277,100,0,0,,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SU+Rnd,jain,100,0.682222,0.727784,-0.045562,-0.05402366003533013,-0.03710033996466987,15,85,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+CQI,reward,100,4836.39078,4193.754582,642.636198,596.4237722939117,688.8486237060883,99,1,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+CQI,throughput_mbps,100,83.674228,83.794318,-0.12008999999999932,-0.35442179710600275,0.11424179710600411,58,42,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+CQI,goodput_mbps,100,81.758323,78.69486,3.063463,2.845964714572736,3.280961285427264,99,1,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+CQI,mean_sinr_db,100,13.247647,10.633609,2.614038,2.250072710321909,2.9780032896780906,99,1,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+CQI,completion_rate,100,0.634379,0.604925,0.029453999999999994,0.026658326047398623,0.032249673952601365,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+CQI,deadline_miss_rate,100,0.362691,0.39198299999999997,-0.029292,-0.0320627072503538,-0.026521292749646194,0,100,0,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+CQI,retx_drop_rate,100,0.000132,0.000143,-1.1000000000000001e-05,-5.1565940913646156e-05,2.956594091364615e-05,20,16,64,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+CQI,mu_depth,100,2.782886,3.933069,-1.150183,-1.223819038801251,-1.0765469611987488,0,100,0,,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+CQI,jain,100,0.682222,0.691778,-0.009555999999999999,-0.011755088694242001,-0.007356911305757996,20,79,1,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+DPF,reward,100,4836.39078,1085.841932,3750.548848,3236.4818358260272,4264.615860173973,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+DPF,throughput_mbps,100,83.674228,73.334232,10.339996000000001,8.506987120136447,12.173004879863555,99,1,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+DPF,goodput_mbps,100,81.758323,64.153008,17.605315,15.257692107317375,19.952937892682627,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+DPF,mean_sinr_db,100,13.247647,10.480229,2.7674179999999997,2.420662606561298,3.1141733934387013,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+DPF,completion_rate,100,0.634379,0.515362,0.119017,0.11003190131005311,0.12800209868994689,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+DPF,deadline_miss_rate,100,0.362691,0.480189,-0.117498,-0.1263859170310473,-0.10861008296895273,0,100,0,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+DPF,retx_drop_rate,100,0.000132,0.000391,-0.000259,-0.0003925406731858122,-0.00012545932681418782,9,58,33,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+DPF,mu_depth,100,2.782886,3.957128,-1.174242,-1.2495876392852243,-1.0988963607147757,0,100,0,,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+DPF,jain,100,0.682222,0.714597,-0.032375,-0.03874114932843053,-0.026008850671569474,11,88,1,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+PF,reward,100,4836.39078,1087.1366209999999,3749.254159,3235.8843804770745,4262.623937522926,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+PF,throughput_mbps,100,83.674228,74.451187,9.223041,7.6145772428275125,10.831504757172489,98,2,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+PF,goodput_mbps,100,81.758323,64.476297,17.282026000000002,14.968027886206551,19.596024113793455,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+PF,mean_sinr_db,100,13.247647,10.523406,2.7242409999999997,2.373663911451082,3.0748180885489176,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+PF,completion_rate,100,0.634379,0.51794,0.116439,0.10772258101242038,0.12515541898757962,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+PF,deadline_miss_rate,100,0.362691,0.477947,-0.115256,-0.1239215317391532,-0.1065904682608468,0,100,0,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+PF,retx_drop_rate,100,0.000132,0.00044500000000000003,-0.000313,-0.0004554335885262631,-0.00017056641147373695,8,63,29,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+PF,mu_depth,100,2.782886,3.954468,-1.171582,-1.2466885128527032,-1.0964754871472966,0,100,0,,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+PF,jain,100,0.682222,0.711641,-0.029418999999999994,-0.035302652306610866,-0.023535347693389122,14,86,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+Rnd,reward,100,4836.39078,326.148185,4510.242595,3999.994619250721,5020.490570749279,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+Rnd,throughput_mbps,100,83.674228,71.627361,12.046867,10.504811235144265,13.588922764855736,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+Rnd,goodput_mbps,100,81.758323,61.067395,20.690928,18.378392164090755,23.003463835909244,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+Rnd,mean_sinr_db,100,13.247647,10.492211,2.755436,2.3985471523280624,3.1123248476719376,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+Rnd,completion_rate,100,0.634379,0.491719,0.14266,0.1340384871080217,0.15128151289197833,100,0,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+Rnd,deadline_miss_rate,100,0.362691,0.503848,-0.141157,-0.14973251468894372,-0.1325814853110563,0,100,0,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+Rnd,retx_drop_rate,100,0.000132,0.000333,-0.000201,-0.00028835905231388724,-0.00011364094768611275,9,53,38,False,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+Rnd,mu_depth,100,2.782886,3.969476,-1.18659,-1.2638606100128926,-1.1093193899871074,0,100,0,,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
historical_headline_20000_20099,in_distribution,base,SUS+Rnd,jain,100,0.682222,0.680372,0.0018500000000000038,-0.0017692945482878483,0.005469294548287856,57,43,0,True,,"[""evidence/queue_s40hl_cqi4_final100.csv""]"
reused_comparison_21000_21099,in_distribution,base,SUS+CQI_same_job,reward,100,4786.676244,4179.380568,607.2956760000001,556.7525127887463,657.8388392112538,100,0,0,True,,"[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv""]"
reused_comparison_21000_21099,in_distribution,base,SUS+CQI_same_job,throughput_mbps,100,78.673228,78.92646,-0.25323199999999985,-0.4795759793195711,-0.026888020680428615,50,50,0,True,,"[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv""]"
reused_comparison_21000_21099,in_distribution,base,SUS+CQI_same_job,goodput_mbps,100,76.810883,73.981166,2.8297170000000014,2.595666909298233,3.0637670907017696,100,0,0,True,,"[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv""]"
reused_comparison_21000_21099,in_distribution,base,SUS+CQI_same_job,mean_sinr_db,100,13.176716,10.359861,2.816855,2.466821929498553,3.1668880705014466,100,0,0,True,,"[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv""]"
reused_comparison_21000_21099,in_distribution,base,SUS+CQI_same_job,completion_rate,100,0.650008,0.620063,0.029945000000000006,0.026993345873700145,0.032896654126299864,100,0,0,True,,"[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv""]"
reused_comparison_21000_21099,in_distribution,base,SUS+CQI_same_job,deadline_miss_rate,100,0.347186,0.377014,-0.029828,-0.03274704170923714,-0.026908958290762862,0,100,0,False,,"[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv""]"
reused_comparison_21000_21099,in_distribution,base,SUS+CQI_same_job,retx_drop_rate,100,0.000173,0.00014,3.3e-05,-8.261902118255403e-06,7.426190211825541e-05,20,19,61,False,,"[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv""]"
reused_comparison_21000_21099,in_distribution,base,SUS+CQI_same_job,mu_depth,100,2.751832,3.8840879999999998,-1.132256,-1.2021854296619214,-1.0623265703380784,0,100,0,,,"[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv""]"
reused_comparison_21000_21099,in_distribution,base,SUS+CQI_same_job,jain,100,0.700249,0.708164,-0.007914999999999998,-0.009978621041143325,-0.005851378958856672,22,78,0,True,,"[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,SUS+CQI_same_job,reward,100,4839.359654,4179.380568,659.9790859999999,605.8510763395445,714.1070956604553,100,0,0,True,,"[""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,SUS+CQI_same_job,throughput_mbps,100,79.080376,78.92646,0.15391599999999983,-0.05274950153269986,0.3605815015326995,62,38,0,True,,"[""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,SUS+CQI_same_job,goodput_mbps,100,77.095472,73.981166,3.114306,2.8672678137411807,3.3613441862588194,100,0,0,True,,"[""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,SUS+CQI_same_job,mean_sinr_db,100,12.583794,10.359861,2.2239329999999997,1.858585212111267,2.5892807878887325,97,3,0,True,,"[""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,SUS+CQI_same_job,completion_rate,100,0.651486,0.620063,0.031423,0.028283189124897867,0.03456281087510213,100,0,0,True,,"[""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,SUS+CQI_same_job,deadline_miss_rate,100,0.345722,0.377014,-0.031292,-0.03439238976475443,-0.028191610235245572,0,100,0,False,,"[""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,SUS+CQI_same_job,retx_drop_rate,100,0.000167,0.00014,2.7000000000000002e-05,-3.208089714959697e-05,8.608089714959697e-05,21,15,64,False,,"[""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,SUS+CQI_same_job,mu_depth,100,2.921857,3.8840879999999998,-0.962231,-1.036204802000529,-0.8882571979994709,0,100,0,,,"[""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,SUS+CQI_same_job,jain,100,0.701174,0.708164,-0.006990000000000004,-0.009195162363750531,-0.004784837636249477,30,70,0,True,,"[""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,narrow,SUS+CQI_same_job,reward,100,4796.543784,4179.380568,617.163216,561.2844274216458,673.0420045783543,98,2,0,True,,"[""evidence/seedreplicate_final100_h21_NARROW.csv""]"
reused_comparison_21000_21099,in_distribution,narrow,SUS+CQI_same_job,throughput_mbps,100,78.829966,78.92646,-0.09649399999999986,-0.34638590149103965,0.1533979014910399,58,42,0,True,,"[""evidence/seedreplicate_final100_h21_NARROW.csv""]"
reused_comparison_21000_21099,in_distribution,narrow,SUS+CQI_same_job,goodput_mbps,100,77.184409,73.981166,3.2032430000000014,2.949972441960335,3.456513558039668,100,0,0,True,,"[""evidence/seedreplicate_final100_h21_NARROW.csv""]"
reused_comparison_21000_21099,in_distribution,narrow,SUS+CQI_same_job,mean_sinr_db,100,12.762841,10.359861,2.40298,2.0216426505526814,2.7843173494473183,99,1,0,True,,"[""evidence/seedreplicate_final100_h21_NARROW.csv""]"
reused_comparison_21000_21099,in_distribution,narrow,SUS+CQI_same_job,completion_rate,100,0.651255,0.620063,0.031192000000000004,0.027961515557059394,0.03442248444294062,100,0,0,True,,"[""evidence/seedreplicate_final100_h21_NARROW.csv""]"
reused_comparison_21000_21099,in_distribution,narrow,SUS+CQI_same_job,deadline_miss_rate,100,0.345976,0.377014,-0.031038,-0.03423896205808817,-0.027837037941911825,0,100,0,False,,"[""evidence/seedreplicate_final100_h21_NARROW.csv""]"
reused_comparison_21000_21099,in_distribution,narrow,SUS+CQI_same_job,retx_drop_rate,100,0.000157,0.00014,1.7e-05,-2.8128737750828343e-05,6.212873775082834e-05,20,18,62,False,,"[""evidence/seedreplicate_final100_h21_NARROW.csv""]"
reused_comparison_21000_21099,in_distribution,narrow,SUS+CQI_same_job,mu_depth,100,2.777234,3.8840879999999998,-1.106854,-1.17266681328276,-1.04104118671724,0,100,0,,,"[""evidence/seedreplicate_final100_h21_NARROW.csv""]"
reused_comparison_21000_21099,in_distribution,narrow,SUS+CQI_same_job,jain,100,0.695183,0.708164,-0.012981,-0.015928387137719498,-0.010033612862280501,22,78,0,True,,"[""evidence/seedreplicate_final100_h21_NARROW.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,base,reward,100,4839.359654,4786.676244,52.68340999999997,36.742486615664276,68.62433338433566,76,24,0,True,"Fixed-policy episode uncertainty, not across-training-seed recipe uncertainty. Historical Base used serial replay; LRANN/NARROW used batched replay. This comparison band was already used during analysis.","[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv"", ""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,base,throughput_mbps,100,79.080376,78.673228,0.4071479999999996,0.34097583124713526,0.473320168752864,95,5,0,True,"Fixed-policy episode uncertainty, not across-training-seed recipe uncertainty. Historical Base used serial replay; LRANN/NARROW used batched replay. This comparison band was already used during analysis.","[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv"", ""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,base,goodput_mbps,100,77.095472,76.810883,0.284588999999999,0.21120152458431923,0.35797647541567873,82,18,0,True,"Fixed-policy episode uncertainty, not across-training-seed recipe uncertainty. Historical Base used serial replay; LRANN/NARROW used batched replay. This comparison band was already used during analysis.","[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv"", ""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,base,mean_sinr_db,100,12.583794,13.176716,-0.592922,-0.6578203972575759,-0.528023602742424,3,97,0,True,"Fixed-policy episode uncertainty, not across-training-seed recipe uncertainty. Historical Base used serial replay; LRANN/NARROW used batched replay. This comparison band was already used during analysis.","[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv"", ""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,base,completion_rate,100,0.651486,0.650008,0.0014779999999999971,0.0009745602883924243,0.00198143971160757,70,23,7,True,"Fixed-policy episode uncertainty, not across-training-seed recipe uncertainty. Historical Base used serial replay; LRANN/NARROW used batched replay. This comparison band was already used during analysis.","[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv"", ""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,base,deadline_miss_rate,100,0.345722,0.347186,-0.0014639999999999979,-0.001958681585545421,-0.0009693184144545748,29,69,2,False,"Fixed-policy episode uncertainty, not across-training-seed recipe uncertainty. Historical Base used serial replay; LRANN/NARROW used batched replay. This comparison band was already used during analysis.","[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv"", ""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,base,retx_drop_rate,100,0.000167,0.000173,-5.9999999999999985e-06,-4.040465492024014e-05,2.8404654920240145e-05,19,14,67,False,"Fixed-policy episode uncertainty, not across-training-seed recipe uncertainty. Historical Base used serial replay; LRANN/NARROW used batched replay. This comparison band was already used during analysis.","[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv"", ""evidence/seedreplicate_final100_h21_LRANN.csv""]"
reused_comparison_21000_21099,in_distribution,lrann,base,mu_depth,100,2.921857,2.751832,0.170025,0.15605702474969843,0.1839929752503016,99,1,0,,"Fixed-policy episode uncertainty, not across-training-seed recipe uncertainty. Historical Base used serial replay; LRANN/NARROW used batched replay. This comparison band was already used during analysis.","[""evidence/seedreplicate_final100_h21_2024_a.csv"", ""evidence/seedreplicate_final100_h21_2024_b.csv"", ""evidence/seedreplicate_final100_h21_2024_c.csv"", ""evidence/seedreplicate_final100_h21_LRANN.csv""]"
