seed,sched,reward,throughput_mbps,goodput_mbps,mean_sinr_db,completion_rate,deadline_miss_rate,retx_drop_rate,mu_depth,jain
20007,PPO,2916.6723,102.2549,100.0294,9.8844,0.5366,0.4594,0.0,3.0775,0.5744
20007,SUS+CQI,2495.4018,103.4066,97.8472,9.2194,0.5229,0.4733,0.0,3.9862,0.5927
20007,SUS+DPF,-3244.9571,81.8159,72.3762,8.5854,0.3894,0.6051,0.0001,3.9996,0.6172
20007,SUS+PF,-3470.5693,83.9866,71.2572,8.755,0.3869,0.6079,0.0001,3.9992,0.6108
20007,SUS+Rnd,-3368.9896,84.7263,71.1878,8.7231,0.3859,0.6089,0.0,3.9994,0.5892
20007,SU+CQI,-2629.0125,81.4256,79.2202,19.7477,0.4232,0.5726,0.0,1.0,0.4678
20007,SU+DPF,-7623.7744,61.676,54.6136,18.0239,0.2945,0.6988,0.0,1.0,0.642
20007,SU+PF,-7980.7362,64.1959,54.422,18.2883,0.2967,0.6977,0.0,1.0,0.6332
20007,SU+Rnd,-10702.2822,56.0312,41.9496,16.978,0.2348,0.7587,0.0001,1.0,0.6413
20008,PPO,4745.9179,104.0057,101.7314,13.8632,0.5807,0.4157,0.0,3.3395,0.624
20008,SUS+CQI,4392.295,106.7231,99.5915,13.02,0.5643,0.4319,0.0,3.9982,0.6557
20008,SUS+DPF,-2498.4143,81.1919,67.8311,12.0711,0.3916,0.6022,0.0,3.9996,0.6877
20008,SUS+PF,-2786.0425,83.5659,67.5809,12.1839,0.3914,0.6034,0.0001,3.9996,0.678
20008,SUS+Rnd,-2833.4551,84.029,66.6577,12.3915,0.3867,0.6073,0.0002,3.9999,0.6427
20008,SU+CQI,-681.4163,83.8604,81.8671,25.423,0.4621,0.5336,0.0,1.0,0.4989
20008,SU+DPF,-6003.6256,63.1876,54.1584,23.6153,0.3132,0.6801,0.0,1.0,0.7051
20008,SU+PF,-6606.9152,65.1234,53.766,23.6933,0.3131,0.6806,0.0002,1.0,0.6994
20008,SU+Rnd,-9431.0559,57.259,41.0172,22.5131,0.2453,0.7483,0.0001,1.0,0.7099
20009,PPO,5299.8627,63.4128,62.2218,12.025,0.7105,0.287,0.0004,2.4297,0.7531
20009,SUS+CQI,4572.0635,62.4164,59.0097,8.2568,0.67,0.3276,0.0002,3.8965,0.7492
20009,SUS+DPF,3581.6102,59.5861,54.1335,8.223,0.6181,0.3785,0.0009,3.9436,0.7495
20009,SUS+PF,3552.7438,59.5089,54.2022,8.2143,0.6188,0.3774,0.0013,3.9367,0.7487
20009,SUS+Rnd,3111.7333,57.9896,52.0731,8.1463,0.5958,0.3999,0.0013,3.9705,0.7348
20009,SU+CQI,4436.6752,60.7464,58.9988,20.1459,0.6696,0.3284,0.0,1.0,0.7258
20009,SU+DPF,3191.0257,56.7328,52.5093,20.1276,0.5992,0.397,0.0,1.0,0.749
20009,SU+PF,3118.4075,57.2671,52.6119,20.1552,0.6012,0.3955,0.0004,1.0,0.747
20009,SU+Rnd,325.0566,48.1115,39.8953,19.0056,0.4631,0.5324,0.0007,1.0,0.7557
