seed,sched,n_arrivals,n_buffer_overflow,n_offered,buffer_overflow_rate,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate
20050,PPO,9085,0,9085,0.0,6054.483336521893,93.69231415791319,91.881292,0.638084755090809,0.3585030269675289,0.0
20050,SUS+CQI,9085,0,9085,0.0,5349.452552543844,93.74697338453188,88.274324,0.6114474408365438,0.3849201981287837,0.0
20051,PPO,8893,4,8897,0.00044958974935371473,8795.844839858177,102.98731591435423,101.222084,0.7168559541212189,0.28111998200832117,0.0
20051,SUS+CQI,8893,5,8898,0.0005619240278714318,7763.216992195161,101.43705834614984,96.300218,0.6815472843809738,0.31597885977735296,0.0
20052,PPO,12326,4,12330,0.00032441200324412003,4171.897913792092,112.05208159691342,109.764658,0.5591432743793607,0.4375304234950511,0.0
20052,SUS+CQI,12326,5,12331,0.0004054821182385857,3235.6528868357527,111.51896590268548,105.317066,0.5342365730975175,0.46219373681648546,0.0
20053,PPO,5566,0,5566,0.0,7479.365775501154,72.57667467670643,71.49598,0.8021918792669781,0.1956521739130435,0.0007186489399928135
20053,SUS+CQI,5566,0,5566,0.0,6729.35222670143,70.84692038106628,67.858636,0.763205174272368,0.23427955443765722,0.0007186489399928135
20054,PPO,9879,0,9879,0.0,4416.3228143259885,93.84929401289719,91.972896,0.5863953841481931,0.41077032088268045,0.0
20054,SUS+CQI,9879,0,9879,0.0,3538.384941303251,93.83247873156941,87.849328,0.5562303876910618,0.4408340925194858,0.0
20055,PPO,11396,0,11396,0.0,4743.859422975949,106.34585695286235,104.18558,0.5775710775710776,0.4184801684801685,0.0
20055,SUS+CQI,11396,0,11396,0.0,4487.597260318006,107.92067567517103,102.839414,0.567041067041067,0.429010179010179,0.0
20056,PPO,9812,6,9818,0.0006111224281931147,7054.997907130917,103.3165537512531,100.2969,0.6496127191194456,0.3478393803505911,0.0
20056,SUS+CQI,9812,7,9819,0.0007129035543334351,6254.059170437646,103.35048660215716,96.440814,0.6222992254382389,0.37535670607419486,0.0
20057,PPO,9517,1,9518,0.00010506408909434755,4907.815943320505,92.43960108406405,91.15502,0.6033413890932017,0.39350635704528736,0.0
20057,SUS+CQI,9517,1,9518,0.00010506408909434755,4379.5169146499775,92.39983815452159,88.51777,0.5846380161815699,0.41199957969948514,0.00010507512871703268
20058,PPO,9158,2,9160,0.0002183406113537118,3458.6595608832176,83.92720211085272,82.146518,0.5693382834680061,0.4278226687049574,0.0
20058,SUS+CQI,9158,2,9160,0.0002183406113537118,2844.6375553905614,84.58459117839381,78.78361,0.5445512120550339,0.4521729635291548,0.0
20059,PPO,9793,1,9794,0.00010210332856851133,3143.3556954461174,88.2020443863292,85.970194,0.5541713468804248,0.44358215051567446,0.0
20059,SUS+CQI,9793,1,9794,0.00010210332856851133,2307.1088276025744,88.1982672722765,81.526748,0.5249668130297152,0.4728887981211069,0.0
20060,PPO,9311,1,9312,0.00010738831615120275,6891.997540501218,98.79388560171986,97.146734,0.6563204811513264,0.34067232305874773,0.0
20060,SUS+CQI,9311,1,9312,0.00010738831615120275,5914.616035383128,97.46455120900491,92.576896,0.6245301256578241,0.3723552787026098,0.0
20061,PPO,9674,1,9675,0.00010335917312661498,6088.001864051388,98.36020020677668,96.468084,0.6295224312590448,0.3683068017366136,0.0
20061,SUS+CQI,9674,1,9675,0.00010335917312661498,5729.811333818439,99.78617135107004,94.489246,0.6137068430845566,0.3843291296258011,0.0
20062,PPO,7043,2,7045,0.00028388928317956,2840.017260790846,66.24614036486275,64.626542,0.5740451512139714,0.42254720999574047,0.0001419849495953429
20062,SUS+CQI,7043,2,7045,0.00028388928317956,1997.4967180873748,65.17967835222353,60.863326,0.5371290643191822,0.4593213119409343,0.0001419849495953429
20063,PPO,8429,2,8431,0.00023721978412999644,8203.753787655916,97.14283946653839,95.46128,0.7120654881955155,0.28544311306204767,0.0
20063,SUS+CQI,8429,2,8431,0.00023721978412999644,7492.459159898351,96.54367085730826,92.009538,0.6846601020287104,0.31272986119349866,0.0
20064,PPO,11049,1,11050,9.049773755656108e-05,5140.2465393966095,105.08566205638088,102.887002,0.5902796633179473,0.40619060548465924,0.0
20064,SUS+CQI,11049,1,11050,9.049773755656108e-05,4563.59268112845,105.54221172789012,99.839828,0.5714544302651824,0.4249253326092859,0.0
20065,PPO,9070,1,9071,0.00011024142872891633,7091.862838976416,97.77983692027001,94.234804,0.6637265711135611,0.3335170893054024,0.0
20065,SUS+CQI,9070,0,9070,0.0,6428.885317357647,99.62215272051083,91.022298,0.6340683572216097,0.36306504961411246,0.0
20066,PPO,8063,2,8065,0.00024798512089274643,4756.408657990808,80.66472778489631,78.74271,0.61974451196825,0.37727892843854643,0.0
20066,SUS+CQI,8063,2,8065,0.00024798512089274643,3672.9763148169404,80.33864718940185,73.538274,0.5754681880193476,0.42155525238744884,0.0
