seed,sched,reward,throughput_mbps,goodput_mbps,mean_sinr_db,completion_rate,deadline_miss_rate,retx_drop_rate,mu_depth,jain
10018,SUS+DPF,-1811.437,71.3603,57.4667,11.3633,0.3964,0.5981,0.0,3.9999,0.6808
10018,SUS+PF,-1918.919,72.5793,57.9924,11.3955,0.4004,0.5948,0.0,3.9999,0.6779
10018,SUS+Rnd,-3179.128,67.7333,52.5968,11.3147,0.365,0.6299,0.0,3.9981,0.6312
10019,PPO,6461.7499,81.9973,79.9071,11.4609,0.6894,0.3079,0.0,3.1119,0.7363
10019,SU+CQI,4292.0817,73.9545,71.5133,30.2225,0.6166,0.3805,0.0,1.0,0.6943
10019,SU+DPF,1831.9493,65.7017,58.6648,30.2277,0.5109,0.4847,0.0,1.0,0.7437
10019,SU+PF,1574.4767,66.6744,58.4158,30.2377,0.5118,0.4844,0.0,1.0,0.7447
10019,SU+Rnd,-2767.5478,51.9029,39.6058,28.9255,0.3531,0.6416,0.0001,1.0,0.7654
10019,SUS+CQI,6115.2686,82.156,78.2334,9.1147,0.6732,0.3241,0.0,3.9982,0.7483
10019,SUS+DPF,3207.4813,73.914,64.1171,9.2007,0.5579,0.4384,0.0,3.999,0.7704
10019,SUS+PF,3156.2299,74.2171,64.3753,9.1456,0.5602,0.4362,0.0,3.999,0.7705
10019,SUS+Rnd,1789.7813,69.6484,57.8923,9.1367,0.5083,0.4876,0.0,3.9992,0.7344
