seed,sched,n_arrivals,n_buffer_overflow,n_offered,buffer_overflow_rate,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate
20034,PPO,12766,5,12771,0.00039151201941899614,5244.9382377269385,119.04345117650315,116.70917,0.5769230769230769,0.4195519348268839,0.0
20034,SUS+CQI,12766,4,12770,0.00031323414252153485,4463.809280164658,118.74818146506355,112.643832,0.5564781450728498,0.43984020053266487,0.0
20035,PPO,10391,6,10397,0.0005770895450610753,4038.9641161525196,95.43003840458704,94.061936,0.5717447791357906,0.4248869213742662,0.0
20035,SUS+CQI,10391,6,10397,0.0005770895450610753,3753.393524471253,96.43762607162958,92.620448,0.5611586950245405,0.4355692426138004,0.0
20036,PPO,8073,0,8073,0.0,5738.876850304788,84.67226285253855,83.462568,0.6515545645980428,0.346711259754738,0.0002477393781741608
20036,SUS+CQI,8073,0,8073,0.0,4899.3881479308275,83.3627978693222,79.43266,0.6193484454354019,0.37879350922829186,0.0001238696890870804
20037,PPO,6718,0,6718,0.0,5817.140965959927,75.03562893826759,73.807874,0.6875558201845787,0.30976481095564157,0.00044656147662994937
20037,SUS+CQI,6718,0,6718,0.0,5340.518143756005,74.39750403016066,71.57324,0.6650788925275379,0.33224173861268236,0.00014885382554331647
20038,PPO,9295,1,9296,0.00010757314974182444,6280.270520460084,96.32181702126432,93.70017,0.6390532544378699,0.35804195804195804,0.0
20038,SUS+CQI,9295,1,9296,0.00010757314974182444,5657.100211258755,97.8855492257938,90.666966,0.6124798278644432,0.3842926304464766,0.00010758472296933836
20039,PPO,6724,0,6724,0.0,5763.112089575212,74.29791115517453,72.637524,0.6848602022605592,0.31276026174895893,0.0
20039,SUS+CQI,6724,0,6724,0.0,5051.71915352088,73.70632265648842,69.342582,0.6506543723973826,0.3463712076145152,0.0
20040,PPO,4667,0,4667,0.0,3846.523619790495,51.060998236555314,50.023312,0.6775230340689951,0.31883436897364476,0.0
20040,SUS+CQI,4667,0,4667,0.0,3328.1254231588528,49.98302920204812,47.48593,0.6438825798157275,0.35097493036211697,0.00042854081851296334
20041,PPO,12404,2,12406,0.00016121231662098983,4775.807394571465,114.88500326559218,112.684972,0.5688487584650113,0.4272009029345372,0.0
20041,SUS+CQI,12404,2,12406,0.00016121231662098983,3876.0705209169423,113.5225169057251,108.598436,0.5471622057400839,0.44880683650435343,0.00016123831022250886
20042,PPO,3266,0,3266,0.0,1421.361475891906,31.056887001774072,29.64317,0.5814451928965095,0.41488058787507653,0.0009185548071034905
20042,SUS+CQI,3266,0,3266,0.0,955.7078454141066,30.223622882064323,27.698802,0.5391916717697489,0.45652173913043476,0.000612369871402327
20043,PPO,8460,1,8461,0.00011818933932159319,8460.421843140502,98.9102133585036,96.732878,0.7164302600472813,0.2816784869976359,0.0
20043,SUS+CQI,8460,1,8461,0.00011818933932159319,7912.362107445559,99.3390252310832,93.94105,0.6932624113475178,0.3044917257683215,0.0
20044,PPO,8328,0,8328,0.0,4864.3541970357965,83.24021144368126,81.893326,0.619716618635927,0.3771613832853026,0.00012007684918347742
20044,SUS+CQI,8328,0,8328,0.0,4183.406087810538,82.7201474849379,78.508874,0.5925792507204611,0.40393852065321806,0.0
20045,PPO,10546,5,10551,0.0004738887309259786,4162.3714778026615,98.48185241200147,94.703396,0.5689360895126114,0.42850369808458183,0.0
20045,SUS+CQI,10546,5,10551,0.0004738887309259786,3524.457145391983,100.68594177653623,91.34829,0.5433339654845439,0.45401099943106393,0.0
20046,PPO,5488,0,5488,0.0,5726.607315045894,64.89204951484017,63.447774,0.7294096209912536,0.26840379008746357,0.0
20046,SUS+CQI,5488,0,5488,0.0,4930.821118107581,64.12579369585697,59.942768,0.6836734693877551,0.3135932944606414,0.0
20047,PPO,5076,0,5076,0.0,5641.667931404703,61.660646888126756,60.196088,0.7438928289992119,0.25433412135539796,0.00019700551615445234
20047,SUS+CQI,5076,0,5076,0.0,5058.07551302301,61.53604679257233,57.379096,0.7048857368006304,0.29314420803782504,0.00019700551615445234
20048,PPO,10839,1,10840,9.225092250922509e-05,2319.981106913336,92.713492709851,90.008856,0.5281852569425224,0.46793984684934037,0.0
20048,SUS+CQI,10839,1,10840,9.225092250922509e-05,1596.927214514723,93.72555019721761,86.253734,0.5027216532890488,0.49312667220223266,0.0
20049,PPO,6037,0,6037,0.0,6397.758320934853,71.60084111587996,70.194128,0.7344707636243167,0.2635414941195958,0.00016564518800728838
20049,SUS+CQI,6037,0,6037,0.0,5962.939806989188,72.35076650304498,68.0391,0.7066423720390923,0.2910385953288057,0.0
