seed,sched,reward,throughput_mbps,goodput_mbps,mean_sinr_db,completion_rate,deadline_miss_rate,retx_drop_rate,mu_depth,jain
20040,PPO,3846.5236,51.061,50.0233,10.3873,0.6775,0.3188,0.0,2.1945,0.7045
20040,SUS+CQI,3328.1254,49.983,47.4859,5.8201,0.6439,0.351,0.0004,3.808,0.7047
20040,SUS+DPF,2664.3037,48.3105,44.1451,5.6924,0.6021,0.3921,0.0002,3.8799,0.7079
20040,SUS+PF,2674.7813,48.2499,44.3161,5.7158,0.6047,0.3898,0.0002,3.8631,0.7078
20040,SUS+Rnd,2325.5972,47.1283,42.4635,5.5424,0.5828,0.4108,0.0004,3.9169,0.6986
20040,SU+CQI,3538.1377,50.0478,48.8056,17.2511,0.6606,0.3358,0.0,1.0,0.6944
20040,SU+DPF,2794.915,48.1087,44.8317,17.2402,0.6096,0.3846,0.0,1.0,0.7182
20040,SU+PF,2722.3325,48.2057,44.6812,17.2414,0.6079,0.3863,0.0,1.0,0.7164
20040,SU+Rnd,869.227,42.3295,36.0071,16.8861,0.498,0.4943,0.0004,1.0,0.7085
20041,PPO,4775.8074,114.885,112.685,13.8092,0.5688,0.4272,0.0,2.8797,0.6043
20041,SUS+CQI,3876.0705,113.5225,108.5984,12.5088,0.5472,0.4488,0.0002,3.998,0.6096
20041,SUS+DPF,-2329.0929,91.1881,80.5809,12.0721,0.409,0.5847,0.0002,4.0,0.629
20041,SUS+PF,-2055.1301,94.3309,81.7498,12.201,0.4175,0.5766,0.0002,4.0,0.6224
20041,SUS+Rnd,-2742.9224,91.3682,78.7293,12.1535,0.4029,0.5916,0.0002,3.9999,0.5909
20041,SU+CQI,-466.878,94.7424,92.7932,31.2974,0.4679,0.5281,0.0,1.0,0.5086
20041,SU+DPF,-7178.9437,68.3979,60.4421,29.2375,0.3091,0.6837,0.0005,1.0,0.652
20041,SU+PF,-7535.3612,70.5268,60.9127,29.2718,0.3128,0.6803,0.0009,1.0,0.6466
20041,SU+Rnd,-10976.7545,60.13,45.6679,28.3561,0.2406,0.7528,0.0002,1.0,0.6541
20042,PPO,1421.3615,31.0569,29.6432,14.0699,0.5814,0.4149,0.0009,1.731,0.6376
20042,SUS+CQI,955.7078,30.2236,27.6988,8.7521,0.5392,0.4565,0.0006,3.2604,0.6254
20042,SUS+DPF,790.3439,29.8362,26.8785,8.5694,0.5245,0.4712,0.0006,3.3193,0.6286
20042,SUS+PF,779.408,29.8496,26.8429,8.5749,0.5236,0.4721,0.0006,3.3123,0.6287
20042,SUS+Rnd,661.4594,29.3688,26.3311,8.3395,0.5144,0.4807,0.0009,3.3764,0.62
20042,SU+CQI,1449.6286,31.6086,29.8995,18.27,0.5811,0.4158,0.0003,1.0,0.6415
20042,SU+DPF,1072.5855,30.8529,28.0798,18.2429,0.5453,0.4495,0.0018,1.0,0.6536
20042,SU+PF,1086.6313,30.8841,28.1766,18.2391,0.5478,0.4473,0.0015,1.0,0.6538
20042,SU+Rnd,654.4916,29.3936,26.0934,18.1584,0.5104,0.4832,0.0021,1.0,0.6351
20043,PPO,8460.4218,98.9102,96.7329,13.8099,0.7164,0.2817,0.0,3.1665,0.7756
20043,SUS+CQI,7912.3621,99.339,93.9411,12.5302,0.6933,0.3045,0.0,3.9544,0.7854
20043,SUS+DPF,6097.0334,94.046,85.1857,12.549,0.6313,0.3657,0.0002,3.9872,0.7883
20043,SUS+PF,6119.436,94.3367,85.6088,12.4971,0.6346,0.3626,0.0002,3.9839,0.7876
20043,SUS+Rnd,5034.9228,90.2203,80.6134,12.6104,0.5995,0.3973,0.0001,3.9959,0.7684
20043,SU+CQI,4712.3801,85.3878,82.579,28.5717,0.6078,0.3894,0.0,1.0,0.6746
20043,SU+DPF,1892.5229,74.23,67.4357,27.6863,0.5008,0.4934,0.0001,1.0,0.7803
20043,SU+PF,1842.0125,76.9406,68.3224,27.9061,0.5089,0.4866,0.0002,1.0,0.7644
20043,SU+Rnd,-1873.8759,64.5585,51.4981,26.7797,0.3928,0.6019,0.0001,1.0,0.7942
20044,PPO,4864.3542,83.2402,81.8933,9.4925,0.6197,0.3772,0.0001,2.7486,0.6528
20044,SUS+CQI,4183.4061,82.7201,78.5089,7.6331,0.5926,0.4039,0.0,3.9807,0.6624
20044,SUS+DPF,707.9783,71.5531,61.8936,7.7562,0.4733,0.5214,0.0001,3.9994,0.6806
20044,SUS+PF,571.4471,72.2897,61.9856,7.7718,0.4731,0.5221,0.0001,3.9978,0.6788
20044,SUS+Rnd,-50.5427,69.941,58.8769,7.5701,0.4517,0.5431,0.0,3.9993,0.6538
20044,SU+CQI,2237.289,73.5918,71.6824,20.5073,0.5411,0.4552,0.0,1.0,0.5996
20044,SU+DPF,-1307.8703,60.5921,53.4077,19.9784,0.4092,0.5848,0.0002,1.0,0.6899
20044,SU+PF,-1556.4952,62.6682,53.6814,20.1685,0.4128,0.5813,0.0006,1.0,0.6822
20044,SU+Rnd,-4761.2475,52.6951,38.9944,18.6152,0.3092,0.6849,0.0,1.0,0.7008
20045,PPO,4162.3715,98.4819,94.7034,11.5418,0.5689,0.4285,0.0,3.1821,0.6478
20045,SUS+CQI,3524.4571,100.6859,91.3483,10.6377,0.5433,0.454,0.0,3.9918,0.6801
20045,SUS+DPF,-291.905,87.7145,72.9025,10.3958,0.4371,0.5594,0.0,3.9987,0.7538
20045,SUS+PF,-142.119,90.1857,73.7284,10.4887,0.4448,0.5519,0.0,3.9988,0.7435
20045,SUS+Rnd,-2571.1575,81.428,63.6504,10.2273,0.3855,0.6106,0.0,3.9995,0.6888
20045,SU+CQI,562.6314,85.0393,82.688,24.068,0.4887,0.5086,0.0,1.0,0.5402
20045,SU+DPF,-3950.2491,68.257,58.4644,22.3915,0.3514,0.6436,0.0,1.0,0.7869
20045,SU+PF,-4131.3418,71.3811,59.022,22.6204,0.3585,0.6373,0.0,1.0,0.7713
20045,SU+Rnd,-8120.1734,58.5016,41.9089,21.4154,0.2607,0.7341,0.0,1.0,0.7963
20046,PPO,5726.6073,64.892,63.4478,17.0554,0.7294,0.2684,0.0,2.5224,0.7833
20046,SUS+CQI,4930.8211,64.1258,59.9428,11.7982,0.6837,0.3136,0.0,3.9402,0.776
20046,SUS+DPF,4156.6658,62.2993,56.2249,11.8934,0.6421,0.355,0.0002,3.9632,0.7882
20046,SUS+PF,4126.7769,62.3117,56.0667,11.8976,0.6416,0.3557,0.0,3.9597,0.7884
20046,SUS+Rnd,3529.4587,59.904,53.6606,12.0077,0.6135,0.383,0.0,3.9806,0.7589
20046,SU+CQI,5108.8892,63.5871,61.4027,27.9408,0.6975,0.2997,0.0,1.0,0.7623
20046,SU+DPF,4032.3288,60.958,55.7156,27.9337,0.6367,0.3604,0.0002,1.0,0.7936
20046,SU+PF,3965.6888,61.0635,55.6661,27.9313,0.6374,0.3601,0.0,1.0,0.7932
20046,SU+Rnd,1080.2822,51.4963,42.1099,27.1388,0.4936,0.5009,0.0007,1.0,0.7811
20047,PPO,5641.6679,61.6606,60.1961,10.7828,0.7439,0.2543,0.0002,2.5944,0.801
20047,SUS+CQI,5058.0755,61.536,57.3791,6.9629,0.7049,0.2931,0.0002,3.806,0.811
20047,SUS+DPF,4907.5489,61.3654,56.4826,6.8315,0.6944,0.3034,0.0002,3.8365,0.8201
20047,SUS+PF,4880.5625,61.3489,56.4348,6.9226,0.6935,0.3046,0.0002,3.8285,0.8193
20047,SUS+Rnd,4223.1047,59.0824,53.3943,6.6272,0.6586,0.339,0.0002,3.911,0.8031
20047,SU+CQI,4956.8767,59.9128,57.8048,20.3158,0.7076,0.2906,0.0,1.0,0.7758
20047,SU+DPF,4783.3499,59.6237,56.3786,20.2498,0.6915,0.3056,0.0006,1.0,0.8112
20047,SU+PF,4599.5227,59.5238,55.8625,20.2215,0.6842,0.3132,0.0006,1.0,0.8097
20047,SU+Rnd,2079.469,51.6245,43.768,19.9024,0.5459,0.4511,0.0,1.0,0.8099
20048,PPO,2319.9811,92.7135,90.0089,9.9372,0.5282,0.4679,0.0,2.9476,0.5929
20048,SUS+CQI,1596.9272,93.7256,86.2537,8.6303,0.5027,0.4931,0.0,3.9927,0.6181
20048,SUS+DPF,-3765.1017,74.4338,61.9094,8.3714,0.3676,0.626,0.0006,3.9998,0.6384
20048,SUS+PF,-3633.0249,76.3531,63.1371,8.5201,0.3757,0.6192,0.0005,4.0,0.6335
20048,SUS+Rnd,-4973.3943,72.0162,56.9317,8.2562,0.3416,0.6527,0.0002,4.0,0.596
20048,SU+CQI,-1242.0279,79.5149,77.2892,20.6751,0.4488,0.5469,0.0,1.0,0.5066
20048,SU+DPF,-6556.4709,59.8626,51.025,19.3003,0.3021,0.6914,0.0001,1.0,0.6682
20048,SU+PF,-6700.9978,62.5925,51.6225,19.5007,0.3099,0.6842,0.0005,1.0,0.6597
20048,SU+Rnd,-10388.6764,50.6483,35.8211,17.7401,0.2204,0.7729,0.0005,1.0,0.6743
20049,PPO,6397.7583,71.6008,70.1941,11.3156,0.7345,0.2635,0.0002,2.7319,0.7836
20049,SUS+CQI,5962.9398,72.3508,68.0391,8.2451,0.7066,0.291,0.0,3.9383,0.7962
20049,SUS+DPF,5011.389,70.04,62.9598,8.1974,0.6584,0.3381,0.0007,3.9808,0.8218
20049,SUS+PF,4858.1829,69.962,62.3666,8.1857,0.6526,0.3439,0.0007,3.9793,0.8209
20049,SUS+Rnd,3705.7743,66.3311,57.0379,8.1655,0.5996,0.3972,0.0002,3.9938,0.796
20049,SU+CQI,4898.075,66.7703,64.77,19.2225,0.6712,0.3268,0.0,1.0,0.7328
20049,SU+DPF,3583.7708,63.0646,57.0347,19.1901,0.5967,0.3997,0.0005,1.0,0.8003
20049,SU+PF,3353.7472,63.412,56.813,19.1651,0.595,0.4015,0.0007,1.0,0.7998
20049,SU+Rnd,451.0992,54.5959,42.9234,18.1743,0.4612,0.5347,0.0,1.0,0.8088
