seed,sched,reward,throughput_mbps,goodput_mbps,mean_sinr_db,completion_rate,deadline_miss_rate,retx_drop_rate,mu_depth,jain
20020,PPO,4561.9276,57.046,55.6433,16.5216,0.6965,0.3021,0.0002,2.3427,0.7414
20020,SUS+CQI,4098.5338,57.0065,53.6481,9.8903,0.6654,0.3324,0.0004,3.938,0.7414
20020,SUS+DPF,3493.2806,55.4974,50.7285,9.6823,0.6306,0.3662,0.001,3.9645,0.7422
20020,SUS+PF,3497.725,55.4906,50.8186,9.6671,0.632,0.3649,0.001,3.9614,0.7412
20020,SUS+Rnd,2941.7222,53.6177,48.1468,9.5528,0.6009,0.3953,0.0008,3.9812,0.7224
20020,SU+CQI,4314.1103,56.7542,54.927,28.1029,0.6812,0.317,0.0,1.0,0.7302
20020,SU+DPF,3499.8252,54.7252,50.7886,28.0548,0.6312,0.3666,0.0,1.0,0.7479
20020,SU+PF,3457.5516,54.7703,50.806,28.0373,0.6324,0.3653,0.0002,1.0,0.747
20020,SU+Rnd,768.1492,46.0764,38.3071,27.5083,0.4861,0.5091,0.0008,1.0,0.7355
20021,PPO,2929.5552,52.4173,51.1266,15.5994,0.6135,0.3844,0.0006,2.1701,0.66
20021,SUS+CQI,2255.4034,51.7845,48.312,9.2934,0.5741,0.424,0.0004,3.8664,0.6523
20021,SUS+DPF,1717.6881,50.3645,45.7992,9.3559,0.545,0.4531,0.0004,3.9194,0.6513
20021,SUS+PF,1712.123,50.3853,45.862,9.3999,0.5454,0.4528,0.0004,3.9158,0.6511
20021,SUS+Rnd,1542.9303,49.5879,45.0095,9.3256,0.5363,0.4616,0.0,3.9425,0.6406
20021,SU+CQI,2602.5695,52.223,50.1734,24.8232,0.5944,0.4041,0.0,1.0,0.652
20021,SU+DPF,1563.2352,49.2327,45.2002,24.8008,0.5367,0.4592,0.0023,1.0,0.6552
20021,SU+PF,1536.4738,49.3316,45.2527,24.8111,0.5384,0.4567,0.0032,1.0,0.6537
20021,SU+Rnd,-175.0792,44.0993,36.7374,24.1108,0.4466,0.548,0.0019,1.0,0.6565
20022,PPO,3093.3838,67.5039,66.116,11.2476,0.5836,0.414,0.0,2.3021,0.6099
20022,SUS+CQI,2687.1115,67.0858,64.257,7.8283,0.5653,0.4321,0.0,3.9153,0.6089
20022,SUS+DPF,1386.8795,62.7968,58.1328,7.8632,0.5141,0.4828,0.0003,3.9731,0.6113
20022,SUS+PF,1302.1184,62.8461,57.8351,7.8738,0.5122,0.4845,0.0006,3.9657,0.6107
20022,SUS+Rnd,1411.0861,62.8874,58.1468,7.841,0.5155,0.4814,0.0004,3.9806,0.5984
20022,SU+CQI,2340.4226,64.9194,63.2388,19.3427,0.5563,0.4413,0.0,1.0,0.59
20022,SU+DPF,-116.327,55.9383,51.4536,19.2189,0.4563,0.5403,0.0003,1.0,0.6123
20022,SU+PF,-231.3746,56.8715,51.5684,19.236,0.4589,0.5372,0.0008,1.0,0.611
20022,SU+Rnd,-2352.3989,50.0809,41.4637,18.3118,0.3759,0.6193,0.0011,1.0,0.6132
20023,PPO,6392.6854,102.8554,101.5109,13.7998,0.6331,0.3645,0.0001,2.6815,0.6564
20023,SUS+CQI,5680.7599,101.7954,98.3511,11.5589,0.6117,0.386,0.0,3.9906,0.6584
20023,SUS+DPF,2443.3526,89.4751,83.2732,11.607,0.5222,0.4733,0.0003,3.9991,0.6568
20023,SUS+PF,2349.8262,90.7937,83.2573,11.6083,0.5223,0.4738,0.0002,3.999,0.6534
20023,SUS+Rnd,2667.5317,91.3247,84.2886,11.6655,0.5289,0.467,0.0003,3.9997,0.642
20023,SU+CQI,2886.7956,89.4829,87.8776,26.7719,0.5476,0.4495,0.0,1.0,0.5878
20023,SU+DPF,-2326.5672,67.9657,62.9378,25.3756,0.3952,0.5984,0.0003,1.0,0.6661
20023,SU+PF,-2498.3431,70.8215,63.4203,25.5313,0.4029,0.5915,0.0005,1.0,0.6604
20023,SU+Rnd,-5542.0384,61.2267,49.6991,24.5021,0.3229,0.6719,0.0002,1.0,0.6699
20024,PPO,5214.2131,74.7339,73.1724,13.6793,0.6568,0.3399,0.0,2.6399,0.6993
20024,SUS+CQI,4300.9861,73.7403,68.8536,10.3503,0.6159,0.3808,0.0,3.9471,0.7088
20024,SUS+DPF,3424.3464,71.1213,64.8464,10.5756,0.5811,0.4153,0.0003,3.9755,0.712
20024,SUS+PF,3439.5043,71.241,64.9758,10.5583,0.5822,0.4143,0.0001,3.9714,0.7115
20024,SUS+Rnd,2883.7524,68.8604,62.4766,10.6577,0.5613,0.4348,0.0001,3.9912,0.6879
20024,SU+CQI,4081.9081,71.1454,68.9665,24.2346,0.6155,0.3812,0.0,1.0,0.669
20024,SU+DPF,2370.0047,65.5883,60.3203,24.129,0.5411,0.4546,0.0001,1.0,0.703
20024,SU+PF,2355.3659,66.5306,60.7861,24.1981,0.5457,0.4507,0.0003,1.0,0.6978
20024,SU+Rnd,-1145.3619,54.1151,44.941,23.0522,0.4123,0.5818,0.0003,1.0,0.7081
20025,PPO,5792.9712,109.8464,108.0481,17.3151,0.6017,0.3951,0.0001,2.781,0.6403
20025,SUS+CQI,4649.9779,108.1351,102.6944,15.0085,0.5709,0.4255,0.0002,3.9854,0.6445
20025,SUS+DPF,-225.4259,90.4775,80.4992,14.9552,0.4502,0.5446,0.0003,3.9998,0.6598
20025,SUS+PF,177.3143,93.6774,82.4398,14.9631,0.4632,0.5321,0.0003,3.9993,0.6532
20025,SUS+Rnd,-130.3325,92.1154,81.3011,15.1502,0.4558,0.5398,0.0,3.9998,0.6211
20025,SU+CQI,1392.2494,93.3343,91.5087,34.639,0.5071,0.4896,0.0,1.0,0.5476
20025,SU+DPF,-4661.774,69.7353,62.0998,32.9769,0.3492,0.6449,0.0002,1.0,0.6872
20025,SU+PF,-4846.9607,72.106,62.4415,33.0941,0.3556,0.6388,0.0003,1.0,0.6813
20025,SU+Rnd,-8419.8106,60.5173,47.3185,31.9369,0.2745,0.72,0.0001,1.0,0.6842
20026,PPO,6052.599,81.1754,79.373,15.5638,0.6749,0.3235,0.0,2.7246,0.7273
20026,SUS+CQI,5052.6828,80.7446,74.7544,11.6561,0.6308,0.3674,0.0,3.9785,0.7347
20026,SUS+DPF,3617.3685,76.8336,67.8553,11.6333,0.5759,0.422,0.0001,3.9925,0.7496
20026,SUS+PF,3681.4806,77.1521,68.1962,11.7017,0.5791,0.4189,0.0,3.9908,0.7499
20026,SUS+Rnd,2734.092,73.0846,64.5984,11.5985,0.5476,0.4499,0.0,3.9981,0.7104
20026,SU+CQI,4203.0284,75.3373,72.7606,32.5831,0.6116,0.3866,0.0,1.0,0.669
20026,SU+DPF,2305.2381,69.092,62.2602,32.2247,0.528,0.4685,0.0,1.0,0.7397
20026,SU+PF,2416.1545,71.1046,63.8296,32.5191,0.5411,0.4565,0.0,1.0,0.7307
20026,SU+Rnd,-2001.875,55.3846,44.206,30.9779,0.3849,0.6112,0.0001,1.0,0.7568
20027,PPO,6999.4531,80.4627,77.7215,14.3414,0.7194,0.2783,0.0,3.1389,0.8207
20027,SUS+CQI,6449.3539,82.5581,74.9905,11.8295,0.6856,0.312,0.0,3.9773,0.8477
20027,SUS+DPF,5689.5216,81.174,70.4304,11.9551,0.648,0.349,0.0,3.9893,0.8836
20027,SUS+PF,5756.4486,81.4438,71.16,11.9512,0.6537,0.3435,0.0,3.9851,0.8843
20027,SUS+Rnd,3655.8425,74.784,61.6153,11.9394,0.5721,0.4245,0.0,3.9964,0.837
20027,SU+CQI,4587.4088,73.1547,69.2766,33.5083,0.6306,0.3667,0.0,1.0,0.748
20027,SU+DPF,3788.0793,70.6354,63.1761,33.4351,0.5791,0.4169,0.0,1.0,0.8373
20027,SU+PF,3716.1113,71.9679,64.0603,33.5327,0.5882,0.4088,0.0,1.0,0.8252
20027,SU+Rnd,-54.8394,59.7779,46.434,32.3352,0.4384,0.5566,0.0,1.0,0.8778
20028,PPO,5384.8672,104.3026,102.0717,13.1905,0.5982,0.3985,0.0,3.1381,0.6413
20028,SUS+CQI,4743.0463,105.3688,98.6816,12.0794,0.5758,0.4211,0.0,3.9987,0.6653
20028,SUS+DPF,-1039.3378,84.9917,71.941,11.6334,0.4237,0.5696,0.0001,4.0,0.7024
20028,SUS+PF,-896.151,88.169,73.0936,11.9682,0.4318,0.5617,0.0009,3.9999,0.6929
20028,SUS+Rnd,-1840.7553,84.7292,68.9169,11.7349,0.4082,0.5855,0.0007,3.9999,0.6519
20028,SU+CQI,703.2536,87.1537,85.0389,29.5569,0.4928,0.5035,0.0,1.0,0.5398
20028,SU+DPF,-4449.7757,67.8051,58.3435,27.771,0.3443,0.6485,0.0,1.0,0.7254
20028,SU+PF,-4700.6689,70.9909,58.6961,27.9879,0.3499,0.6438,0.0001,1.0,0.7136
20028,SU+Rnd,-8578.9743,58.0454,41.853,26.6461,0.2572,0.7354,0.0005,1.0,0.7337
20029,PPO,4786.1382,58.9131,56.9373,8.9399,0.6974,0.2996,0.0,2.5057,0.7714
20029,SUS+CQI,3676.5413,58.4197,52.0826,4.7287,0.6277,0.3684,0.0,3.9666,0.7715
20029,SUS+DPF,2837.2836,56.8458,47.6857,4.6798,0.5774,0.4177,0.0006,3.9832,0.7918
20029,SUS+PF,2829.7189,56.7758,47.8643,4.686,0.5793,0.416,0.0004,3.9811,0.7911
20029,SUS+Rnd,1780.1417,52.7521,43.4785,4.5117,0.5278,0.4673,0.0004,3.9935,0.7467
20029,SU+CQI,4045.9782,57.9762,54.6412,17.5692,0.656,0.3412,0.0,1.0,0.7554
20029,SU+DPF,3301.4138,56.2926,49.9831,17.6459,0.6047,0.3915,0.0002,1.0,0.8078
20029,SU+PF,3149.1717,56.201,49.8264,17.5979,0.6041,0.3925,0.0002,1.0,0.8049
20029,SU+Rnd,-201.143,45.774,34.5637,16.5406,0.4284,0.5657,0.0006,1.0,0.7977
