seed,sched,reward,throughput_mbps,goodput_mbps,mean_sinr_db,completion_rate,deadline_miss_rate,retx_drop_rate,mu_depth,jain
20030,PPO,2957.9731,102.1967,99.5088,12.4402,0.5372,0.4585,0.0,3.1778,0.5844
20030,SUS+CQI,2228.8212,102.6101,96.0213,11.7095,0.5159,0.4799,0.0,3.9945,0.6062
20030,SUS+DPF,-4446.3079,80.3567,64.9473,11.0427,0.3571,0.6374,0.0001,3.9998,0.6712
20030,SUS+PF,-4195.6058,83.2282,66.5763,11.2999,0.3668,0.6283,0.0001,3.9999,0.6614
20030,SUS+Rnd,-5388.1228,78.2943,62.1118,11.2583,0.3422,0.6524,0.0,4.0,0.5955
20030,SU+CQI,-2106.585,83.2821,80.9686,27.335,0.4337,0.5618,0.0,1.0,0.4882
20030,SU+DPF,-7516.0283,63.5072,53.0677,25.4161,0.2928,0.7007,0.0,1.0,0.7085
20030,SU+PF,-7832.3883,65.9492,53.0818,25.521,0.2961,0.6983,0.0001,1.0,0.7034
20030,SU+Rnd,-11986.9727,52.6364,35.8785,24.0606,0.2059,0.7879,0.0001,1.0,0.6999
20031,PPO,5532.3879,109.3148,107.1036,13.2094,0.5954,0.4013,0.0,2.9844,0.6441
20031,SUS+CQI,4594.4587,108.81,102.5306,11.9215,0.5685,0.4283,0.0,3.9989,0.656
20031,SUS+DPF,-294.7511,91.4138,79.7335,11.5455,0.4454,0.5489,0.0,4.0,0.6951
20031,SUS+PF,-212.387,93.9525,80.4281,11.6913,0.4513,0.5442,0.0,4.0,0.6878
20031,SUS+Rnd,-1482.9146,88.8116,75.1554,11.5149,0.4218,0.5731,0.0,4.0,0.6334
20031,SU+CQI,376.8812,89.5244,87.6486,25.3322,0.485,0.5112,0.0,1.0,0.5325
20031,SU+DPF,-4940.0116,69.0421,60.4899,23.6048,0.3414,0.6522,0.0,1.0,0.7251
20031,SU+PF,-5158.3383,71.8862,60.6334,23.8206,0.3475,0.6472,0.0,1.0,0.7219
20031,SU+Rnd,-9884.0452,56.7592,41.0334,22.3599,0.2392,0.7546,0.0001,1.0,0.7148
20032,PPO,3934.2936,45.8182,44.5928,11.8936,0.7203,0.2769,0.0008,2.1747,0.7554
20032,SUS+CQI,3617.9265,45.5163,43.242,6.4424,0.6952,0.302,0.0008,3.493,0.7503
20032,SUS+DPF,3513.9847,45.3215,42.7387,6.3629,0.687,0.3094,0.0013,3.4977,0.7513
20032,SUS+PF,3504.1037,45.3319,42.6857,6.3641,0.6862,0.3099,0.0015,3.4859,0.7512
20032,SUS+Rnd,3364.2913,44.7558,42.1304,5.8964,0.6767,0.3189,0.0018,3.6154,0.7404
20032,SU+CQI,3770.5161,45.5472,44.0609,19.6214,0.7085,0.2892,0.0003,1.0,0.7447
20032,SU+DPF,3571.6901,45.3105,42.9162,19.6715,0.6906,0.3045,0.0023,1.0,0.7567
20032,SU+PF,3557.5304,45.2909,42.9267,19.6797,0.6906,0.305,0.0021,1.0,0.7556
20032,SU+Rnd,2364.1307,41.3165,37.3593,19.5052,0.6057,0.3891,0.0023,1.0,0.7428
20033,PPO,6201.2267,79.5541,77.9376,14.1735,0.6871,0.3099,0.0,2.7054,0.7364
20033,SUS+CQI,5433.9637,79.3658,74.4182,11.0124,0.6514,0.3458,0.0,3.9688,0.7419
20033,SUS+DPF,3996.0994,75.4898,67.3992,11.1032,0.5927,0.4034,0.0007,3.9903,0.7523
20033,SUS+PF,4020.4671,75.5716,67.8776,11.0953,0.596,0.4001,0.0007,3.988,0.7516
20033,SUS+Rnd,3226.3783,72.6827,64.1831,10.9699,0.5654,0.4306,0.0001,3.9967,0.7247
20033,SU+CQI,4149.0067,72.6056,70.4038,25.0038,0.6151,0.3818,0.0,1.0,0.6677
20033,SU+DPF,2165.7956,65.5904,59.9855,24.8136,0.526,0.4681,0.0004,1.0,0.7301
20033,SU+PF,2088.5591,67.1696,60.5824,24.8893,0.5317,0.4638,0.0004,1.0,0.7219
20033,SU+Rnd,-1553.5963,55.5638,43.5209,23.6839,0.3931,0.6013,0.0006,1.0,0.7531
20034,PPO,5244.9382,119.0435,116.7092,13.9353,0.5769,0.4196,0.0,3.0598,0.6182
20034,SUS+CQI,4463.8093,118.7482,112.6438,13.1141,0.5565,0.4398,0.0,3.9992,0.6358
20034,SUS+DPF,-1170.2941,97.8027,87.3757,12.7182,0.4339,0.5603,0.0,3.9999,0.6644
20034,SUS+PF,-904.6705,101.5865,88.9024,12.9418,0.4423,0.553,0.0,3.9999,0.6566
20034,SUS+Rnd,-2316.0128,96.6327,82.459,12.8178,0.412,0.5828,0.0,4.0,0.6175
20034,SU+CQI,-1563.3629,92.8398,90.956,27.9241,0.4481,0.5476,0.0,1.0,0.4981
20034,SU+DPF,-7161.4277,70.3841,62.3527,25.843,0.3137,0.6793,0.0001,1.0,0.6852
20034,SU+PF,-7662.6795,72.9475,62.383,25.8472,0.3154,0.6787,0.0001,1.0,0.6824
20034,SU+Rnd,-11364.8161,61.5899,45.445,24.7926,0.2392,0.7543,0.0002,1.0,0.6795
20035,PPO,4038.9641,95.43,94.0619,7.9076,0.5717,0.4249,0.0,3.0836,0.6068
20035,SUS+CQI,3753.3935,96.4376,92.6204,7.2457,0.5612,0.4356,0.0,3.9944,0.6226
20035,SUS+DPF,-2913.8539,72.8191,61.8617,6.3681,0.3833,0.6113,0.0,4.0,0.6694
20035,SUS+PF,-3049.522,75.309,61.9238,6.5597,0.3839,0.6114,0.0001,3.9999,0.6643
20035,SUS+Rnd,-3565.1112,73.4404,59.3752,6.2946,0.3695,0.6253,0.0,4.0,0.6272
20035,SU+CQI,-1727.8014,74.3409,71.3938,16.7671,0.4354,0.5606,0.0,1.0,0.5181
20035,SU+DPF,-5781.7435,58.2624,50.4743,15.3452,0.3137,0.6804,0.0,1.0,0.69
20035,SU+PF,-6053.5267,60.748,51.0811,15.6224,0.3193,0.676,0.0,1.0,0.6842
20035,SU+Rnd,-9599.3421,50.7844,35.0892,14.0163,0.2266,0.7672,0.0004,1.0,0.6846
20036,PPO,5738.8769,84.6723,83.4626,11.8186,0.6516,0.3467,0.0002,2.634,0.6797
20036,SUS+CQI,4899.3881,83.3628,79.4327,9.4658,0.6193,0.3788,0.0001,3.9635,0.6906
