seed,sched,n_arrivals,n_buffer_overflow,n_offered,buffer_overflow_rate,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,retx_drop_rate
20067,PPO,9594,2,9596,0.00020842017507294707,4832.533648301575,93.11324566149189,90.833124,0.5973525119866583,0.39931207004377733,0.0
20067,SUS+CQI,9594,2,9596,0.00020842017507294707,4124.770216298591,93.1284976666053,87.277736,0.572336877214926,0.4245361684386075,0.0
20068,PPO,5461,0,5461,0.0,2875.5522219742775,54.05557245984085,52.291694,0.6033693462735763,0.39260208752975645,0.0007324665812122322
20068,SUS+CQI,5461,0,5461,0.0,2400.01517324854,53.86085144996352,50.371914,0.5749862662516023,0.42190075077824574,0.0
20069,PPO,8471,0,8471,0.0,5108.894965930979,84.87456674298096,83.163932,0.6233030338802975,0.3739818203281785,0.0
20069,SUS+CQI,8471,0,8471,0.0,4979.230388257718,87.20724953407768,82.638948,0.6124424507142014,0.3847243536772518,0.0
20070,PPO,9750,1,9751,0.00010255358424776946,5458.289449268267,97.1290421781873,93.73806,0.6075897435897436,0.3884102564102564,0.00010256410256410256
20070,SUS+CQI,9750,1,9751,0.00010255358424776946,5555.79203934793,100.77451272764044,94.169258,0.6034871794871794,0.39292307692307693,0.0
20071,PPO,5721,0,5721,0.0,4146.264561833519,60.14521757913785,58.75235,0.6532074812095787,0.34224785876595,0.0005243838489774515
20071,SUS+CQI,5721,0,5721,0.0,3305.0458246090834,59.40862428854576,54.90457,0.606187729417934,0.3887432267086174,0.00017479461632581716
20072,PPO,8057,1,8058,0.00012410027302060066,5623.90548374429,83.76192058514702,82.272278,0.6480079434032519,0.3491373960531215,0.00012411567580985477
20072,SUS+CQI,8057,1,8058,0.00012410027302060066,5122.994263951072,83.8185575750394,79.677482,0.6262877001365272,0.37048529229241656,0.0
20073,PPO,6633,0,6633,0.0,6910.118541219076,77.39008731196319,76.264242,0.7319463289612543,0.2663952962460425,0.0
20073,SUS+CQI,6633,0,6633,0.0,6489.2081559665,78.56637201146712,74.108764,0.7061661390019599,0.29187396351575456,0.0
20074,PPO,11876,0,11876,0.0,4477.301600233576,109.14527342135898,106.900346,0.5694678342876389,0.4273324351633547,0.0
20074,SUS+CQI,11876,0,11876,0.0,3672.9111709819304,109.37844832011874,103.079416,0.5459750757830919,0.45082519366790164,0.0
20075,PPO,10704,0,10704,0.0,7181.875509767565,110.58283002533143,106.983314,0.6392002989536621,0.35827727952167415,0.0
20075,SUS+CQI,10704,0,10704,0.0,6449.878117196353,113.26209185000499,103.776586,0.6102391629297459,0.38714499252615847,0.0
20076,PPO,8898,1,8899,0.0001123721766490617,7864.364220239929,98.81497513504887,96.145604,0.6895931670038211,0.3082715216902675,0.0
20076,SUS+CQI,8898,1,8899,0.0001123721766490617,7723.432991825091,101.22101369821173,95.557536,0.6790289952798382,0.3187233086086761,0.0
20077,PPO,6882,1,6883,0.0001452854859799506,7631.173408150317,82.91493929931423,81.365964,0.7454228421970357,0.25196163905841323,0.0
20077,SUS+CQI,6882,1,6883,0.0001452854859799506,6952.718186068894,83.08637733450266,77.98318,0.7112757919209532,0.28596338273757627,0.0
20078,PPO,4918,0,4918,0.0,4619.16122270085,56.09691917995255,54.62901,0.7055713704758032,0.29097193981293207,0.0006100040666937779
20078,SUS+CQI,4918,0,4918,0.0,4007.2384801588664,55.87517347983017,52.126344,0.66470109800732,0.33204554697031313,0.00020333468889792598
20079,PPO,11860,1,11861,8.430992327796982e-05,4575.1195718009685,109.29923664451987,106.603476,0.5701517706576729,0.4261382799325464,0.0
20079,SUS+CQI,11860,1,11861,8.430992327796982e-05,3975.850941853832,110.38653834692197,103.658884,0.5509274873524452,0.445531197301855,0.0
20080,PPO,8100,0,8100,0.0,5286.4890520169265,82.56101063322468,80.835328,0.6375308641975309,0.3601234567901235,0.0001234567901234568
20080,SUS+CQI,8100,0,8100,0.0,4498.272609346625,83.08266801830797,77.368456,0.6032098765432099,0.394320987654321,0.0001234567901234568
20081,PPO,10680,2,10682,0.0001872308556450103,2063.6407109466604,90.0737062861949,88.143224,0.5254681647940075,0.4707865168539326,0.0
20081,SUS+CQI,10680,2,10682,0.0001872308556450103,1205.4576859873825,90.52680763170879,83.777596,0.49691011235955057,0.499250936329588,0.0
20082,PPO,9722,0,9722,0.0,7356.7483676956845,103.66352379291214,101.572998,0.6590207776177741,0.3372762806006994,0.00010285949393128986
20082,SUS+CQI,9722,0,9722,0.0,6817.425700552739,104.37774336640489,98.7839,0.6386545978193787,0.3579510388808887,0.00010285949393128986
20083,PPO,11415,0,11415,0.0,3425.484828121746,101.92556504811982,99.044186,0.5481384143670609,0.44905825667980726,0.0
20083,SUS+CQI,11415,0,11415,0.0,3103.97902075559,103.42746757335068,97.313964,0.5361366622864652,0.4609724047306176,0.0
