config,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
STORM,SUS+CQI@0.70,30006,-1028.5,118.69,110.58,0.4529,0.5425,4.0
STORM,SUS+CQI@0.70,30007,4952.4,101.94,97.98,0.5882,0.4085,3.902
STORM,SUS+CQI@0.75,30000,3581.4,113.7,110.35,0.5439,0.4524,3.976
STORM,SUS+CQI@0.75,30001,2049.3,91.06,85.62,0.5186,0.4772,3.972
STORM,SUS+CQI@0.75,30002,-4140.2,124.7,115.26,0.4129,0.5828,4.0
STORM,SUS+CQI@0.75,30003,-3184.3,81.05,74.45,0.4036,0.5924,3.998
STORM,SUS+CQI@0.75,30004,1967.8,87.17,81.24,0.514,0.4817,3.954
STORM,SUS+CQI@0.75,30005,1109.5,109.74,102.8,0.487,0.5085,3.988
STORM,SUS+CQI@0.75,30006,-952.5,119.14,110.67,0.4536,0.5418,4.0
STORM,SUS+CQI@0.75,30007,5073.0,102.19,98.54,0.5912,0.4054,3.828
STORM,SUS+CQI@0.80,30000,3339.6,112.88,109.27,0.5389,0.4571,3.953
STORM,SUS+CQI@0.80,30001,1865.8,90.57,84.86,0.5136,0.4821,3.938
STORM,SUS+CQI@0.80,30002,-4149.2,124.86,115.06,0.4125,0.5832,3.999
STORM,SUS+CQI@0.80,30003,-3350.9,80.56,73.59,0.3996,0.5963,3.996
STORM,SUS+CQI@0.80,30004,1937.6,87.19,81.01,0.5128,0.4825,3.939
STORM,SUS+CQI@0.80,30005,984.9,109.63,102.09,0.4842,0.5111,3.986
STORM,SUS+CQI@0.80,30006,-980.9,119.41,110.21,0.4522,0.5432,4.0
STORM,SUS+CQI@0.80,30007,5027.9,102.1,98.33,0.5901,0.4066,3.839
STORM,SU+CQI,30000,-2322.1,89.53,87.61,0.4334,0.5625,1.0
STORM,SU+CQI,30001,-888.0,77.14,75.28,0.4572,0.5385,1.0
STORM,SU+CQI,30002,-13885.4,82.76,80.51,0.2873,0.7079,1.0
STORM,SU+CQI,30003,-6172.8,66.4,64.34,0.3482,0.6476,1.0
STORM,SU+CQI,30004,-2599.4,67.72,64.46,0.4077,0.5876,1.0
STORM,SU+CQI,30005,-5084.4,83.43,80.72,0.3815,0.614,1.0
STORM,SU+CQI,30006,-9532.6,82.71,79.98,0.3261,0.6687,1.0
STORM,SU+CQI,30007,-478.0,79.97,77.66,0.4648,0.5318,1.0
STORM,PPO-CQI4,30000,4220.2,114.96,113.46,0.5591,0.4375,2.649
STORM,PPO-CQI4,30001,2883.4,91.91,89.64,0.5436,0.4525,2.675
STORM,PPO-CQI4,30002,-4459.7,118.9,113.49,0.4114,0.5839,3.891
STORM,PPO-CQI4,30003,-2601.7,79.93,77.77,0.423,0.573,2.748
STORM,PPO-CQI4,30004,1761.1,84.18,80.23,0.5115,0.4837,3.518
STORM,PPO-CQI4,30005,1162.9,107.27,103.11,0.4916,0.5037,3.574
STORM,PPO-CQI4,30006,-1916.0,112.5,106.85,0.4405,0.5544,3.877
STORM,PPO-CQI4,30007,5521.3,102.52,100.64,0.6047,0.3926,3.045
