world,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth,jain
CSI02,PPO,30000,3252.8001,51.1375,49.4141,0.6348,0.3569,2.3574,0.6903
CSI02,PPO,30001,2981.169,78.6954,76.1161,0.5588,0.4342,2.7038,0.6055
CSI02,PPO,30002,903.5656,103.6917,100.2956,0.4927,0.503,3.8304,0.5589
CSI02,PPO,30003,1898.2702,37.4489,35.8692,0.5945,0.4001,2.078,0.6555
CSI02,PPO,30004,3321.8797,69.1066,65.9587,0.5816,0.4096,3.3096,0.6597
CSI02,PPO,30005,4084.9499,67.8503,65.7306,0.6212,0.3695,2.9428,0.6954
CSI02,PPO,30006,3530.8961,93.1107,90.158,0.5574,0.4378,3.8303,0.6274
CSI02,PPO,30007,4206.9981,56.8575,55.6258,0.6745,0.3203,2.6678,0.7117
CSI02,PPO,30008,5283.4434,83.6808,80.7311,0.6318,0.3647,3.1982,0.7035
CSI02,PPO,30009,5296.6507,47.3108,45.5963,0.8471,0.1394,2.6576,0.9149
CSI02,PPO,30010,2599.4882,52.1494,50.2081,0.591,0.4027,2.4768,0.6666
CSI02,PPO,30011,1707.8369,110.5337,107.5245,0.5061,0.4881,3.0865,0.5481
CSI02,PPO,30012,2782.6147,38.2931,36.5714,0.6659,0.328,2.1055,0.7325
CSI02,PPO,30013,4359.0791,77.1136,75.4184,0.6132,0.3815,2.785,0.6529
CSI02,PPO,30014,-2720.8912,50.4365,48.2393,0.3878,0.6029,2.0695,0.4351
CSI02,PPO,30015,4392.6579,94.1911,92.2005,0.5834,0.4116,2.885,0.6222
CSI02,PPO,30016,5157.3732,105.8191,103.2883,0.5891,0.4077,3.5703,0.6374
CSI02,PPO,30017,2992.8429,86.7042,84.8466,0.552,0.4441,3.197,0.59
CSI02,PPO,30018,3604.608,65.0209,63.3066,0.6094,0.3869,2.9421,0.6642
CSI02,PPO,30019,4609.9456,74.5416,72.7791,0.6278,0.3648,3.2698,0.6646
CSI02,PPO,30020,4659.8739,80.2409,78.9352,0.6199,0.3776,2.8047,0.6599
CSI02,PPO,30021,3597.2991,43.5793,41.8864,0.7047,0.2878,2.357,0.7699
CSI02,PPO,30022,4582.5517,64.0521,62.2081,0.6612,0.3334,2.9062,0.7109
CSI02,PPO,30023,2873.5956,112.8177,108.7472,0.5284,0.4674,3.6425,0.5974
CSI02,PPO,30024,2412.4944,74.887,72.4561,0.5447,0.4502,2.8042,0.6073
CSI02,PPO,30025,7909.8411,95.3425,91.7555,0.7031,0.2885,3.5343,0.7839
CSI02,PPO,30026,4543.3591,66.432,63.3867,0.648,0.339,3.0293,0.7314
CSI02,PPO,30027,5971.8193,92.014,89.6254,0.6372,0.3578,2.9793,0.684
CSI02,PPO,30028,7188.8708,73.3595,70.3219,0.7659,0.2196,3.4037,0.882
CSI02,PPO,30029,3588.2216,63.088,59.8789,0.6084,0.3829,2.8981,0.6899
CSI02,PPO,30030,3020.9115,104.32,101.3587,0.5374,0.457,3.2408,0.587
CSI02,PPO,30031,1742.4198,60.4588,57.6571,0.5339,0.4575,2.8221,0.6062
CSI02,PPO,30032,3901.4445,85.7576,81.9877,0.5767,0.4144,3.3805,0.6473
CSI02,PPO,30033,6242.6153,60.1823,57.9474,0.8011,0.1883,2.9687,0.8731
CSI02,PPO,30034,4345.5203,110.1631,107.4806,0.564,0.432,3.204,0.6121
CSI02,PPO,30035,4386.9525,51.4248,49.9301,0.7175,0.2766,2.509,0.7573
CSI02,PPO,30036,2476.1749,37.5162,35.8072,0.6443,0.3472,2.1211,0.7102
CSI02,PPO,30037,3074.1518,71.729,69.5937,0.5726,0.4208,2.5673,0.6126
CSI02,PPO,30038,682.1532,101.9874,98.4126,0.4878,0.5075,3.7687,0.5583
CSI02,PPO,30039,2967.628,37.6501,36.0208,0.6889,0.3024,2.07,0.7693
CSI02,PPO,30040,3893.3825,88.4938,85.8252,0.5742,0.4224,3.085,0.6423
CSI02,PPO,30041,4081.7283,82.4602,80.384,0.5914,0.4039,2.801,0.6263
CSI02,PPO,30042,4873.4147,74.7786,72.2815,0.6388,0.3542,2.8018,0.7138
CSI02,PPO,30043,4096.0049,113.2047,110.6537,0.5537,0.442,3.5234,0.6064
CSI02,PPO,30044,5647.2674,105.0359,101.9952,0.6015,0.393,3.3495,0.6623
CSI02,PPO,30045,4528.2642,48.0499,46.6259,0.7552,0.2371,2.5558,0.8046
CSI02,PPO,30046,5048.0485,75.3157,71.8616,0.6431,0.3469,3.3396,0.7252
CSI02,PPO,30047,909.1893,69.2377,65.9646,0.4979,0.4961,2.8168,0.5899
CSI02,PPO,30048,3732.5323,69.8,67.5566,0.6021,0.3938,2.8381,0.6685
CSI02,PPO,30049,5030.9262,56.2919,54.7965,0.7321,0.2636,2.7266,0.7942
CSI02,PPO,30050,4189.4186,79.5071,77.3034,0.5987,0.3965,2.8623,0.6506
CSI02,PPO,30051,2893.6098,119.9411,116.5822,0.5257,0.4701,3.4909,0.5652
CSI02,PPO,30052,5551.8567,116.8648,113.573,0.5839,0.4114,3.5602,0.6392
CSI02,PPO,30053,3743.086,65.8589,63.3955,0.6113,0.3804,2.8038,0.6757
CSI02,PPO,30054,2914.214,79.5789,77.0921,0.5561,0.4385,2.7868,0.6064
CSI02,PPO,30055,5479.1284,85.4473,83.5955,0.636,0.3592,3.0845,0.6673
CSI02,PPO,30056,6236.6015,90.04,86.4913,0.651,0.3425,3.4628,0.7281
CSI02,PPO,30057,5692.426,63.5478,60.7384,0.7315,0.2582,2.9548,0.8243
CSI02,PPO,30058,3600.5862,82.5837,80.4573,0.5748,0.4192,2.8672,0.6215
CSI02,PPO,30059,1632.6391,96.8483,94.2419,0.5088,0.4835,2.8725,0.5528
CSI02,PPO,30060,1927.128,73.0475,72.0188,0.5341,0.4582,2.7227,0.5569
CSI02,PPO,30061,3595.803,76.4929,74.9808,0.5865,0.4098,2.58,0.6135
CSI02,PPO,30062,5866.3863,82.1819,80.0265,0.6601,0.3341,2.9356,0.7089
CSI02,PPO,30063,4414.3917,63.9648,61.467,0.6513,0.3382,2.7733,0.734
CSI02,PPO,30064,4258.115,55.5939,53.5523,0.6815,0.3106,2.6392,0.74
CSI02,PPO,30065,4723.6585,59.6359,57.8587,0.6896,0.3036,2.6424,0.7386
CSI02,PPO,30066,4457.3241,55.4697,53.3252,0.6958,0.2955,2.5945,0.7707
CSI02,PPO,30067,3428.3669,63.5027,60.6767,0.5993,0.3894,2.8895,0.681
CSI02,PPO,30068,4501.1715,85.9141,82.4529,0.5966,0.3955,3.4275,0.6628
CSI02,PPO,30069,5474.8866,79.9162,76.4503,0.6501,0.3426,3.2853,0.7342
CSI02,PPO,30070,1462.2432,97.4969,93.2345,0.5013,0.4922,3.6981,0.5744
CSI02,PPO,30071,3588.8082,115.9339,111.9711,0.5414,0.4542,3.5207,0.5948
CSI02,PPO,30072,4144.0284,72.1259,69.8222,0.6145,0.3791,2.8976,0.6741
CSI02,PPO,30073,2505.6566,99.6382,96.2311,0.5256,0.469,3.3613,0.573
CSI02,PPO,30074,3560.8104,109.649,105.6842,0.5439,0.4499,3.4632,0.6029
CSI02,PPO,30075,4655.5177,83.1465,80.1031,0.6096,0.3818,3.1598,0.6791
CSI02,PPO,30076,4306.2467,69.2614,66.6343,0.6259,0.3665,3.0529,0.7139
CSI02,PPO,30077,6175.4705,54.5045,53.2237,0.8584,0.1319,3.0101,0.8856
CSI02,PPO,30078,3622.463,49.3402,47.192,0.6653,0.3236,2.482,0.7566
CSI02,PPO,30079,6252.9607,86.5426,83.578,0.6624,0.3315,3.1982,0.7417
CSI02,PPO,30080,5311.8208,60.8436,59.409,0.7235,0.2701,2.7654,0.7712
CSI02,PPO,30081,4077.9172,45.1946,43.59,0.7371,0.253,2.3819,0.7998
CSI02,PPO,30082,2045.6005,113.3245,110.7495,0.5128,0.4831,3.5241,0.5639
CSI02,PPO,30083,3088.791,59.3187,56.9453,0.5986,0.3973,2.4204,0.6687
CSI02,PPO,30084,4624.0232,64.6706,63.3616,0.6635,0.3315,2.7155,0.6986
CSI02,PPO,30085,3291.5769,94.962,93.0084,0.5511,0.4438,3.2431,0.5804
CSI02,PPO,30086,5562.3435,85.0339,83.5533,0.643,0.3533,2.7049,0.6666
CSI02,PPO,30087,117.0151,103.0892,98.7592,0.4727,0.5206,3.5291,0.5393
CSI02,PPO,30088,3339.1703,90.1799,87.4048,0.5562,0.4375,2.9161,0.6113
CSI02,PPO,30089,6260.0077,92.9238,90.4656,0.645,0.3499,3.1323,0.7019
CSI02,PPO,30090,3947.7689,50.0272,47.8347,0.6872,0.302,2.5661,0.7696
CSI02,PPO,30091,4233.0497,45.2294,43.4434,0.7548,0.2355,2.4295,0.8131
CSI02,PPO,30092,662.9156,67.3118,64.4873,0.4915,0.5018,2.6244,0.5498
CSI02,PPO,30093,2252.7421,70.2777,68.297,0.5452,0.4486,2.7109,0.5924
CSI02,PPO,30094,3974.4193,89.5663,85.8713,0.5735,0.42,3.1953,0.6497
CSI02,PPO,30095,5476.9908,75.5685,73.463,0.664,0.3297,3.0321,0.7164
CSI02,PPO,30096,4862.0384,57.1232,55.0541,0.7143,0.2768,2.7204,0.7846
CSI02,PPO,30097,3998.8153,61.7826,59.736,0.6386,0.3545,2.6093,0.6954
CSI02,PPO,30098,2907.3573,78.6459,75.8443,0.5563,0.436,2.8063,0.6209
CSI02,PPO,30099,3881.0412,51.7597,48.9854,0.6699,0.3148,2.7961,0.766
D26,PPO,30000,3612.6017,52.3161,49.5226,0.6364,0.3617,2.2949,0.7067
D26,PPO,30001,3995.2854,81.5346,78.3723,0.5763,0.4225,2.6558,0.6251
D26,PPO,30002,1873.5026,106.8545,100.9877,0.4981,0.5005,3.4297,0.5736
D26,PPO,30003,2162.201,38.4093,35.9176,0.5945,0.4042,1.915,0.6724
D26,PPO,30004,4971.3736,74.5528,70.7178,0.6255,0.3737,3.2307,0.6942
D26,PPO,30005,4980.4908,70.3567,67.4052,0.6404,0.357,2.8409,0.7179
D26,PPO,30006,4128.0776,94.5031,89.8622,0.5584,0.4396,3.3916,0.6425
D26,PPO,30007,4520.0313,57.2503,55.5568,0.6743,0.3251,2.6413,0.7215
D26,PPO,30008,5872.8135,85.1646,80.3766,0.6331,0.3656,3.1188,0.7198
D26,PPO,30009,5806.0626,48.8876,46.4756,0.8642,0.1346,2.6271,0.9381
D26,PPO,30010,2929.4562,53.1971,50.2084,0.5915,0.4072,2.3584,0.6829
D26,PPO,30011,2501.8943,112.409,107.9166,0.5092,0.4885,2.9652,0.5587
D26,PPO,30012,3105.47,39.051,36.8944,0.6737,0.3257,2.0112,0.7502
D26,PPO,30013,4998.8171,78.6991,76.0303,0.6193,0.3792,2.6874,0.671
D26,PPO,30014,-1818.2701,53.2022,50.891,0.4099,0.5875,1.9672,0.449
D26,PPO,30015,5022.2665,95.523,92.0728,0.5856,0.4126,2.8438,0.637
D26,PPO,30016,5708.4512,106.9364,102.3983,0.5865,0.4121,3.1749,0.6493
D26,PPO,30017,3490.6741,87.697,84.3199,0.5512,0.4472,3.0213,0.6014
D26,PPO,30018,3989.829,65.8564,63.3461,0.61,0.389,2.9095,0.6758
D26,PPO,30019,5304.0154,76.0808,73.5847,0.6375,0.36,3.0789,0.6805
D26,PPO,30020,5035.4505,80.8429,78.1875,0.6162,0.3832,2.735,0.6697
D26,PPO,30021,3842.7872,44.3372,41.7412,0.7023,0.295,2.3357,0.7838
D26,PPO,30022,5373.2033,66.2529,63.8432,0.6794,0.3196,2.8109,0.7319
D26,PPO,30023,3934.0569,116.01,109.5032,0.5349,0.4637,3.6945,0.6186
D26,PPO,30024,3208.5733,77.4372,73.5216,0.554,0.4444,2.863,0.6271
D26,PPO,30025,9664.0149,100.6961,96.1962,0.7396,0.2593,3.4102,0.8185
D26,PPO,30026,5876.3667,70.5983,67.0572,0.687,0.3117,2.8597,0.7699
D26,PPO,30027,6879.3252,94.0291,91.0645,0.6492,0.3492,2.9113,0.6953
D26,PPO,30028,9041.0229,79.6286,75.7428,0.8274,0.1704,3.3773,0.9311
D26,PPO,30029,4646.2071,66.6824,62.3401,0.6361,0.363,2.8905,0.7199
D26,PPO,30030,4190.3689,107.5966,103.2265,0.549,0.4493,3.042,0.6074
D26,PPO,30031,2864.2946,64.1604,60.6777,0.5619,0.4364,2.6944,0.6341
D26,PPO,30032,5748.6724,91.6225,86.8836,0.6146,0.384,3.1533,0.6826
D26,PPO,30033,7103.5267,62.4744,59.9551,0.8311,0.1678,2.8566,0.8948
D26,PPO,30034,5122.6421,112.3999,107.3018,0.5657,0.4324,2.9973,0.6283
D26,PPO,30035,4614.569,51.9455,49.4958,0.713,0.2866,2.422,0.7727
D26,PPO,30036,2733.5016,38.106,35.9451,0.6471,0.3526,2.0246,0.7237
D26,PPO,30037,3989.6223,74.2016,71.7406,0.5904,0.4078,2.5026,0.6295
D26,PPO,30038,1232.8512,103.8993,97.4609,0.4854,0.5133,3.6458,0.5689
D26,PPO,30039,3335.1891,38.839,36.4344,0.6979,0.3009,2.0135,0.7945
D26,PPO,30040,4681.129,90.2439,86.3532,0.5817,0.4166,3.0307,0.6591
D26,PPO,30041,4856.6579,84.4057,81.4931,0.6008,0.3976,2.7216,0.6408
D26,PPO,30042,5898.6137,77.7178,74.5665,0.6596,0.3388,2.784,0.7352
D26,PPO,30043,5098.5904,115.801,111.5733,0.5607,0.438,3.1291,0.6123
D26,PPO,30044,7235.463,109.9724,105.4752,0.624,0.3748,3.2553,0.6847
D26,PPO,30045,4831.0846,48.7137,46.685,0.7568,0.2417,2.4293,0.8183
D26,PPO,30046,6494.538,79.8033,75.6739,0.6789,0.3204,3.1417,0.7631
D26,PPO,30047,1373.4108,71.1769,65.7515,0.4975,0.5004,2.8384,0.6144
D26,PPO,30048,4327.0393,71.6418,67.8027,0.6072,0.3916,2.7934,0.6897
D26,PPO,30049,5529.4154,57.4615,55.4491,0.7425,0.2569,2.6085,0.8093
D26,PPO,30050,5175.4172,81.9351,79.2734,0.6162,0.3813,2.7602,0.6603
D26,PPO,30051,4093.7576,122.8904,118.092,0.5351,0.4634,3.4453,0.5825
D26,PPO,30052,6985.2346,120.619,116.1233,0.6,0.3988,3.345,0.654
D26,PPO,30053,4769.5033,68.7805,65.845,0.6367,0.3621,2.6822,0.7005
D26,PPO,30054,3849.8855,82.1044,78.7622,0.5698,0.4291,2.795,0.6198
D26,PPO,30055,6473.8841,87.9964,85.3006,0.6518,0.3467,2.9394,0.6866
D26,PPO,30056,7575.0058,94.0354,89.3066,0.6748,0.324,3.3568,0.7548
D26,PPO,30057,6856.1445,67.0594,63.8286,0.771,0.2279,2.8935,0.8633
D26,PPO,30058,4818.7374,86.1729,83.2703,0.5963,0.4029,2.7416,0.647
D26,PPO,30059,3016.3208,100.6725,97.5481,0.5277,0.4705,2.7941,0.568
D26,PPO,30060,2550.7502,74.2906,73.0454,0.5418,0.4564,2.5868,0.5627
D26,PPO,30061,4106.0709,77.2039,75.2571,0.5896,0.4091,2.5022,0.6201
D26,PPO,30062,6822.8727,84.8076,81.8467,0.6766,0.3223,2.8715,0.7255
D26,PPO,30063,5519.4723,67.292,64.2756,0.6829,0.3158,2.6884,0.7665
D26,PPO,30064,4805.7972,57.0713,54.2791,0.6926,0.3064,2.6188,0.7654
D26,PPO,30065,5234.0893,61.0409,58.3915,0.6977,0.3009,2.5613,0.758
D26,PPO,30066,5076.1333,56.9997,54.2496,0.712,0.2872,2.4701,0.7964
D26,PPO,30067,4980.603,68.4866,65.3401,0.6469,0.3515,2.8093,0.7191
D26,PPO,30068,5738.3946,89.7418,84.8151,0.6167,0.3809,3.2117,0.6914
D26,PPO,30069,6562.9749,82.9001,78.5615,0.6712,0.3273,3.1833,0.7601
D26,PPO,30070,3040.7467,103.1003,96.8565,0.5215,0.4763,3.4883,0.6044
D26,PPO,30071,5183.8099,120.7299,115.3071,0.5589,0.4399,3.4645,0.6196
D26,PPO,30072,4960.4815,74.1899,71.2242,0.6293,0.3695,2.7927,0.6916
D26,PPO,30073,4008.1119,103.8401,99.8272,0.5474,0.4508,3.2053,0.593
D26,PPO,30074,5061.535,114.3972,108.3672,0.5611,0.4373,3.4555,0.6351
D26,PPO,30075,6144.2435,87.585,84.15,0.6399,0.3588,2.9828,0.7083
D26,PPO,30076,5569.7912,73.237,70.1398,0.6595,0.3396,2.9346,0.7401
D26,PPO,30077,6615.6864,55.1579,53.8236,0.8689,0.1309,2.856,0.8926
D26,PPO,30078,4417.8342,51.7745,49.0323,0.6945,0.303,2.3832,0.7898
D26,PPO,30079,7214.6119,89.5311,84.6661,0.6755,0.3231,3.1679,0.7718
D26,PPO,30080,5881.2747,61.8961,60.442,0.7373,0.2618,2.6748,0.7771
D26,PPO,30081,4460.9364,46.2754,43.9783,0.7446,0.2546,2.2683,0.8161
D26,PPO,30082,2843.6142,115.2927,110.3336,0.5146,0.4837,3.5179,0.5786
D26,PPO,30083,3559.4501,60.9373,57.259,0.6022,0.3971,2.3789,0.6944
D26,PPO,30084,5146.8934,65.685,63.8513,0.6707,0.3286,2.5972,0.7122
D26,PPO,30085,3963.8218,96.5476,93.028,0.554,0.4437,3.1395,0.5965
D26,PPO,30086,5953.3057,85.2499,83.0511,0.6407,0.3577,2.6539,0.6742
