world,sched,seed,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth,jain
P055,PPO,30000,4489.4064,115.986,114.395,0.5647,0.4319,2.6249,0.5857
P055,PPO,30001,3303.8738,93.5172,91.6726,0.5554,0.4412,2.7007,0.5902
P055,PPO,30002,-3783.8163,122.3321,117.9735,0.4243,0.5716,3.7925,0.4762
P055,PPO,30003,-2513.6326,80.4068,78.4884,0.4261,0.5702,2.6079,0.4622
P055,PPO,30004,2871.7186,88.6993,85.802,0.5429,0.4533,3.5044,0.6123
P055,PPO,30005,2156.6088,111.3499,108.095,0.5137,0.4824,3.5161,0.5689
P055,PPO,30006,-1251.2213,114.4251,110.4456,0.4553,0.5398,3.8501,0.5163
P055,PPO,30007,5532.1331,102.832,100.9022,0.6052,0.392,3.1429,0.6463
P055,PPO,30008,4019.3059,97.6177,93.766,0.5668,0.4296,3.4524,0.6422
P055,PPO,30009,8426.681,100.3395,98.0808,0.7111,0.2867,3.2351,0.7623
P055,PPO,30010,1146.2074,81.1754,79.0132,0.505,0.4912,2.9474,0.5484
P055,PPO,30011,-99.252,127.6725,124.3129,0.4757,0.5207,3.8066,0.521
P055,PPO,30012,2744.999,83.4143,81.4868,0.5499,0.4483,2.5924,0.5872
P055,PPO,30013,258.7638,137.4316,134.6659,0.4802,0.5154,3.6534,0.5137
P055,PPO,30014,-2613.4333,57.7759,56.2897,0.4064,0.5884,2.1272,0.4402
P055,PPO,30015,666.8343,129.5822,126.4576,0.4884,0.5081,3.8286,0.5281
P055,PPO,30016,4108.2352,117.8576,114.2816,0.5512,0.4442,3.5905,0.6123
P055,PPO,30017,-1467.3218,106.3064,102.465,0.4513,0.5447,3.4341,0.5082
P055,PPO,30018,239.016,103.2969,101.0879,0.4816,0.5143,3.5699,0.5237
P055,PPO,30019,-3446.5633,106.0495,101.6398,0.4216,0.5739,3.9251,0.5012
P055,PPO,30020,1509.6651,133.875,130.758,0.4993,0.4974,3.7578,0.5375
P055,PPO,30021,6015.3326,112.3929,110.2636,0.6042,0.392,2.9533,0.6413
P055,PPO,30022,3741.6358,99.3966,96.8501,0.5585,0.4382,3.7026,0.6097
P055,PPO,30023,2449.7104,128.8598,124.9456,0.5158,0.4809,3.8203,0.5662
P055,PPO,30024,2180.5656,89.9062,87.7711,0.5284,0.4682,2.7724,0.5679
P055,PPO,30025,8484.6235,128.3854,124.5742,0.6431,0.3541,3.5389,0.7048
P055,PPO,30026,2030.398,123.1758,118.9895,0.5083,0.4875,3.7785,0.571
P055,PPO,30027,5879.808,117.302,114.5061,0.5933,0.4037,3.2541,0.6419
P055,PPO,30028,9789.4078,105.4777,102.7458,0.747,0.2503,3.5614,0.8111
P055,PPO,30029,3306.405,90.2898,87.1932,0.5559,0.4408,3.1082,0.605
P055,PPO,30030,1580.8256,135.5657,131.9889,0.4993,0.4972,3.4941,0.5411
P055,PPO,30031,-348.5804,88.1852,85.5022,0.4691,0.5271,3.075,0.5168
P055,PPO,30032,-495.7454,130.5446,125.1774,0.468,0.5284,3.9168,0.5324
P055,PPO,30033,5072.4165,118.0291,114.1831,0.5733,0.4235,3.6861,0.6327
P055,PPO,30034,2532.3368,138.7594,135.7008,0.5144,0.4817,3.612,0.5524
P055,PPO,30035,6056.2283,112.3097,110.478,0.6063,0.3905,2.9939,0.6309
P055,PPO,30036,3508.5834,97.4806,95.6359,0.5564,0.4404,2.9045,0.5847
P055,PPO,30037,3734.9493,92.0678,90.3843,0.5688,0.4277,2.7592,0.5958
P055,PPO,30038,-1988.5504,115.4864,110.9751,0.4446,0.5511,3.9295,0.5165
P055,PPO,30039,3357.7438,98.0731,95.9328,0.5518,0.4448,2.6429,0.599
P055,PPO,30040,3317.3879,97.8146,95.2282,0.5504,0.4461,3.2412,0.6035
P055,PPO,30041,3418.0626,107.6544,105.5306,0.5463,0.4502,2.9492,0.5827
P055,PPO,30042,5563.7218,99.0718,96.7338,0.6128,0.3846,2.8629,0.6689
P055,PPO,30043,2166.7174,128.9233,125.3791,0.5098,0.4863,3.9098,0.5673
P055,PPO,30044,6351.853,122.5854,119.4546,0.598,0.3986,3.2613,0.6522
